ArcLength, Average, RelBeta, ExpCorreBetas, ExpBetas
-32.5539,0.1446902068965517,0.08172660317060197,0.011825039121706777,0.00388981550056144
-32.0539,0.14905596551724137,0.07176082790882644,0.010696379490266727,0.00351854588495616
-31.5539,0.15044817241379307,0.065346399007995,0.00983124630457535,0.00323396260018926
-31.0539,0.14657810344827582,0.063811867083558,0.009353422454601391,0.00307678370217151
-30.5539,0.14306348275862066,0.06395384868298114,0.009149460328405107,0.00300969089750168
-30.0539,0.14278824137931034,0.06255180374193747,0.008931662051415016,0.00293804672743915
-29.5539,0.14464351724137933,0.059867876609666845,0.008659500242595116,0.00284851981664313
-29.0539,0.14819344827586206,0.05918012111237346,0.008770106217025769,0.00288490336086374
-28.5539,0.15770665517241383,0.06279296903226303,0.009902869114423165,0.00325752273500762
-28.0539,0.17986475862068968,0.06549310762089404,0.011779901993550959,0.0038749677610365
-27.5539,0.2023081034482759,0.06474463759084823,0.013098364839450455,0.00430867264455607
-27.0539,0.22208241379310345,0.05950487339227962,0.013214985915410473,0.00434703484059555
-26.5539,0.2403956551724138,0.052401471050360436,0.012597085965149671,0.00414377827800976
-26.0539,0.25708089655172406,0.047213714080494254,0.012137743945350221,0.00399267892939152
-25.5539,0.27248593103448276,0.045801403167806114,0.012480237984865358,0.00410534144238992
-25.0539,0.28445713793103444,0.04820669077579244,0.013712737287208317,0.00451076884447642
-24.5539,0.2935618620689655,0.05282818986806213,0.015508341787401176,0.00510142821953986
-24.0539,0.3046973793103448,0.05672085083850875,0.01728269460274659,0.00568509690879822
-23.5539,0.3204598965517242,0.0572931523513915,0.018360157675649094,0.00603952555120036
-23.0539,0.3428854827586207,0.05332498613357793,0.018284363613508624,0.00601459329391731
-22.5539,0.36721772413793113,0.046527916682167623,0.017085875672904875,0.00562035383977134
-22.0539,0.39047537931034487,0.03929821753492405,0.015344986398169915,0.00504769289413484
-21.5539,0.4117651034482759,0.033842083446534055,0.013934988991267279,0.00458387795765371
-21.0539,0.4313548965517241,0.03127138361714967,0.013489064445204875,0.00443719225171213
-20.5539,0.4503412413793104,0.031178636535415204,0.014041025881873205,0.00461875851377408
-20.0539,0.46774106896551726,0.032256042141441066,0.015087475631834418,0.00496298540520869
-19.5539,0.4826790689655173,0.03295615585976117,0.015907246627072002,0.0052326469168
-19.0539,0.49458544827586204,0.03228499885080028,0.015967690629208747,0.00525252981223972
-18.5539,0.5035465172413794,0.03006822586181014,0.015140750412341671,0.00498051000405976
-18.0539,0.5106098965517242,0.026808032477439573,0.013688446690060682,0.00450277851646733
-17.5539,0.5172923103448275,0.023595439311860936,0.012205739315233709,0.00401504582737951
-17.0539,0.5244521724137932,0.0214807853284806,0.011265644530675986,0.00370580412193289
-16.5539,0.5323161379310345,0.020742150747213466,0.011041381578139994,0.00363203341386184
-16.0539,0.5399309999999999,0.020899385183223335,0.011284225941362956,0.00371191642807992
-15.5539,0.5458506206896552,0.021125958352078325,0.011531617479145759,0.00379329522340321
-15.0539,0.5487772068965517,0.021037178895452716,0.011544724275229627,0.00379760666948343
-14.5539,0.5481901034482759,0.02103147477205275,0.011529246330961402,0.00379251524044783
-14.0539,0.5439464482758619,0.02176374680967945,0.011838312778300258,0.00389418183496719
-13.5539,0.5362908965517241,0.023606128936202755,0.012659752051311772,0.00416439212214203
-13.0539,0.5253136551724137,0.026150125510658324,0.013737018015221305,0.00451875592605964
-12.5539,0.5098760689655172,0.0285052613849008,0.014534150619767774,0.00478097059860782
-12.0539,0.4892163793103449,0.030252291333750087,0.014799916432138942,0.0048683935632036
-11.5539,0.46407558620689654,0.031088919245322734,0.014427608423312015,0.0047459238234579
-11.0539,0.4366718620689654,0.030596845045229724,0.013360781299336062,0.00439499384846581
-10.5539,0.41200872413793105,0.028407120686045922,0.011703981550290008,0.00384999393101645
-10.0539,0.39681717241379316,0.025694016984419227,0.010195827167709214,0.00335389051569382
-9.5539,0.39626699999999987,0.025934021807725374,0.010276797019681908,0.00338052533542168
-9.0539,0.41087782758620683,0.03056806070066896,0.012559738374214166,0.00413149288625466
-8.5539,0.4336958965517241,0.03543924679206847,0.015369855910603946,0.00505587365480393
-8.0539,0.4534366206896551,0.03352535012477727,0.015201621468016511,0.00500053337763701
-7.5539,0.46054582758620694,0.020578793209657005,0.009477477349466901,0.00311759123337727
-7.0539,0.45559886206896555,-0.0014732909211027806,-6.71229667150965E-4,-2.20799232615449E-4
-6.5539,0.4513577586206896,-0.023875092696796763,-0.010776208326487383,-0.00354480537055506
-6.0539,0.46150486206896546,-0.036399384383639585,-0.01679849286936684,-0.00552582002281804
-5.5539,0.49085834482758633,-0.037033767674468906,-0.018178333903419178,-0.00597971509980894
-5.0539,0.532798448275862,-0.03226570904433973,-0.017191119711344655,-0.00565497358925811
-4.5539,0.5761198965517241,-0.028411917281602764,-0.016368670845113127,-0.00538443119905037
-4.0539,0.6136896896551725,-0.026666587716713066,-0.016365009940032076,-0.00538322695395792
-3.5539,0.6427845862068968,-0.024982680566658026,-0.016058481990378362,-0.00528239539157183
-3.0539,0.6633048965517241,-0.021619491780915316,-0.014340314759240884,-0.00471720880238187
-2.5539,0.6747848620689655,-0.01620613038027971,-0.010935651453328714,-0.00359725376754234
-2.0539,0.6800414137931033,-0.009091230375921973,-0.006182413157960785,-0.00203368853880289
-1.5539,0.6827061379310343,-0.0011243714879172566,-7.676153161157609E-4,-2.52505038195974E-4
-1.0539,0.6838580689655174,0.006268793831585432,0.0042869652444109604,0.0014101859356615
-0.553897,0.6817682758620689,0.011502926893339396,0.007842330635439425,0.0025797140248156
-0.0538966,0.6833333103448278,0.013058069139533713,0.00892301361182921,0.00293520184599645
0.446103,0.6844901724137932,0.009970613400134684,0.006824786885329466,0.00224499568596364
0.946103,0.6859316551724138,0.002599108395816563,0.0017828107239149724,5.86450896024662E-4
1.4461,0.6866071379310343,-0.007064663898977016,-0.004850648660121311,-0.00159560811188201
1.9461,0.6816248620689657,-0.016604369972868047,-0.011317951392498258,-0.00372301032647969
2.4461,0.6726803103448277,-0.024320402875944502,-0.016359856154301588,-0.00538153162970447
2.9461,0.6568035172413793,-0.03016314431878785,-0.019811259279639188,-0.00651686160514447
3.4461,0.6327780344827585,-0.03453345261470353,-0.021852010269435576,-0.00718816127284065
3.9461,0.6003147586206896,-0.036753524571529736,-0.02206368323161746,-0.00725779053671627
4.4461,0.5599265172413793,-0.03625776314749991,-0.020301683042142454,-0.00667818521123107
4.9461,0.5123269655172414,-0.03479698173920678,-0.01782743206360667,-0.00586428686302851
5.4461,0.46564668965517236,-0.034725769732857424,-0.016169939721832838,-0.00531905911902396
5.9461,0.4338189310344828,-0.03466539829273837,-0.015038506031240345,-0.00494687698396064
6.4461,0.4238308620689654,-0.02876199654634939,-0.012190221791063868,-0.00400994137863943
6.9461,0.43048096551724135,-0.013402860851322619,-0.005769676479970597,-0.00189791989472717
7.4461,0.4383499999999999,0.006903727353704866,0.0030262488854965273,9.95476607071226E-4
7.9461,0.4341042068965517,0.023956579264121817,0.010399651841405977,0.00342093810572565
8.4461,0.4178257586206896,0.03243261292308591,0.013551181098639554,0.00445762536139459
8.9461,0.3996392413793104,0.033242953113614,0.013285188563532682,0.00437012781695154
9.4461,0.390107448275862,0.03298366255291412,0.012867172433309433,0.00423262251095705
9.9461,0.39515241379310345,0.03757934386812844,0.014849568438252013,0.00488472645995132
10.4461,0.41417589655172415,0.04635087198656092,0.019197413960988063,0.0063149388029566
10.9461,0.4415026206896552,0.05413593941622271,0.023901159125758728,0.00786222339663116
11.4461,0.4708252413793104,0.05751321761002467,0.027078674563740673,0.00890745873807259
11.9461,0.4971203793103448,0.05696845158975769,0.028320178263023358,0.00931584811283663
12.4461,0.5171096896551725,0.054422154388562245,0.028142223366235303,0.00925731031784056
12.9461,0.5300408620689655,0.050815419904736314,0.026934248972702905,0.00885995031996806
13.4461,0.5369268620689654,0.04613808482557812,0.02477277710726941,0.00814893983791757
13.9461,0.5389374482758621,0.04019892942908581,0.021664708449932964,0.00712654883221479
14.4461,0.5369422758620691,0.03326047427637418,0.017858954754208158,0.00587465616914742
14.9461,0.5316084137931034,0.026331061850207185,0.01399781402367674,0.00460454408673577
15.4461,0.523830448275862,0.020595635845086124,0.010788621157257877,0.00354888853857167
15.9461,0.5148652413793102,0.016807350126522434,0.008653520379838553,0.00284655275652584
16.4461,0.5066737241379309,0.015061945105425419,0.007631491819326977,0.0025103591510944
16.9461,0.5001390344827585,0.014860321581374448,0.007432226887811916,0.00244481147625392
17.4461,0.4952947241379311,0.015433200689907516,0.00764398287827307,0.00251446805206351
17.9461,0.4914614137931034,0.016098795819895192,0.007911936954012194,0.00260261084013559
18.4461,0.4869068620689655,0.016436268754329363,0.008002932043292695,0.00263254343529365
18.9461,0.4806362758620689,0.016313411268275017,0.007840817238590014,0.00257921619690461
19.4461,0.47133696551724136,0.015768345310327985,0.007432204029798016,0.0024448039571704
19.9461,0.4579711034482758,0.014665402648723236,0.006716330633549047,0.00220931928735166
20.4461,0.43994079310344836,0.012643404630357572,0.005562349460607322,0.00182972021730504
20.9461,0.41722120689655173,0.009435905280319644,0.003936859789216507,0.00129501966750543
21.4461,0.3907037586206896,0.005410347659107054,0.0021138431658577757,6.95343146663742E-4
21.9461,0.3637674827586207,0.0017606782345072265,6.404774893145862E-4,2.10683384642956E-4
22.4461,0.3407466551724138,-2.3468460904424367E-4,-7.996799555227165E-5,-2.63052616948262E-5
22.9461,0.3225582068965518,-3.3894104038707573E-4,-1.093282142309069E-4,-3.59632283654299E-5
23.4461,0.3096762068965516,5.462928567405646E-4,1.6917389973009932E-4,5.56493091217432E-5
23.9461,0.30007693103448274,0.0014466138105395626,4.340954326588106E-4,1.42794550216714E-4
24.4461,0.29200579310344826,0.0024645590509732624,7.196655203297293E-4,2.36732079055832E-4
24.9461,0.2852678620689655,0.004713120755093801,0.001344501881478477,4.42270355749499E-4
25.4461,0.2792322413793104,0.00940060307946462,0.0026249514681961532,8.63470877696103E-4
25.9461,0.2734056896551724,0.01708188233612513,0.004670283820716799,0.00153627757260421
26.4461,0.2668706206896552,0.027245252809041904,0.007270957527995585,0.00239176234473539
26.9461,0.2580343448275862,0.03829623428817563,0.00988174372391314,0.00325057359339248
27.4461,0.24331365517241382,0.04822361251471215,0.011733463426572771,0.00385969191663578
27.9461,0.2249547931034483,0.05500978015902628,0.012374713714339932,0.00407062951129603
28.4461,0.20475106896551723,0.05967920779639328,0.012219381591326755,0.00401953341819959
28.9461,0.18497548275862066,0.06612284334915104,0.012231104869881862,0.00402338975982956
29.4461,0.17022358620689654,0.07637267934273982,0.013000431365950539,0.00427645768616794
29.9461,0.16505703448275855,0.08588137168502513,0.014175324527641796,0.00466293569988217
30.4461,0.16618958620689656,0.09003278100084179,0.014962510619586035,0.00492187849328488
30.9461,0.16407341379310342,0.09154872242632203,0.015020711416883901,0.00494102349239602
31.4461,0.15737417241379312,0.09305855041074707,0.014645012356918567,0.00481743827530216
31.9461,0.14913303448275858,0.0956802150674241,0.014269080812967915,0.00469377658321313
32.4461,0.13983055172413794,0.10064549429528981,0.014073314995858953,0.00462937993284834
