ArcLength, AverageFA, Beta, RelBeta, HighExposureBeta
-21.4606,0.1811419310344827,-0.00833151253182439,-0.04756076889042708,-0.07446089659342763
-20.9606,0.19201631034482763,-0.00700413189437532,-0.036320412768810574,-0.05686305252212518
-20.4606,0.2089266551724138,-0.00650863853260947,-0.030744762962296387,-0.04813384369372078
-19.9606,0.2284780689655173,-0.0065462176925862,-0.028292259661523992,-0.04429421706584661
-19.4606,0.2482666551724138,-0.00679559827730057,-0.027016868168847675,-0.04229747066607545
-18.9606,0.26970513793103446,-0.00724237750572873,-0.026595502296307954,-0.04163778241049944
-18.4606,0.2935892758620689,-0.00790966455688829,-0.026972921126039117,-0.04222866740055857
-17.9606,0.3162517931034483,-0.00862820156023419,-0.027631221808975124,-0.04325929958382731
-17.4606,0.33361120689655166,-0.00911628471964906,-0.027863807871682404,-0.04362343513437357
-16.9606,0.3451579310344829,-0.00919919214836422,-0.02726152661598253,-0.042680506679954607
-16.4606,0.3523155172413794,-0.00894497853291992,-0.02598399353928765,-0.04068040742719404
-15.9606,0.3572987931034483,-0.00861335802016911,-0.024647040564634536,-0.03858728068600803
-15.4606,0.3625793448275862,-0.00846659379335155,-0.023875141387761825,-0.037378799281468755
-14.9606,0.37047568965517247,-0.00859697751828472,-0.023868148613502376,-0.0373678514298427
-14.4606,0.3797939655172414,-0.00892728192424513,-0.024422819688044252,-0.03823624162807477
-13.9606,0.3877486551724138,-0.00932753453584732,-0.025235101084160414,-0.03950794522858457
-13.4606,0.3922416551724138,-0.00966793641675831,-0.026011353136331388,-0.04072324147243425
-12.9606,0.3917748275862069,-0.00984739597300575,-0.026525065883556662,-0.04152750752284216
-12.4606,0.3873517586206897,-0.00982992604547453,-0.026670149406298742,-0.0417546495442253
-11.9606,0.3816900689655173,-0.00958662691065512,-0.026258571417836246,-0.04111028514991448
-11.4606,0.3778882413793104,-0.00913055945627866,-0.0251487968621552,-0.039372827779892525
-10.9606,0.37807268965517243,-0.00857455135811885,-0.023526569279275388,-0.03683307657069514
-10.4606,0.38287262068965516,-0.00804046688003678,-0.02173882822317643,-0.03403419831410743
-9.96065,0.3908904482758621,-0.00762691774485517,-0.02017102953303803,-0.031579660701087385
-9.46065,0.39935182758620685,-0.00744673730315285,-0.019240261693339013,-0.03012245533033346
-8.96065,0.4067911379310345,-0.00760982363937479,-0.019282428982830693,-0.03018847222315743
-8.46065,0.4120215517241379,-0.00814537815572771,-0.020385045040112827,-0.03191472228468794
-7.96065,0.41421051724137936,-0.00888351257596128,-0.022141848973966278,-0.03466516554087168
-7.46065,0.4130583448275863,-0.00944854403554042,-0.023630071348846204,-0.03699511888160213
-6.96065,0.40924068965517235,-0.00946355616669757,-0.02386555385542416,-0.037363789089862605
-6.46065,0.4037826896551724,-0.00880257103411579,-0.02242364404341277,-0.03510634246075987
-5.96065,0.3983133103448277,-0.00764778177684138,-0.019639859035238662,-0.030748062885643343
-5.46065,0.3954108275862069,-0.00630277711117504,-0.016209767480042086,-0.025377929085117476
-4.96065,0.39723282758620687,-0.00499114887073888,-0.012715239927552484,-0.01990691461669525
-4.46065,0.4050115862068966,-0.00378665108758575,-0.009426006352374151,-0.014757307349469577
-3.96065,0.41981644827586206,-0.00264234982302266,-0.006339194064589242,-0.009924609814793327
-3.46065,0.44129586206896565,-0.00153885723714063,-0.003519564472032011,-0.0055102121416423545
-2.96065,0.46715155172413786,-6.42284123586392E-4,-0.00139260174905107,-0.0021802501778475144
-2.46065,0.49431051724137925,-2.82753664604793E-4,-5.815781682325914E-4,-9.105158065364738E-4
-1.96065,0.5191886896551722,-7.19097472791013E-4,-0.0014128441877963908,-0.0022119416364462315
-1.46065,0.5377303103448277,-0.00187934621346593,-0.0035705036334406524,-0.0055899622322883495
-0.960648,0.5469856206896552,-0.00334717539954506,-0.006243756196423624,-0.009775192776373504
-0.460648,0.5475174827586207,-0.00471817890143427,-0.008780302572896196,-0.013746396813845945
0.0393522,0.5390710689655173,-0.00595226106034614,-0.011221995882765144,-0.017569099375233894
0.539352,0.523357896551724,-0.00723387811902496,-0.013992586841728246,-0.02190672241436774
1.03935,0.5052196206896551,-0.00853906378167279,-0.017051739396236817,-0.026696116012052646
1.53935,0.48928003448275864,-0.00950182621418112,-0.019539164277577813,-0.030590415687908615
2.03935,0.4795955517241379,-0.00967754047419199,-0.02028564138945251,-0.031759096437471726
2.53935,0.47788810344827576,-0.00892388212018554,-0.018834310273884197,-0.02948689986369204
3.03935,0.4804057586206897,-0.007601322283687,-0.016045980435101335,-0.025121504925012462
3.53935,0.4810661034482759,-0.00635777881303507,-0.013466814696703796,-0.02108357623242597
4.03935,0.4753341379310344,-0.00569719049576306,-0.01224465757851858,-0.01917017329716712
4.53935,0.4625938965517241,-0.00570633216073619,-0.012612620665456332,-0.019746254424656738
5.03935,0.44558665517241364,-0.00611227942576679,-0.014040839425955942,-0.021982266413515902
5.53935,0.42706210344827583,-0.00654348832704947,-0.01570782799067748,-0.024592095187018773
6.03935,0.40915955172413787,-0.00674106462117297,-0.016925078026816393,-0.026497815619716168
6.53935,0.3929655862068966,-0.00658006501573002,-0.017247786756117524,-0.02700304675627848
7.03935,0.3780908965517242,-0.00603145613177747,-0.01646379266277201,-0.025775629612351518
