Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-24.7262,0.422849,0.169402,-nan,0.213115,-nan,0.187382,0.153401,0.22245,0.139399,0.155888,0.162269,0.198437,0.299166,0.380115,0.260864,0.311258
-24.2262,0.391178,0.160758,-nan,0.193464,-nan,0.187394,0.145115,0.213431,0.139172,0.154406,0.154103,0.2048,0.296407,0.371141,0.25275,0.361677
-23.7262,0.373961,0.152628,-nan,0.178158,-nan,0.195122,0.140126,0.208001,0.139612,0.158624,0.149276,0.208814,0.295187,0.353502,0.243808,0.409029
-23.2262,0.373771,0.147259,-nan,0.168655,-nan,0.207342,0.14107,0.205751,0.141251,0.169481,0.149309,0.212205,0.297895,0.332648,0.235197,0.453789
-22.7262,0.387758,0.149267,-nan,0.169256,-nan,0.219045,0.14862,0.211183,0.146014,0.186803,0.15626,0.216453,0.303818,0.317126,0.22991,0.49494
-22.2262,0.41173,0.161828,-nan,0.184855,-nan,0.233441,0.166624,0.231997,0.153882,0.214018,0.174155,0.221504,0.315047,0.313797,0.23064,0.533168
-21.7262,0.440478,0.186135,-nan,0.216157,-nan,0.256064,0.196435,0.273279,0.16601,0.251416,0.203734,0.227311,0.33339,0.33214,0.238905,0.568849
-21.2262,0.471509,0.220364,-nan,0.257287,-nan,0.289087,0.235185,0.332396,0.184241,0.292625,0.241898,0.234259,0.358822,0.374956,0.256556,0.60124
-20.7262,0.506122,0.257377,-nan,0.297835,0.257242,0.327561,0.278087,0.395971,0.208199,0.328216,0.281355,0.242969,0.388576,0.43219,0.284091,0.628946
-20.2262,0.543514,0.289626,0.348567,0.329795,0.271942,0.360328,0.320542,0.448301,0.237279,0.351999,0.314043,0.255296,0.418088,0.490831,0.32042,0.65296
