Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-28.7688,0.469347,0.262086,0.213041,0.264382,0.249597,0.25473,0.281733,0.316688,0.252915,0.260359,0.266506,0.2649,0.30484,0.54747,0.290255,0.35821
-28.2688,0.487106,0.272417,0.2209,0.279835,0.263278,0.271939,0.295002,0.329802,0.268295,0.26787,0.281701,0.27789,0.322045,0.589903,0.31449,0.382542
-27.7688,0.498275,0.278777,0.228073,0.290445,0.270584,0.285215,0.304165,0.338367,0.278147,0.273484,0.291242,0.286383,0.337281,0.618671,0.330876,0.403544
-27.2688,0.505786,0.285552,0.237076,0.302162,0.276839,0.299312,0.314325,0.347858,0.287712,0.278904,0.299105,0.296277,0.354383,0.646146,0.344605,0.427238
-26.7688,0.502883,0.290302,0.247293,0.311756,0.28035,0.308572,0.321698,0.355763,0.293758,0.281478,0.301332,0.302652,0.364474,0.658468,0.351534,0.4481
-26.2688,0.493054,0.294175,0.259162,0.319889,0.283874,0.309089,0.323203,0.363126,0.297026,0.28029,0.298075,0.305732,0.364833,0.651246,0.352609,0.462238
-25.7688,0.485123,0.297951,0.271879,0.328959,0.289288,0.304129,0.319944,0.370481,0.299386,0.275958,0.294988,0.306255,0.359965,0.633327,0.354354,0.470426
-25.2688,0.484135,0.300864,0.284834,0.337305,0.294899,0.297928,0.313778,0.375488,0.301335,0.270816,0.296288,0.304004,0.356789,0.610554,0.361254,0.473734
-24.7688,0.490506,0.301349,0.295332,0.340662,0.297486,0.295936,0.308096,0.37518,0.301788,0.265728,0.303422,0.299579,0.362905,0.588669,0.372957,0.471698
-24.2688,0.499081,0.29864,0.29894,0.337147,0.296642,0.299086,0.305409,0.367638,0.299883,0.259831,0.311889,0.294796,0.376297,0.569444,0.383913,0.462978
-23.7688,0.505071,0.29632,0.296138,0.330448,0.29603,0.304028,0.305394,0.356604,0.297622,0.251911,0.315315,0.294202,0.388559,0.55274,0.3899,0.448988
-23.2688,0.508603,0.295563,0.289188,0.323021,0.294746,0.306677,0.304724,0.344078,0.294365,0.242082,0.309732,0.298571,0.390782,0.537014,0.386686,0.430584
-22.7688,0.508834,0.294627,0.280089,0.312855,0.289885,0.305379,0.301705,0.330092,0.288745,0.23402,0.297878,0.305072,0.377263,0.524714,0.371186,0.409183
-22.2688,0.503336,0.288803,0.269007,0.293532,0.277746,0.302273,0.296604,0.313167,0.277283,0.229674,0.282964,0.310391,0.348512,0.51823,0.343658,0.386018
-21.7688,0.492109,0.275757,0.254728,0.263137,0.257034,0.296665,0.289378,0.295532,0.258495,0.228281,0.267039,0.314947,0.312469,0.518049,0.308483,0.361129
-21.2688,0.48069,0.259538,0.239402,0.232325,0.233474,0.286629,0.279575,0.285418,0.23714,0.226095,0.252714,0.32205,0.280592,0.522273,0.275916,0.335913
-20.7688,0.479795,0.247064,0.230096,0.21715,0.214713,0.271982,0.268695,0.292212,0.220957,0.223394,0.243764,0.334224,0.265299,0.527371,0.259043,0.311537
-20.2688,0.499184,0.245243,0.234912,0.225387,0.207028,0.259431,0.26079,0.317373,0.216734,0.225043,0.245684,0.350234,0.271304,0.534222,0.264787,0.289562
-19.7688,0.536281,0.253994,0.256185,0.252158,0.212181,0.255721,0.257788,0.352205,0.22365,0.234714,0.25896,0.367847,0.291404,0.545815,0.288463,0.270652
-19.2688,0.571812,0.267612,0.284307,0.283963,0.224935,0.260341,0.258656,0.381293,0.233355,0.247935,0.273975,0.380037,0.31146,0.558591,0.316055,0.256617
-18.7688,0.57898,0.277091,0.302879,0.30489,0.236129,0.266581,0.258263,0.392849,0.236981,0.25592,0.280775,0.377381,0.319895,0.56012,0.334601,0.248449
-18.2688,0.547998,0.273322,0.298572,0.305622,0.237249,0.263749,0.253101,0.386269,0.229888,0.250956,0.272329,0.356952,0.314328,0.537813,0.333088,0.24532
-17.7688,0.487295,0.252993,0.269744,0.283836,0.224421,0.248708,0.243779,0.364948,0.211646,0.231849,0.250224,0.321981,0.300739,0.487549,0.30736,0.246116
-17.2688,0.416092,0.223844,0.228523,0.246727,0.200256,0.22622,0.233654,0.338459,0.186989,0.206285,0.223178,0.284434,0.284821,0.421101,0.265513,0.249188
-16.7688,0.352855,0.194742,0.188062,0.205274,0.170286,0.200619,0.225118,0.313814,0.159078,0.18167,0.197319,0.257642,0.268463,0.355647,0.217421,0.253281
-16.2688,0.30065,0.171664,0.156319,0.169645,0.141541,0.177577,0.218419,0.291937,0.131488,0.161244,0.175303,0.24356,0.253652,0.303475,0.175845,0.257251
-15.7688,0.262819,0.156909,0.134303,0.14493,0.118642,0.157212,0.212142,0.271976,0.108013,0.143223,0.155545,0.237371,0.241092,0.266951,0.14783,0.259162
-15.2688,0.237327,0.143115,0.117205,0.12779,0.100754,0.138125,0.201696,0.24788,0.0884257,0.124927,0.136105,0.232627,0.231704,0.236775,0.128151,0.258216
-14.7688,0.221016,0.127772,0.102962,0.115449,0.0870256,0.122507,0.185031,0.217228,0.0733386,0.106365,0.117373,0.226689,0.223155,0.206223,0.113306,0.25362
-14.2688,0.204544,0.112362,0.0891402,0.105002,0.0760499,0.109504,0.164544,0.183462,0.0622924,0.0900191,0.100584,0.221607,0.209827,0.174092,0.100445,0.245994
-13.7688,0.183521,0.0978698,0.0748309,0.0949787,0.0660591,0.0986372,0.144926,0.150811,0.0550905,0.0770514,0.0856696,0.217168,0.191707,0.145228,0.0888603,0.237002
-13.2688,0.159366,0.0864658,0.0607765,0.0850919,0.0557893,0.0880312,0.131215,0.122639,0.0501872,0.0660495,0.0727306,0.209817,0.172551,0.124005,0.0784674,0.227543
-12.7688,0.137776,0.0764597,0.0486807,0.0771056,0.0452923,0.0771063,0.124478,0.10145,0.0459523,0.0564153,0.0630939,0.198298,0.156895,0.11012,0.0687075,0.220209
-12.2688,0.123718,0.0665102,0.0400547,0.0720617,0.0364977,0.0692991,0.120923,0.0876316,0.0406428,0.0497017,0.0588465,0.185055,0.147414,0.101089,0.0605326,0.215489
-11.7688,0.113855,0.0565807,0.0351957,0.0687299,0.0309144,0.0676955,0.117073,0.0787194,0.033304,0.0468762,0.0590342,0.17298,0.140746,0.0967102,0.0555141,0.213891
-11.2688,0.107959,0.0488417,0.0345389,0.0667369,0.0286589,0.0709393,0.112365,0.0729028,0.0259193,0.0469508,0.0617941,0.161782,0.135896,0.0982092,0.0546821,0.214882
-10.7688,0.107583,0.0458577,0.0376501,0.0654512,0.0288485,0.0752404,0.109122,0.0687761,0.0202782,0.0489617,0.0664317,0.150459,0.133112,0.106363,0.0569565,0.217453
-10.2688,0.115767,0.0473104,0.0434998,0.0658286,0.0304845,0.0771313,0.109812,0.0662754,0.0183984,0.0518938,0.0731849,0.141174,0.133066,0.11778,0.0622282,0.220506
-9.7688,0.13184,0.0515417,0.0502188,0.0693113,0.0334535,0.075988,0.113099,0.0657627,0.0209622,0.0551189,0.0832768,0.137558,0.13606,0.129724,0.0692648,0.22256
-9.2688,0.1494,0.0571423,0.056085,0.0747366,0.0384979,0.0740678,0.115863,0.0682593,0.0272965,0.0598423,0.095395,0.140778,0.139738,0.142351,0.0786405,0.222498
-8.7688,0.163233,0.0639703,0.060943,0.0807727,0.0456846,0.0742453,0.116122,0.0743402,0.0366923,0.0674304,0.10719,0.148054,0.143257,0.157609,0.0894078,0.21826
-8.2688,0.171897,0.0729889,0.0651316,0.0858032,0.0547565,0.0776392,0.114877,0.0833637,0.04712,0.0775991,0.117354,0.155959,0.147344,0.17791,0.0988947,0.211895
-7.7688,0.177453,0.0849152,0.0689274,0.0890471,0.0644453,0.0832406,0.116,0.0933887,0.0563138,0.0888158,0.125342,0.163214,0.153062,0.203265,0.105712,0.207366
-7.2688,0.183319,0.0992572,0.072575,0.0912924,0.0732168,0.0901757,0.121071,0.101807,0.0630721,0.0987787,0.132309,0.170007,0.160974,0.230335,0.110074,0.210164
-6.7688,0.190339,0.113941,0.0756982,0.0940766,0.0799254,0.0981425,0.129208,0.106924,0.0675274,0.106526,0.139694,0.176621,0.17083,0.256119,0.113451,0.223406
-6.2688,0.195787,0.126817,0.0769766,0.0993484,0.0842221,0.106826,0.13847,0.108965,0.070824,0.114405,0.14759,0.183249,0.182969,0.280022,0.116499,0.242955
-5.7688,0.198313,0.137414,0.0768267,0.108566,0.0873907,0.115088,0.146208,0.111001,0.0746401,0.123519,0.154846,0.189785,0.198521,0.300394,0.120767,0.262709
-5.2688,0.199432,0.148384,0.0773271,0.121115,0.0908599,0.122624,0.151532,0.117203,0.0805478,0.133353,0.161668,0.196487,0.216725,0.316664,0.127032,0.278486
-4.7688,0.20377,0.16125,0.0813525,0.13482,0.0964686,0.130082,0.155087,0.130463,0.0897776,0.14392,0.169347,0.202676,0.232341,0.329949,0.136171,0.289447
-4.2688,0.214938,0.175265,0.0929586,0.149479,0.105599,0.13794,0.159222,0.154057,0.10133,0.156307,0.1785,0.206115,0.243439,0.340189,0.15137,0.298628
-3.7688,0.233056,0.189694,0.114245,0.163061,0.117426,0.145301,0.165028,0.188054,0.112706,0.170756,0.187273,0.204885,0.249841,0.351871,0.172684,0.306104
-3.2688,0.257774,0.201316,0.13921,0.17275,0.132045,0.150565,0.172527,0.224708,0.123938,0.18468,0.193762,0.199466,0.251354,0.370328,0.192064,0.311682
-2.7688,0.279134,0.205692,0.156877,0.174605,0.146225,0.151384,0.177065,0.252299,0.133274,0.191384,0.194158,0.190987,0.246244,0.389327,0.199546,0.313301
-2.2688,0.283743,0.20051,0.160494,0.166296,0.151747,0.146555,0.171371,0.261993,0.13696,0.185706,0.186424,0.179632,0.230869,0.396514,0.189082,0.309701
-1.7688,0.264851,0.18727,0.151836,0.152563,0.14574,0.137407,0.156853,0.254795,0.133535,0.170751,0.172471,0.16613,0.2075,0.38322,0.166416,0.303589
-1.2688,0.232893,0.173761,0.14093,0.141214,0.131722,0.128259,0.140291,0.242303,0.125557,0.155697,0.157888,0.153442,0.186782,0.356535,0.146208,0.298437
-0.768799,0.206557,0.167563,0.136676,0.136321,0.118585,0.123176,0.129578,0.234731,0.118483,0.147403,0.149131,0.145488,0.176234,0.33288,0.137648,0.297134
-0.268799,0.200211,0.172145,0.14248,0.143279,0.114876,0.125558,0.129243,0.239809,0.119586,0.150095,0.150285,0.144819,0.181824,0.323959,0.143613,0.302057
0.231201,0.224641,0.187276,0.160281,0.161873,0.128671,0.133391,0.137622,0.258737,0.129784,0.1627,0.162693,0.154004,0.203895,0.337182,0.162775,0.31097
0.731201,0.261786,0.207868,0.184992,0.180701,0.153361,0.139382,0.149238,0.279104,0.13979,0.176866,0.178202,0.169344,0.22694,0.359948,0.18737,0.318996
1.2312,0.288682,0.224878,0.204466,0.189546,0.173676,0.141252,0.163321,0.288052,0.143315,0.187921,0.18883,0.184118,0.238157,0.381805,0.20684,0.321843
1.7312,0.306943,0.238623,0.216492,0.193369,0.187043,0.142013,0.181497,0.283465,0.141501,0.201609,0.19733,0.199956,0.243443,0.407926,0.223386,0.320775
2.2312,0.313752,0.246784,0.218522,0.193078,0.190349,0.143432,0.197949,0.267089,0.134124,0.218038,0.201982,0.213034,0.244627,0.430137,0.231657,0.31635
2.7312,0.3079,0.246714,0.211376,0.187134,0.183909,0.1436,0.205066,0.245034,0.123632,0.231063,0.199473,0.218353,0.240574,0.439091,0.231589,0.308506
3.2312,0.296807,0.238987,0.200208,0.177273,0.172402,0.142479,0.20239,0.224791,0.114088,0.232097,0.192482,0.216391,0.231442,0.430619,0.229796,0.29885
3.7312,0.284581,0.224,0.1892,0.16443,0.160006,0.14039,0.193599,0.20648,0.106117,0.218611,0.184239,0.209464,0.21662,0.401647,0.227731,0.287294
4.2312,0.270055,0.202945,0.177345,0.15167,0.146851,0.134551,0.181156,0.188116,0.0978466,0.196509,0.176039,0.198301,0.197459,0.360247,0.223274,0.27232
4.7312,0.250141,0.178383,0.163751,0.14046,0.132297,0.124315,0.165591,0.167763,0.0869056,0.172972,0.166907,0.18332,0.178395,0.31339,0.212172,0.253299
5.2312,0.22421,0.154245,0.148874,0.128857,0.117618,0.108936,0.145845,0.145622,0.0720979,0.152819,0.154618,0.164994,0.162423,0.266277,0.191529,0.232313
5.7312,0.193221,0.131071,0.131463,0.114963,0.102821,0.0908623,0.124725,0.122435,0.0570038,0.134301,0.138837,0.145291,0.149332,0.224082,0.163886,0.214869
6.2312,0.164978,0.109252,0.113011,0.101736,0.0891853,0.0762223,0.108609,0.0982518,0.046162,0.117622,0.12187,0.129331,0.140799,0.190277,0.134524,0.205786
6.7312,0.146114,0.090861,0.0975135,0.0934502,0.0788243,0.0677097,0.0997473,0.0759152,0.0404003,0.105217,0.105435,0.119789,0.137201,0.164604,0.106613,0.205472
7.2312,0.136796,0.0795253,0.0888378,0.0909673,0.0731027,0.066105,0.0976634,0.0600222,0.0384723,0.099172,0.0908074,0.117324,0.138336,0.148572,0.0845146,0.210559
7.7312,0.133491,0.07494,0.0872623,0.092304,0.0703467,0.0701992,0.0989017,0.0520498,0.0368959,0.0976029,0.0796861,0.120689,0.143531,0.141437,0.0691191,0.215312
8.2312,0.131644,0.0719736,0.0904232,0.094128,0.0687552,0.0777519,0.0988364,0.0502241,0.0344927,0.0969842,0.0733792,0.126749,0.150111,0.138912,0.0578318,0.217545
8.7312,0.13066,0.0673842,0.0944198,0.0951412,0.0674218,0.0861475,0.0968111,0.0507182,0.03195,0.0947198,0.0722543,0.133089,0.154348,0.136003,0.0493399,0.217001
