Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-20.1959,0.298724,0.0917687,0.167117,0.103484,0.0760526,0.0708153,0.0981136,0.12037,0.0854439,0.108298,0.110972,0.0790312,0.128875,0.1988,0.174809,0.124365
-19.6959,0.300494,0.0901521,0.166437,0.105346,0.0738648,0.0826025,0.0980107,0.130877,0.0876734,0.109865,0.105882,0.0811666,0.135853,0.204835,0.171675,0.130588
-19.1959,0.296424,0.0870912,0.161959,0.104071,0.0722617,0.0885588,0.0949581,0.131243,0.087868,0.106748,0.0990835,0.0820456,0.135713,0.203283,0.167025,0.138755
-18.6959,0.285203,0.0816652,0.153906,0.0997519,0.0687187,0.0895484,0.0886776,0.123338,0.0856104,0.099916,0.090793,0.0817863,0.130833,0.193736,0.159969,0.1469
-18.1959,0.269431,0.0761449,0.144038,0.0950023,0.065984,0.088685,0.0813853,0.112125,0.0830424,0.0926791,0.0831599,0.0826246,0.122788,0.182431,0.152148,0.153494
-17.6959,0.252141,0.0720132,0.133242,0.0915697,0.0647233,0.0873432,0.0739562,0.100104,0.0805081,0.0869328,0.0766685,0.0853897,0.112919,0.173668,0.144639,0.157665
-17.1959,0.238816,0.071941,0.124312,0.0919172,0.0667412,0.0880634,0.0686131,0.0916206,0.0784394,0.0852897,0.0719084,0.0907402,0.104135,0.173843,0.139441,0.157995
-16.6959,0.23927,0.0795325,0.123341,0.098485,0.0758765,0.094934,0.0705981,0.094847,0.0781008,0.0899045,0.0713587,0.0985615,0.10269,0.189458,0.1403,0.15482
-16.1959,0.251481,0.0919776,0.12966,0.107816,0.090653,0.106745,0.079865,0.10821,0.078895,0.0966381,0.0745354,0.107059,0.110052,0.212834,0.145419,0.153011
-15.6959,0.26851,0.105531,0.139551,0.116645,0.108035,0.119543,0.0923003,0.127601,0.0815997,0.102777,0.0818188,0.115906,0.124452,0.235187,0.152368,0.155195
-15.1959,0.28577,0.118145,0.149515,0.123696,0.124363,0.129608,0.102718,0.148747,0.087931,0.108966,0.0934522,0.125561,0.142988,0.253416,0.160498,0.161176
-14.6959,0.302198,0.129179,0.15747,0.128997,0.1359,0.136156,0.108839,0.168174,0.098417,0.117332,0.1077,0.136056,0.162011,0.269826,0.170338,0.169523
-14.1959,0.317602,0.138573,0.16239,0.134279,0.141023,0.141636,0.112412,0.184203,0.111577,0.128134,0.121407,0.146415,0.177586,0.286988,0.182193,0.178341
-13.6959,0.331457,0.147249,0.164599,0.143493,0.142764,0.149639,0.11826,0.198618,0.124955,0.139668,0.132353,0.156057,0.188255,0.304452,0.19528,0.186477
-13.1959,0.343123,0.156466,0.16528,0.159488,0.147419,0.162215,0.129369,0.216238,0.137117,0.151151,0.140169,0.165306,0.195399,0.319988,0.207135,0.194019
-12.6959,0.352983,0.167149,0.166695,0.179689,0.160895,0.179074,0.14458,0.239962,0.147512,0.163756,0.146514,0.175857,0.202317,0.333482,0.216925,0.202098
-12.1959,0.361933,0.178341,0.170241,0.196073,0.182773,0.196223,0.160994,0.262064,0.156512,0.176663,0.154425,0.188696,0.211321,0.347295,0.225011,0.212039
-11.6959,0.370847,0.187873,0.175427,0.202717,0.205448,0.20921,0.176303,0.271125,0.164981,0.188269,0.165075,0.201437,0.221928,0.363354,0.23041,0.225058
-11.1959,0.377498,0.193223,0.180422,0.200851,0.218699,0.215103,0.187355,0.265784,0.171418,0.196392,0.176275,0.210538,0.230893,0.380889,0.232552,0.240854
-10.6959,0.37891,0.193254,0.183254,0.197627,0.21701,0.213024,0.192133,0.251673,0.174919,0.199133,0.184088,0.212218,0.235192,0.395609,0.230225,0.258184
-10.1959,0.37484,0.189196,0.183147,0.197563,0.203756,0.20518,0.190385,0.239091,0.174553,0.196321,0.185421,0.205553,0.232698,0.402873,0.2245,0.274732
-9.69592,0.36757,0.184451,0.180329,0.199576,0.187699,0.195135,0.184571,0.233091,0.17,0.187489,0.181759,0.194911,0.223417,0.402416,0.219813,0.28855
-9.19592,0.361144,0.183487,0.176264,0.199949,0.176283,0.186051,0.179073,0.229937,0.163772,0.174805,0.176053,0.185022,0.209569,0.395504,0.218382,0.298577
-8.69592,0.35752,0.189088,0.173803,0.197585,0.172341,0.180023,0.178113,0.227926,0.159377,0.164346,0.170127,0.181527,0.194737,0.385712,0.220756,0.304543
-8.19592,0.356284,0.198778,0.176137,0.196104,0.174663,0.178124,0.184326,0.228584,0.16016,0.162102,0.166016,0.187129,0.185131,0.377391,0.226284,0.306493
-7.69592,0.358624,0.208753,0.185003,0.199792,0.181243,0.179891,0.196466,0.233703,0.168504,0.17013,0.166856,0.198335,0.186921,0.374692,0.233937,0.304522
-7.19592,0.363727,0.217183,0.198857,0.211284,0.189624,0.182988,0.209673,0.242634,0.18234,0.18486,0.174498,0.208987,0.201968,0.380452,0.242701,0.29925
-6.69592,0.366291,0.223166,0.212834,0.228788,0.196606,0.185465,0.218365,0.253466,0.194939,0.2006,0.188833,0.21447,0.225583,0.395329,0.250461,0.291665
-6.19592,0.361107,0.226326,0.220876,0.24613,0.198538,0.185859,0.219978,0.262791,0.197934,0.212503,0.206894,0.214665,0.248927,0.416922,0.25346,0.282614
-5.69592,0.346658,0.224831,0.219077,0.255015,0.193301,0.183659,0.216298,0.268547,0.188528,0.218114,0.223625,0.212952,0.264648,0.437018,0.249309,0.272248
-5.19592,0.325814,0.216728,0.206574,0.249056,0.181863,0.178503,0.209546,0.269986,0.171049,0.215703,0.234151,0.211077,0.266922,0.445343,0.238318,0.260067
-4.69592,0.302821,0.203638,0.185373,0.227935,0.167633,0.168993,0.201094,0.265388,0.152555,0.204703,0.235225,0.209072,0.254608,0.434427,0.22251,0.246118
-4.19592,0.277711,0.188268,0.159318,0.197799,0.154311,0.153749,0.192696,0.253147,0.137136,0.186962,0.226495,0.206804,0.232327,0.403445,0.20534,0.230246
-3.69592,0.249206,0.172538,0.133178,0.167922,0.144043,0.133612,0.188373,0.2348,0.123885,0.165725,0.210133,0.202712,0.207027,0.360817,0.188915,0.213224
-3.19592,0.219408,0.157974,0.110878,0.144335,0.13495,0.112729,0.190242,0.214117,0.110148,0.144417,0.190119,0.193749,0.186285,0.317456,0.174706,0.195751
-2.69592,0.19513,0.145509,0.0945037,0.128835,0.123001,0.0957951,0.193655,0.194602,0.0965178,0.126801,0.170609,0.179877,0.171391,0.282123,0.164613,0.179929
-2.19592,0.182336,0.135939,0.0833959,0.121273,0.108112,0.085705,0.194093,0.177837,0.0858204,0.116571,0.154571,0.165434,0.159323,0.259119,0.159401,0.16857
-1.69592,0.183845,0.130768,0.0762867,0.122147,0.0946303,0.0837528,0.188952,0.164539,0.0806932,0.116369,0.14519,0.156917,0.149861,0.249829,0.160237,0.164242
