Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-15.6662,0.455693,0.22629,0.258119,0.235865,0.256255,0.224087,0.235358,0.347599,0.214601,0.22798,0.249496,0.25574,0.29381,0.497434,0.279627
-15.1662,0.486931,0.248745,0.283274,0.25592,0.281379,0.249463,0.253579,0.383071,0.23504,0.252146,0.270108,0.279311,0.321288,0.551097,0.304013
-14.6662,0.518776,0.272026,0.30509,0.276297,0.304662,0.271338,0.270141,0.414795,0.254148,0.275282,0.289211,0.300779,0.344715,0.597616,0.327178
-14.1662,0.54494,0.290482,0.320348,0.293848,0.321107,0.285642,0.281879,0.433274,0.269058,0.292194,0.304158,0.315202,0.360484,0.626109,0.345723
-13.6662,0.563299,0.30147,0.327678,0.306384,0.328097,0.291812,0.286856,0.434377,0.278823,0.300122,0.313179,0.320696,0.367171,0.633873,0.357648
-13.1662,0.576425,0.306335,0.329562,0.314021,0.328888,0.292387,0.286163,0.421991,0.284159,0.300798,0.315633,0.320054,0.366076,0.625796,0.363629
-12.6662,0.588542,0.308438,0.330641,0.318339,0.330633,0.291015,0.283924,0.406698,0.287025,0.29946,0.312737,0.318824,0.361125,0.612539,0.366069
-12.1662,0.604345,0.310414,0.336227,0.321961,0.340057,0.291323,0.285586,0.39991,0.290095,0.303075,0.308131,0.322845,0.358487,0.603059,0.370022
-11.6662,0.625291,0.313106,0.349937,0.327297,0.358074,0.296365,0.295722,0.407874,0.296303,0.315579,0.307707,0.335605,0.363934,0.603136,0.380062
-11.1662,0.650267,0.317054,0.370654,0.335679,0.379483,0.306622,0.314095,0.42874,0.307166,0.336394,0.315853,0.356241,0.379318,0.614821,0.398118
-10.6662,0.676003,0.323063,0.393784,0.347789,0.39772,0.320033,0.335995,0.455393,0.322746,0.361118,0.333543,0.380748,0.401933,0.635778,0.421911
-10.1662,0.696734,0.331367,0.412675,0.361833,0.407695,0.331954,0.354537,0.479577,0.340395,0.383153,0.35683,0.402601,0.425346,0.660605,0.444845
-9.66617,0.705464,0.339695,0.421458,0.373605,0.407223,0.336925,0.364251,0.49534,0.354733,0.396533,0.378701,0.415442,0.442169,0.680838,0.458945
-9.16617,0.697464,0.343985,0.41672,0.378341,0.396752,0.33159,0.363105,0.501378,0.360303,0.398331,0.393454,0.416117,0.447617,0.689873,0.4584
-8.66617,0.673742,0.341482,0.399199,0.372229,0.379538,0.316544,0.35369,0.50137,0.355243,0.389438,0.39931,0.406461,0.442773,0.685946,0.442569
-8.16617,0.643763,0.334199,0.375896,0.356338,0.361642,0.29871,0.342084,0.501436,0.343889,0.375193,0.39913,0.392653,0.434564,0.67347,0.418324
-7.66617,0.621187,0.328209,0.356811,0.337306,0.349041,0.28699,0.333572,0.505024,0.335257,0.36264,0.397405,0.381278,0.429473,0.662285,0.395279
-7.16617,0.614679,0.330603,0.35179,0.325099,0.348945,0.287394,0.332189,0.515547,0.336077,0.359856,0.399443,0.378023,0.433125,0.660707,0.383144
-6.66617,0.626014,0.346556,0.364986,0.330649,0.363914,0.301108,0.341941,0.53731,0.349443,0.37294,0.411955,0.386852,0.452385,0.6729,0.3908
-6.16617,0.650175,0.374828,0.393613,0.353065,0.390103,0.324422,0.362624,0.570644,0.372613,0.399241,0.436844,0.410005,0.48721,0.696021,0.416146
-5.66617,0.677123,0.409261,0.427401,0.381784,0.417787,0.348963,0.389863,0.612109,0.39838,0.430592,0.4694,0.442898,0.531972,0.723626,0.448719
-5.16617,0.698691,0.441322,0.457867,0.403488,0.436725,0.368141,0.416354,0.654656,0.423683,0.458407,0.501322,0.475518,0.575506,0.750589,0.477319
-4.66617,0.708163,0.463816,0.485159,0.413993,0.44503,0.377183,0.434176,0.689313,0.445663,0.477492,0.523593,0.496926,0.60425,0.775088,0.494531
-4.16617,0.703601,0.472528,0.507341,0.419003,0.447943,0.37233,0.441954,0.709589,0.459869,0.487365,0.53354,0.503539,0.613652,0.792314,0.500494
-3.66617,0.693777,0.466724,0.520207,0.422068,0.450361,0.355708,0.444929,0.715329,0.460199,0.488263,0.531689,0.500058,0.608494,0.79634,0.497129
-3.16617,0.68805,0.451758,0.51935,0.420247,0.447044,0.333147,0.444244,0.711232,0.444431,0.480094,0.517745,0.490158,0.597117,0.782607,0.485051
-2.66617,0.679144,0.435818,0.506395,0.40752,0.431198,0.312086,0.435084,0.701499,0.421473,0.466621,0.496314,0.472424,0.58279,0.750769,0.466077
-2.16617,0.65428,0.423689,0.485206,0.38723,0.401307,0.297754,0.416407,0.685773,0.398288,0.449433,0.473869,0.443932,0.566326,0.70948,0.446308
-1.66617,0.612913,0.412637,0.462382,0.366082,0.366098,0.286569,0.39009,0.663351,0.375953,0.428029,0.454551,0.4093,0.544954,0.66755,0.430784
-1.16617,0.567595,0.398049,0.439314,0.347124,0.337764,0.272234,0.365705,0.636029,0.356809,0.405273,0.437473,0.377175,0.514442,0.628634,0.421242
-0.666169,0.544727,0.379489,0.417546,0.331608,0.323059,0.257988,0.352906,0.613724,0.342735,0.385565,0.425034,0.35873,0.482774,0.601813,0.41499
-0.166169,0.556177,0.361321,0.405414,0.318975,0.319675,0.251228,0.351444,0.598613,0.336173,0.371903,0.420447,0.358389,0.457794,0.592198,0.408769
0.333831,0.591274,0.354463,0.405926,0.314378,0.327345,0.262352,0.361001,0.591034,0.339053,0.370244,0.429607,0.373711,0.451553,0.607887,0.407534
0.833831,0.636748,0.362615,0.41751,0.324087,0.347496,0.288146,0.379851,0.595193,0.346866,0.382983,0.449435,0.398722,0.472956,0.650511,0.418199
1.33383,0.674089,0.380433,0.437431,0.346777,0.374909,0.312987,0.402912,0.610186,0.356509,0.407689,0.471687,0.425353,0.512682,0.708952,0.444641
1.83383,0.698192,0.402676,0.460785,0.374073,0.403775,0.330703,0.426709,0.636751,0.371429,0.440113,0.495933,0.448785,0.557177,0.773037,0.48301
2.33383,0.713785,0.422201,0.483176,0.395513,0.427183,0.340616,0.448606,0.666068,0.391151,0.470828,0.521007,0.46859,0.592213,0.829796,0.521263
2.83383,0.729072,0.436049,0.501344,0.406943,0.445276,0.351061,0.467555,0.687741,0.410333,0.49217,0.548111,0.485854,0.610803,0.865968,0.548599
3.33383,0.750185,0.444992,0.510883,0.412548,0.461794,0.366897,0.48207,0.699821,0.424401,0.503735,0.5708,0.499988,0.618217,0.881546,0.562076
3.83383,0.772942,0.447893,0.51159,0.421069,0.475829,0.382378,0.489306,0.704633,0.43247,0.507201,0.581757,0.508025,0.621551,0.883437,0.564552
4.33383,0.785507,0.445394,0.50658,0.433647,0.482579,0.39216,0.484816,0.702981,0.434798,0.504114,0.57886,0.506514,0.623215,0.878059,0.559972
4.83383,0.777085,0.4396,0.495804,0.443182,0.477506,0.392564,0.467529,0.693225,0.431208,0.496403,0.561328,0.493807,0.619222,0.870458,0.550471
5.33383,0.747037,0.429982,0.478427,0.442294,0.460371,0.382592,0.440664,0.671706,0.416912,0.482982,0.529863,0.468563,0.59962,0.85424,0.533326
5.83383,0.702066,0.414851,0.455925,0.427228,0.4338,0.363249,0.407535,0.637097,0.389039,0.461741,0.488489,0.433568,0.561659,0.82784,0.507042
6.33383,0.655545,0.394213,0.430673,0.404696,0.402384,0.338051,0.373317,0.592888,0.355729,0.433098,0.443379,0.395656,0.513723,0.791745,0.475486
6.83383,0.619643,0.372432,0.409367,0.38357,0.373195,0.314732,0.343469,0.547003,0.327742,0.40447,0.401529,0.365344,0.47024,0.753111,0.446403
7.33383,0.599291,0.35745,0.396976,0.371165,0.35231,0.301106,0.323688,0.510966,0.31319,0.384653,0.368354,0.3491,0.443793,0.721081,0.427395
7.83383,0.594829,0.352964,0.394396,0.369256,0.341344,0.300303,0.316456,0.490779,0.312072,0.377166,0.346283,0.346722,0.435969,0.697346,0.420387
8.33383,0.598891,0.356206,0.397346,0.373354,0.336525,0.308159,0.318343,0.484452,0.317174,0.377899,0.333399,0.350231,0.439514,0.679987,0.422147
8.83383,0.603314,0.359192,0.398129,0.376156,0.331718,0.31566,0.323321,0.483943,0.320923,0.37695,0.324776,0.350653,0.444357,0.662576,0.424656
9.33383,0.602303,0.355338,0.390766,0.372215,0.323443,0.315263,0.324012,0.478685,0.31869,0.368143,0.314653,0.343452,0.44337,0.640293,0.421614
9.83383,0.593501,0.344562,0.374886,0.361654,0.31229,0.305947,0.318472,0.465192,0.310446,0.35206,0.301411,0.329487,0.434203,0.615571,0.412114
10.3338,0.577796,0.330499,0.354815,0.346885,0.300062,0.291226,0.30894,0.445461,0.29871,0.3331,0.286758,0.312087,0.41812,0.592057,0.397845
10.8338,0.557671,0.316114,0.335818,0.330831,0.288374,0.275184,0.298565,0.422432,0.287122,0.316405,0.273451,0.295055,0.398672,0.571887,0.382061
11.3338,0.535412,0.302198,0.321007,0.315198,0.278577,0.260654,0.289018,0.398993,0.278016,0.304299,0.26339,0.28066,0.379621,0.555757,0.367114
11.8338,0.511997,0.288016,0.309587,0.299715,0.271315,0.247994,0.279934,0.377474,0.270848,0.295615,0.256682,0.269249,0.363339,0.543632,0.35278
12.3338,0.487665,0.273468,0.29885,0.283348,0.265746,0.236187,0.270317,0.360235,0.263624,0.28769,0.252018,0.260033,0.350204,0.533922,0.337684
12.8338,0.461708,0.258541,0.286215,0.265362,0.259115,0.224299,0.259279,0.34659,0.253904,0.277654,0.246949,0.251738,0.337374,0.52244,0.319849
13.3338,0.433767,0.243031,0.2697,0.24567,0.248777,0.211666,0.246111,0.333079,0.241035,0.263586,0.239077,0.243047,0.3214,0.505458,0.298903
13.8338,0.404078,0.227399,0.249708,0.225758,0.234862,0.198796,0.231127,0.316618,0.226808,0.245418,0.228048,0.233429,0.302607,0.483592,0.276642
14.3338,0.375399,0.212579,0.228911,0.208109,0.220079,0.186526,0.21581,0.296561,0.213616,0.224212,0.215132,0.222945,0.283447,0.460109,0.255735
14.8338,0.352041,0.199525,0.210163,0.194319,0.207284,0.175474,0.202209,0.275745,0.203043,0.20279,0.202359,0.212218,0.267015,0.438395,0.238488
15.3338,0.338383,0.189268,0.196324,0.184794,0.198269,0.166834,0.192821,0.258644,0.195662,0.185245,0.192126,0.203233,0.254932,0.42132,0.226314
15.8338,0.336609,0.181995,0.188424,0.178394,0.192603,0.161644,0.188405,0.247746,0.191191,0.173708,0.185214,0.197413,0.24539,0.408205,0.218834
16.3338,0.343283,0.177827,0.185876,0.17412,0.188717,0.159611,0.187539,0.242884,0.188677,0.168031,0.180898,0.194365,0.236218,0.396973,0.214646
16.8338,0.350915,0.176675,0.1874,0.171726,0.185902,0.159716,0.188284,0.24229,0.187051,0.166816,0.178691,0.192746,0.228696,0.386996,0.212517
17.3338,0.35229,0.176763,0.190668,0.170406,0.183125,0.160225,0.18932,0.242514,0.184464,0.167134,0.177331,0.190543,0.224268,0.377339,0.210599
17.8338,0.345311,0.176767,0.193816,0.168932,0.17979,0.159858,0.189988,0.241507,0.179604,0.16694,0.175631,0.186099,0.222008,0.366078,0.208257
18.3338,0.327781,0.175466,0.195175,0.165717,0.175926,0.158321,0.190745,0.23757,0.171508,0.165449,0.173292,0.178314,0.222737,0.351367,0.205655
18.8338,0.300462,0.171052,0.192271,0.158176,0.171414,0.154926,0.191361,0.227869,0.159548,0.1609,0.168364,0.165681,0.223208,0.331328,0.202794
19.3338,0.285248,0.166352,0.183589,0.148554,0.169782,0.150889,0.188617,0.215652,0.152415,0.153942,0.161061,0.153145,0.214604,0.312176,0.201384
19.8338,0.271695,0.159588,0.170065,0.13724,0.167936,0.14302,0.179393,0.198262,0.147298,0.144131,0.150269,0.138914,0.200038,0.289972,0.196669
