Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-44.7134,0.643476,0.401528,0.415665,0.383176,0.378506,0.338823,0.380867,0.52129,0.353856,0.384548,0.356863,0.364452,0.495913,0.647002,0.443915,0.485297
-44.2134,0.651364,0.403469,0.409331,0.386515,0.384429,0.342836,0.391157,0.52055,0.363386,0.3854,0.36117,0.373353,0.495429,0.641995,0.448743,0.495073
-43.7134,0.657676,0.39414,0.406766,0.390884,0.382179,0.348943,0.398771,0.516882,0.369174,0.387396,0.358779,0.379793,0.483656,0.642753,0.448415,0.502186
-43.2134,0.667091,0.380393,0.406871,0.396299,0.373988,0.355997,0.404715,0.512073,0.373079,0.390388,0.353307,0.390425,0.470776,0.647925,0.449703,0.508231
-42.7134,0.677543,0.368531,0.407575,0.402223,0.367252,0.363424,0.409773,0.50614,0.377003,0.394107,0.35042,0.402445,0.462712,0.656022,0.453276,0.513968
-42.2134,0.690272,0.361976,0.409291,0.40869,0.364905,0.373165,0.415238,0.499257,0.381383,0.400012,0.354022,0.415744,0.462,0.667438,0.46035,0.520512
-41.7134,0.702573,0.362533,0.411046,0.412169,0.371117,0.382314,0.41918,0.4918,0.381287,0.40695,0.362356,0.427815,0.466989,0.677938,0.469067,0.526608
-41.2134,0.717788,0.371938,0.4151,0.414197,0.384803,0.39204,0.422736,0.486863,0.378171,0.417174,0.377402,0.438705,0.476872,0.693017,0.482091,0.532827
-40.7134,0.737644,0.390109,0.422754,0.415845,0.403381,0.403607,0.426251,0.487443,0.37291,0.431556,0.399575,0.448795,0.492511,0.716953,0.501185,0.539449
-40.2134,0.759961,0.415449,0.434119,0.418328,0.422949,0.416324,0.431304,0.496716,0.368614,0.450357,0.427299,0.457651,0.51582,0.75085,0.526414,0.54667
-39.7134,0.777535,0.44034,0.446046,0.422719,0.435062,0.428206,0.439976,0.513465,0.371152,0.470856,0.455003,0.46478,0.543641,0.788915,0.554347,0.554528
-39.2134,0.782949,0.457844,0.454412,0.425991,0.437898,0.435487,0.451815,0.531004,0.380427,0.4887,0.475145,0.468726,0.568848,0.820797,0.577336,0.562026
-38.7134,0.774309,0.464346,0.457581,0.423998,0.432293,0.436175,0.464044,0.543787,0.39465,0.500955,0.482448,0.468002,0.582385,0.839942,0.588863,0.56767
-38.2134,0.754898,0.459396,0.455841,0.414402,0.420885,0.431703,0.471083,0.548836,0.410259,0.505837,0.475778,0.461485,0.577995,0.844605,0.584461,0.569849
-37.7134,0.730159,0.44593,0.451408,0.399525,0.407244,0.42536,0.469264,0.547066,0.423906,0.503692,0.458854,0.449283,0.559092,0.83723,0.564564,0.567704
-37.2134,0.703647,0.427576,0.44522,0.384452,0.393206,0.419342,0.458649,0.540514,0.432739,0.49474,0.43788,0.43396,0.533436,0.818992,0.534486,0.561233
-36.7134,0.676904,0.408207,0.436652,0.373229,0.378503,0.412703,0.442702,0.530627,0.43547,0.478773,0.418267,0.41843,0.50757,0.792048,0.499845,0.550726
-36.2134,0.652721,0.390696,0.425186,0.365864,0.362299,0.403771,0.425725,0.518388,0.43229,0.455839,0.402998,0.405197,0.48437,0.761161,0.465654,0.537175
-35.7134,0.633857,0.376223,0.410709,0.358402,0.344276,0.391122,0.410026,0.503585,0.423431,0.428344,0.391702,0.394709,0.462955,0.731943,0.433929,0.521574
-35.2134,0.621028,0.363547,0.394107,0.347147,0.326046,0.374638,0.395718,0.485254,0.408398,0.400599,0.382144,0.384796,0.442622,0.708194,0.405808,0.505391
-34.7134,0.613166,0.351049,0.376579,0.33228,0.31059,0.355657,0.382186,0.462904,0.386481,0.376257,0.371709,0.373251,0.423551,0.689451,0.381991,0.489885
-34.2134,0.608163,0.339399,0.359417,0.318084,0.300589,0.337417,0.369292,0.438861,0.360089,0.358359,0.359082,0.359645,0.407272,0.673136,0.363214,0.476505
-33.7134,0.604201,0.329859,0.34384,0.309207,0.296623,0.323941,0.35731,0.41785,0.334057,0.347474,0.34398,0.345133,0.394269,0.656768,0.349132,0.466102
-33.2134,0.600766,0.324025,0.331159,0.306752,0.29627,0.31785,0.34602,0.403539,0.312802,0.342677,0.326469,0.330921,0.383637,0.639456,0.337973,0.458334
-32.7134,0.598316,0.322026,0.322333,0.307638,0.29591,0.318846,0.335039,0.396906,0.29697,0.342744,0.30721,0.317258,0.374515,0.621783,0.327975,0.451732
-32.2134,0.596455,0.321839,0.317462,0.307384,0.292414,0.323583,0.323787,0.395533,0.283808,0.345833,0.288416,0.303541,0.365985,0.60559,0.318043,0.444757
-31.7134,0.594418,0.320959,0.316097,0.303098,0.283876,0.32697,0.312301,0.394663,0.270498,0.350191,0.273686,0.289822,0.357683,0.594689,0.30833,0.435971
-31.2134,0.590516,0.317307,0.316497,0.295427,0.270322,0.325276,0.301348,0.391308,0.256565,0.354069,0.265939,0.276574,0.349471,0.593559,0.299668,0.425034
-30.7134,0.582592,0.310174,0.315566,0.286968,0.25357,0.317703,0.29167,0.385396,0.244177,0.355655,0.266525,0.264183,0.34079,0.602133,0.293004,0.412741
-30.2134,0.569002,0.300058,0.310568,0.280189,0.235029,0.305977,0.282865,0.379258,0.234693,0.352656,0.271884,0.252052,0.330292,0.611739,0.28792,0.399245
-29.7134,0.549546,0.287375,0.300519,0.27677,0.217248,0.292662,0.274383,0.375841,0.228196,0.343311,0.27541,0.240063,0.317469,0.610298,0.282921,0.385457
-29.2134,0.525556,0.272201,0.28776,0.275762,0.203356,0.278734,0.264249,0.374192,0.222662,0.327268,0.271088,0.22796,0.302475,0.589785,0.276079,0.371222
-28.7134,0.499277,0.254981,0.277439,0.274484,0.196287,0.264313,0.250954,0.369641,0.216067,0.306278,0.257078,0.215974,0.287416,0.553223,0.267629,0.356577
-28.2134,0.472371,0.236599,0.272949,0.26993,0.196231,0.24935,0.234279,0.356538,0.207088,0.283227,0.236387,0.204625,0.2748,0.51131,0.259932,0.341284
-27.7134,0.445975,0.218397,0.273353,0.261138,0.20007,0.234966,0.215836,0.332471,0.196198,0.261331,0.214641,0.194513,0.265552,0.473952,0.255635,0.325129
-27.2134,0.421441,0.201847,0.273718,0.24914,0.2036,0.222386,0.199045,0.301368,0.18604,0.24386,0.197258,0.186386,0.259109,0.446143,0.254973,0.308843
-26.7134,0.400766,0.188927,0.268723,0.236034,0.204789,0.211306,0.186649,0.271866,0.179842,0.232793,0.188947,0.180343,0.25388,0.427307,0.255497,0.292948
-26.2134,0.387291,0.180813,0.257107,0.22347,0.204508,0.201052,0.179392,0.254986,0.178205,0.228279,0.191154,0.176146,0.247731,0.413016,0.253819,0.278997
-25.7134,0.383574,0.17586,0.242961,0.212068,0.203994,0.191546,0.176557,0.25561,0.178704,0.227362,0.200176,0.174155,0.239539,0.397413,0.248764,0.269597
-25.2134,0.390276,0.172133,0.231934,0.203281,0.20355,0.184438,0.176523,0.268467,0.178263,0.225888,0.208505,0.175442,0.231015,0.380368,0.243394,0.267162
-24.7134,0.405881,0.169871,0.226549,0.199389,0.202683,0.181919,0.177749,0.283989,0.176268,0.222405,0.211467,0.180666,0.22468,0.366665,0.240889,0.272977
-24.2134,0.426657,0.172217,0.226791,0.202429,0.20111,0.184756,0.179867,0.294132,0.175509,0.220642,0.210354,0.189566,0.223282,0.363458,0.242718,0.285791
-23.7134,0.44883,0.182815,0.231665,0.212553,0.199129,0.191992,0.183586,0.300159,0.17926,0.226738,0.211055,0.201211,0.227972,0.373897,0.247806,0.303037
-23.2134,0.468465,0.199973,0.241097,0.226997,0.198715,0.202483,0.190173,0.307235,0.188571,0.244103,0.217682,0.213829,0.238661,0.394028,0.254165,0.323004
-22.7134,0.482213,0.21859,0.254447,0.241469,0.203044,0.215437,0.200224,0.317775,0.201333,0.269725,0.229457,0.226043,0.255341,0.418406,0.261162,0.345786
-22.2134,0.487537,0.234336,0.269139,0.252307,0.21383,0.229432,0.211504,0.330209,0.214672,0.29606,0.24235,0.236878,0.276051,0.443222,0.267811,0.37179
-21.7134,0.485715,0.246018,0.282635,0.258144,0.228844,0.241946,0.220177,0.340853,0.226306,0.315498,0.252129,0.244085,0.294563,0.466938,0.272309,0.399268
-21.2134,0.482624,0.254756,0.294339,0.260775,0.24299,0.25052,0.225423,0.347252,0.235095,0.325286,0.257521,0.247354,0.305736,0.486091,0.27377,0.423077
-20.7134,0.483013,0.259853,0.303009,0.262346,0.251556,0.25345,0.228455,0.34866,0.240244,0.326883,0.259345,0.248165,0.310308,0.495005,0.271909,0.436803
-20.2134,0.488777,0.262389,0.307877,0.265417,0.253712,0.252266,0.231305,0.347921,0.242075,0.325117,0.258955,0.24925,0.314029,0.494461,0.268583,0.437542
-19.7134,0.495846,0.263846,0.307989,0.270316,0.25193,0.25018,0.235016,0.349665,0.241338,0.324539,0.2559,0.252861,0.32148,0.489053,0.26628,0.425977
-19.2134,0.498987,0.26579,0.303625,0.274826,0.248517,0.249988,0.239183,0.356314,0.239587,0.326305,0.249992,0.25753,0.330979,0.486334,0.267222,0.40729
-18.7134,0.5,0.26997,0.298746,0.277635,0.246053,0.254506,0.244824,0.368318,0.240508,0.329668,0.244813,0.26199,0.338141,0.4916,0.274179,0.390474
-18.2134,0.506035,0.276378,0.297824,0.280976,0.247689,0.264927,0.253498,0.384286,0.248101,0.334172,0.246313,0.268479,0.343004,0.502585,0.289647,0.383146
-17.7134,0.523852,0.284329,0.303685,0.288696,0.255593,0.280622,0.267251,0.402738,0.26473,0.340488,0.257718,0.280352,0.349114,0.516187,0.313733,0.389455
-17.2134,0.551682,0.292024,0.314548,0.301679,0.268551,0.296354,0.286465,0.420769,0.286584,0.351748,0.277783,0.297066,0.358855,0.528817,0.342676,0.407433
-16.7134,0.580124,0.295945,0.326546,0.315011,0.282437,0.310437,0.306519,0.433825,0.304729,0.365606,0.299306,0.312827,0.369266,0.537204,0.369937,0.430648
-16.2134,0.598391,0.293517,0.33554,0.322976,0.292124,0.321167,0.318364,0.440856,0.313049,0.372551,0.313927,0.320438,0.376444,0.541152,0.388582,0.452318
-15.7134,0.601403,0.286759,0.338643,0.32295,0.294398,0.324275,0.318097,0.441121,0.311682,0.368587,0.316562,0.319749,0.379204,0.540998,0.393029,0.466549
-15.2134,0.592664,0.280167,0.333693,0.317181,0.290528,0.316138,0.307665,0.436981,0.305561,0.353815,0.309458,0.313451,0.381095,0.540196,0.383971,0.470084
-14.7134,0.575088,0.276452,0.322104,0.309258,0.286514,0.29866,0.294718,0.4253,0.297166,0.334015,0.299813,0.305255,0.383777,0.540071,0.367585,0.461249
-14.2134,0.551617,0.275765,0.309005,0.299768,0.2873,0.279661,0.2857,0.40559,0.286747,0.314762,0.29257,0.296953,0.386231,0.540635,0.349962,0.439801
-13.7134,0.5273,0.276334,0.299729,0.290939,0.294776,0.267546,0.279813,0.384735,0.277987,0.297882,0.289596,0.288826,0.389166,0.545257,0.33701,0.408457
-13.2134,0.509871,0.278353,0.298307,0.286408,0.306069,0.26648,0.275427,0.369611,0.276967,0.28973,0.286682,0.282925,0.396091,0.558071,0.331817,0.372544
-12.7134,0.505722,0.283824,0.302255,0.289126,0.312906,0.269863,0.271071,0.364898,0.285905,0.294357,0.281496,0.279307,0.406756,0.58325,0.333024,0.340389
-12.2134,0.512751,0.292513,0.306963,0.294424,0.310627,0.272663,0.267478,0.36881,0.296842,0.306657,0.275198,0.277953,0.414292,0.61055,0.337192,0.320705
-11.7134,0.519498,0.301284,0.307658,0.297513,0.300756,0.2737,0.265135,0.374945,0.300893,0.314349,0.271163,0.277727,0.414114,0.625109,0.341504,0.317302
-11.2134,0.516164,0.305933,0.302896,0.293689,0.289202,0.274393,0.265068,0.380142,0.292477,0.309118,0.271572,0.278572,0.399408,0.620624,0.342708,0.328698
-10.7134,0.506737,0.304183,0.292477,0.280439,0.280192,0.273752,0.265754,0.382214,0.274737,0.295853,0.27436,0.279737,0.375539,0.59274,0.339461,0.348357
-10.2134,0.492213,0.29528,0.275909,0.263275,0.272429,0.269661,0.262329,0.3794,0.25769,0.281369,0.276562,0.276073,0.352419,0.555784,0.329024,0.365912
-9.71343,0.470689,0.281754,0.256389,0.24364,0.264251,0.259889,0.252287,0.374637,0.247294,0.267519,0.274728,0.266191,0.33343,0.523589,0.311604,0.370315
-9.21343,0.450209,0.27147,0.239739,0.227541,0.258381,0.247312,0.240323,0.376782,0.247577,0.253751,0.272443,0.255838,0.325184,0.50172,0.29306,0.352116
-8.71343,0.440296,0.270796,0.235636,0.224236,0.261587,0.239602,0.235772,0.392648,0.256452,0.24401,0.27742,0.254068,0.33142,0.496986,0.283106,0.316674
-8.21343,0.456016,0.282429,0.251812,0.237903,0.2784,0.242629,0.246158,0.421483,0.26849,0.250064,0.292443,0.268007,0.352247,0.512753,0.292606,0.290327
-7.71343,0.497888,0.303613,0.285816,0.265986,0.304129,0.2583,0.269034,0.459221,0.28164,0.275136,0.318004,0.29462,0.385289,0.547736,0.318513,0.289587
-7.21343,0.545773,0.326517,0.326884,0.302471,0.331226,0.282475,0.297204,0.495015,0.295529,0.311702,0.351511,0.32597,0.424851,0.600575,0.351307,0.31479
-6.71343,0.584456,0.347461,0.362637,0.336439,0.354954,0.308792,0.324394,0.52076,0.309131,0.346075,0.389414,0.356004,0.461575,0.659935,0.382316,0.349777
-6.21343,0.606976,0.364439,0.38526,0.35773,0.372728,0.328748,0.346883,0.53434,0.321522,0.368132,0.423942,0.378337,0.488904,0.706748,0.404935,0.373341
-5.71343,0.613957,0.376288,0.393224,0.362515,0.384116,0.338509,0.364735,0.536178,0.330412,0.379645,0.446055,0.389095,0.507154,0.733441,0.420343,0.384811
-5.21343,0.60643,0.381856,0.390951,0.353863,0.388666,0.338025,0.376913,0.529011,0.333649,0.384363,0.451584,0.388921,0.516782,0.741755,0.427924,0.390527
-4.71343,0.590764,0.381214,0.383979,0.340619,0.386287,0.330654,0.382623,0.518503,0.331952,0.384194,0.4429,0.382792,0.519771,0.740252,0.426569,0.396342
-4.21343,0.573358,0.37529,0.373767,0.328504,0.376888,0.320234,0.381619,0.506958,0.325836,0.377989,0.426166,0.374199,0.51318,0.730489,0.417087,0.405973
-3.71343,0.557945,0.363732,0.361355,0.317388,0.362231,0.308703,0.373852,0.493387,0.316323,0.363871,0.406282,0.360898,0.491851,0.710127,0.400911,0.419611
-3.21343,0.537274,0.346784,0.348477,0.304862,0.343824,0.297775,0.360523,0.474905,0.304618,0.342949,0.383773,0.340456,0.456692,0.676739,0.38178,0.436088
