Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-40.0447,0.59375,0.303171,0.343312,0.263403,0.328129,0.261697,0.240573,0.368514,0.255341,0.281333,0.287953,0.256258,0.392948,0.650122,0.339961,0.145583
-39.5447,0.606689,0.303863,0.345714,0.262903,0.315918,0.259887,0.235338,0.361045,0.25051,0.281675,0.288474,0.255694,0.390926,0.650199,0.336474,0.157055
-39.0447,0.618127,0.300866,0.346993,0.262788,0.301869,0.259563,0.227585,0.354505,0.246613,0.276581,0.288371,0.256474,0.388544,0.63939,0.3357,0.168634
-38.5447,0.62554,0.296718,0.349424,0.263747,0.289213,0.259455,0.220309,0.350071,0.245506,0.271977,0.286449,0.259821,0.386934,0.619381,0.339785,0.184808
-38.0447,0.626636,0.292634,0.357141,0.269848,0.281206,0.262702,0.220187,0.352785,0.251222,0.273668,0.282373,0.267912,0.390534,0.596961,0.349737,0.208822
-37.5447,0.625849,0.292288,0.373938,0.284697,0.285184,0.272914,0.232768,0.367744,0.268201,0.288189,0.279157,0.283427,0.402765,0.588109,0.3663,0.242722
-37.0447,0.630061,0.294901,0.403233,0.30886,0.303863,0.291059,0.259551,0.395101,0.29499,0.320679,0.28021,0.308046,0.42158,0.603003,0.389055,0.289846
-36.5447,0.646597,0.294449,0.440619,0.33714,0.331881,0.313562,0.290852,0.427674,0.323338,0.361333,0.288946,0.337607,0.440311,0.637201,0.414788,0.346123
-36.0447,0.670331,0.287156,0.474376,0.359834,0.360212,0.33272,0.312785,0.454374,0.342678,0.394053,0.302827,0.363379,0.450268,0.670654,0.440912,0.403192
-35.5447,0.689425,0.274671,0.489675,0.369576,0.3788,0.342421,0.319188,0.468,0.34699,0.407659,0.315812,0.376738,0.448618,0.687818,0.461561,0.45287
-35.0447,0.692969,0.261663,0.474106,0.363333,0.377588,0.340135,0.309259,0.46395,0.333332,0.39702,0.31956,0.371142,0.433313,0.684752,0.469319,0.485118
-34.5447,0.677449,0.250623,0.42916,0.344782,0.354363,0.328035,0.288464,0.444937,0.305131,0.367169,0.310173,0.347657,0.405991,0.665782,0.460408,0.493091
-34.0447,0.648879,0.242885,0.371327,0.324063,0.321407,0.312255,0.267606,0.425353,0.274653,0.333634,0.295557,0.318824,0.376564,0.640272,0.44089,0.473875
-33.5447,0.626792,0.245466,0.325395,0.312847,0.301912,0.303086,0.258589,0.42438,0.257545,0.315051,0.291744,0.301039,0.361225,0.624588,0.424492,0.435048
-33.0447,0.629392,0.26699,0.304993,0.315534,0.31354,0.308,0.267462,0.451315,0.262777,0.320461,0.311189,0.303718,0.372981,0.633547,0.422525,0.392864
-32.5447,0.664469,0.310666,0.306683,0.33123,0.354821,0.327584,0.291363,0.499972,0.287948,0.348037,0.353873,0.327194,0.408965,0.671521,0.436933,0.364586
-32.0447,0.717456,0.365386,0.319266,0.355629,0.408911,0.353575,0.320233,0.552964,0.319692,0.385651,0.403353,0.358762,0.450671,0.726178,0.459726,0.360894
-31.5447,0.759834,0.408088,0.33187,0.381815,0.448837,0.371053,0.340848,0.588621,0.343122,0.414742,0.437114,0.384955,0.476337,0.769972,0.477082,0.377064
-31.0447,0.771244,0.425379,0.339764,0.404602,0.461378,0.371979,0.346505,0.597218,0.35186,0.427879,0.446658,0.399525,0.475412,0.782122,0.480562,0.397273
-30.5447,0.741569,0.414097,0.341824,0.414898,0.446768,0.353382,0.335663,0.577235,0.345961,0.420945,0.434928,0.398628,0.450422,0.749177,0.464541,0.406398
-30.0447,0.679183,0.381866,0.33695,0.403825,0.413018,0.32064,0.3102,0.533703,0.327004,0.393435,0.408251,0.3817,0.412741,0.678223,0.426817,0.399218
-29.5447,0.604751,0.342687,0.326145,0.373945,0.373688,0.284346,0.278246,0.482297,0.304099,0.354597,0.374969,0.352285,0.375652,0.596263,0.375466,0.381697
-29.0447,0.538748,0.307544,0.31306,0.338065,0.338665,0.253512,0.250407,0.438006,0.284169,0.314338,0.338997,0.318096,0.347885,0.529061,0.323728,0.364064
-28.5447,0.498213,0.283297,0.301491,0.311723,0.313702,0.235172,0.233721,0.410205,0.271211,0.284685,0.30608,0.289057,0.332321,0.495114,0.287882,0.354873
-28.0447,0.484459,0.270981,0.294725,0.305088,0.298715,0.228615,0.230921,0.402123,0.26547,0.271432,0.283217,0.27237,0.327589,0.490492,0.27747,0.357039
-27.5447,0.490621,0.267845,0.293584,0.316111,0.292386,0.231978,0.238795,0.412787,0.26236,0.272373,0.274597,0.267783,0.331298,0.503872,0.289544,0.370157
-27.0447,0.510348,0.269844,0.29866,0.336642,0.293427,0.242816,0.251345,0.438927,0.263001,0.282854,0.281452,0.273041,0.342598,0.528094,0.313273,0.390164
-26.5447,0.53754,0.274099,0.310453,0.361931,0.301649,0.260327,0.266806,0.474291,0.271909,0.298937,0.298249,0.286309,0.361649,0.56076,0.34198,0.414075
-26.0447,0.568955,0.279983,0.327971,0.389888,0.316381,0.285325,0.286407,0.512258,0.292191,0.321806,0.320609,0.308301,0.385855,0.599383,0.375401,0.437575
-25.5447,0.601427,0.286161,0.348178,0.418143,0.335719,0.317272,0.31304,0.544948,0.322475,0.351161,0.345189,0.338809,0.412066,0.639338,0.415422,0.455429
-25.0447,0.631276,0.292521,0.365561,0.43945,0.354423,0.350425,0.34308,0.565259,0.354055,0.382039,0.366547,0.371386,0.433578,0.674475,0.457984,0.462384
-24.5447,0.653748,0.298565,0.37367,0.447577,0.366607,0.375862,0.36819,0.569595,0.376733,0.405897,0.381396,0.394833,0.444075,0.698551,0.491508,0.453488
-24.0447,0.659244,0.302766,0.367925,0.439782,0.369664,0.387188,0.377556,0.557994,0.386511,0.412663,0.384773,0.399977,0.441028,0.705702,0.505274,0.42745
-23.5447,0.634847,0.303321,0.347161,0.414804,0.359755,0.379187,0.3643,0.533313,0.380378,0.394698,0.372929,0.382008,0.422494,0.690791,0.491097,0.383922
-23.0447,0.584205,0.297895,0.316877,0.379721,0.341315,0.353852,0.332509,0.503652,0.358747,0.356438,0.349056,0.347797,0.393659,0.658024,0.452261,0.332079
-22.5447,0.525674,0.285923,0.286191,0.34224,0.32269,0.317347,0.292009,0.47581,0.328193,0.310862,0.320237,0.309855,0.362239,0.620183,0.403374,0.281619
-22.0447,0.485477,0.272217,0.262954,0.312135,0.31132,0.278687,0.256957,0.452087,0.298164,0.274448,0.298104,0.279314,0.337781,0.588377,0.359367,0.242399
-21.5447,0.483664,0.263323,0.250289,0.29708,0.311466,0.24855,0.236722,0.431669,0.279454,0.258828,0.28977,0.264793,0.327887,0.572142,0.332412,0.220838
-21.0447,0.514988,0.263213,0.248353,0.298573,0.320608,0.236178,0.233217,0.415377,0.280449,0.265515,0.296053,0.268755,0.332688,0.573857,0.326664,0.216276
-20.5447,0.561804,0.269912,0.254652,0.313274,0.334007,0.24183,0.240961,0.407812,0.2972,0.290102,0.311104,0.285022,0.347654,0.592764,0.337704,0.224922
-20.0447,0.601246,0.277214,0.266855,0.337534,0.347198,0.258912,0.251408,0.413586,0.323909,0.322064,0.327826,0.30424,0.36603,0.627293,0.357783,0.242945
-19.5447,0.62351,0.27909,0.283584,0.364409,0.356617,0.280806,0.260982,0.43359,0.354563,0.34984,0.344639,0.318664,0.384669,0.666194,0.376821,0.268945
-19.0447,0.635645,0.276756,0.300731,0.378661,0.359765,0.303383,0.270406,0.459929,0.379769,0.365493,0.35956,0.324029,0.401346,0.69369,0.385031,0.299776
-18.5447,0.651221,0.275674,0.313912,0.37512,0.360231,0.325552,0.280812,0.483673,0.394358,0.367434,0.370506,0.324847,0.415067,0.701837,0.382513,0.332031
-18.0447,0.675568,0.279615,0.321363,0.359391,0.363177,0.344493,0.293618,0.501517,0.399799,0.35892,0.378427,0.325122,0.428205,0.692428,0.376621,0.360799
-17.5447,0.697303,0.290731,0.326821,0.342854,0.37276,0.355451,0.308912,0.512619,0.403707,0.346881,0.388828,0.327825,0.442092,0.681828,0.373744,0.382291
-17.0447,0.70739,0.309922,0.334757,0.335334,0.392554,0.358378,0.327189,0.522347,0.413418,0.339661,0.408084,0.337381,0.459307,0.68483,0.37593,0.396749
-16.5447,0.704998,0.334857,0.349856,0.33747,0.420918,0.359929,0.349361,0.537007,0.428881,0.345558,0.43585,0.356885,0.482324,0.701575,0.384906,0.407126
-16.0447,0.698321,0.362296,0.370194,0.345867,0.450457,0.365567,0.373237,0.561238,0.443924,0.364641,0.464008,0.385835,0.509243,0.725322,0.40252,0.417245
-15.5447,0.695427,0.385399,0.388689,0.358195,0.471078,0.375343,0.393022,0.590457,0.453937,0.386086,0.482096,0.416733,0.531984,0.745147,0.424741,0.425486
-15.0447,0.691977,0.395983,0.398817,0.370853,0.473973,0.382252,0.401783,0.607994,0.456305,0.393888,0.485632,0.437663,0.542479,0.753614,0.441245,0.427009
-14.5447,0.677595,0.391326,0.39298,0.375589,0.457621,0.378179,0.39478,0.602656,0.446594,0.38042,0.47465,0.438831,0.53409,0.747072,0.437826,0.416828
-14.0447,0.645339,0.373466,0.370204,0.367473,0.426158,0.361805,0.371888,0.573924,0.420916,0.352983,0.452174,0.41893,0.505145,0.723589,0.410415,0.393192
-13.5447,0.600678,0.350428,0.339489,0.35173,0.386297,0.340073,0.342001,0.536949,0.382961,0.326966,0.424215,0.387508,0.466379,0.689711,0.369342,0.362155
-13.0447,0.568535,0.336972,0.319682,0.341067,0.351462,0.325591,0.322879,0.514043,0.348529,0.321339,0.404579,0.364645,0.437724,0.668516,0.335853,0.338465
-12.5447,0.572779,0.345526,0.325534,0.347017,0.33675,0.330102,0.328731,0.515922,0.331639,0.344397,0.406243,0.36714,0.434579,0.681319,0.33316,0.336432
-12.0447,0.61489,0.376429,0.355409,0.374852,0.349195,0.355654,0.359269,0.539521,0.336449,0.387847,0.430111,0.396095,0.462216,0.727431,0.36795,0.3599
-11.5447,0.675545,0.42177,0.397852,0.417667,0.381448,0.392007,0.401902,0.575442,0.357139,0.4387,0.468302,0.438591,0.514699,0.786993,0.42894,0.400729
-11.0447,0.725707,0.468317,0.434885,0.459046,0.416752,0.422663,0.439185,0.613282,0.381177,0.480662,0.505761,0.476672,0.573568,0.836309,0.48944,0.442144
-10.5447,0.750003,0.502744,0.456435,0.486835,0.443125,0.43578,0.460266,0.648262,0.400188,0.503292,0.529992,0.499071,0.620372,0.871865,0.525411,0.469717
-10.0447,0.747109,0.517683,0.461643,0.496156,0.457686,0.429978,0.462454,0.678093,0.408807,0.506039,0.536521,0.503731,0.642738,0.895851,0.532832,0.477464
-9.54468,0.72249,0.508166,0.454315,0.488636,0.462924,0.409894,0.450276,0.699515,0.40617,0.488835,0.523255,0.495818,0.633784,0.904132,0.520741,0.465805
-9.04468,0.688708,0.472304,0.442762,0.467574,0.457967,0.382352,0.428946,0.704571,0.393431,0.457104,0.492845,0.478613,0.595126,0.884407,0.499126,0.438295
-8.54468,0.656167,0.421399,0.428518,0.432922,0.438633,0.348995,0.402452,0.683552,0.37038,0.41814,0.451418,0.45306,0.537048,0.824717,0.469194,0.401975
-8.04468,0.629952,0.370775,0.406292,0.385328,0.402327,0.306596,0.375186,0.639575,0.340063,0.377581,0.405476,0.421637,0.472577,0.740211,0.426614,0.363791
-7.54468,0.609777,0.329898,0.371743,0.335077,0.353375,0.259041,0.350394,0.58782,0.307484,0.3391,0.363652,0.388089,0.416025,0.65704,0.374624,0.332354
-7.04468,0.589703,0.302586,0.329458,0.294722,0.302418,0.219316,0.330391,0.543653,0.279493,0.30587,0.335267,0.357819,0.380195,0.595321,0.323732,0.321289
-6.54468,0.568433,0.291855,0.294766,0.272721,0.265998,0.203211,0.320337,0.513888,0.266202,0.286593,0.325928,0.338688,0.369364,0.566179,0.289744,0.336904
-6.04468,0.555646,0.300074,0.285943,0.271918,0.25868,0.216842,0.323861,0.499242,0.272433,0.286782,0.336663,0.335646,0.384634,0.562893,0.282368,0.37491
-5.54468,0.558477,0.323216,0.306031,0.284775,0.278199,0.249891,0.335984,0.494787,0.29543,0.304766,0.362299,0.346711,0.412251,0.569186,0.296508,0.420238
-5.04468,0.578678,0.353225,0.344077,0.304654,0.314788,0.285812,0.351293,0.503349,0.332542,0.336226,0.395264,0.370449,0.437337,0.579842,0.326296,0.452745
-4.54468,0.605593,0.374041,0.387103,0.326113,0.351626,0.307087,0.363355,0.527102,0.37348,0.365662,0.424635,0.400521,0.456676,0.598128,0.363909,0.462784
-4.04468,0.62473,0.379862,0.422651,0.345703,0.376044,0.307772,0.370113,0.558901,0.403639,0.380535,0.441403,0.430963,0.474772,0.630938,0.398469,0.454475
-3.54468,0.630984,0.376243,0.443169,0.358316,0.382491,0.292083,0.375968,0.588909,0.409734,0.382217,0.438916,0.452529,0.500115,0.666443,0.416417,0.434726
-3.04468,0.626199,0.370346,0.451589,0.355346,0.372953,0.272531,0.379648,0.611165,0.392859,0.376059,0.419652,0.453193,0.526449,0.680404,0.414023,0.415068
-2.54468,0.603559,0.364739,0.444225,0.335229,0.353531,0.258342,0.371533,0.61432,0.365119,0.368523,0.393099,0.426651,0.524407,0.658674,0.394481,0.39983
-2.04468,0.55731,0.3509,0.418709,0.307773,0.332176,0.247227,0.349716,0.587605,0.338779,0.357013,0.369415,0.37966,0.482532,0.608894,0.369906,0.386272
-1.54468,0.49891,0.326736,0.38559,0.28563,0.314042,0.233493,0.319984,0.543699,0.316916,0.335258,0.351366,0.331111,0.422046,0.55579,0.351059,0.373549
-1.04468,0.44582,0.301,0.354963,0.27567,0.30031,0.217808,0.294215,0.499427,0.299379,0.310769,0.33815,0.296516,0.369381,0.518727,0.337718,0.361589
-0.544685,0.402224,0.274156,0.32665,0.274643,0.286429,0.199193,0.275838,0.457151,0.277161,0.283157,0.325298,0.272657,0.335755,0.490483,0.324927,0.347338
-0.0446846,0.370558,0.259082,0.310408,0.268388,0.261337,0.176931,0.262191,0.424883,0.24944,0.257861,0.299248,0.252921,0.33303,0.463388,0.301584,0.32418
0.455315,0.36102,0.262552,0.309472,0.248241,0.236696,0.161519,0.259354,0.401836,0.243404,0.253247,0.27521,0.245714,0.344215,0.454145,0.276608,0.298931
0.955315,0.375208,0.260591,0.309334,0.237612,0.233754,0.158265,0.266207,0.388119,0.251086,0.256288,0.274758,0.255316,0.339772,0.463155,0.271103,0.289599
1.45532,0.405333,0.253645,0.308707,0.237344,0.243648,0.160947,0.274664,0.384283,0.259205,0.258806,0.285481,0.273379,0.328928,0.474119,0.277914,0.289721
1.95532,0.447144,0.253419,0.311731,0.244409,0.26427,0.171664,0.285671,0.396543,0.272854,0.268343,0.310262,0.298123,0.321827,0.490206,0.299203,0.297846
2.45532,0.497091,0.26906,0.328393,0.258727,0.296778,0.196181,0.303549,0.43267,0.298777,0.295792,0.354626,0.329357,0.328682,0.522632,0.338697,0.316284
2.95532,0.54654,0.304194,0.364918,0.274574,0.33048,0.230368,0.327917,0.484718,0.334266,0.344386,0.405895,0.360887,0.360459,0.578661,0.387685,0.340537
3.45532,0.594241,0.351121,0.416582,0.287819,0.355863,0.265299,0.362051,0.53595,0.370959,0.405291,0.450502,0.395994,0.418142,0.664242,0.434467,0.362995
3.95532,0.635058,0.388995,0.462319,0.302674,0.366755,0.291187,0.397494,0.570657,0.394292,0.455252,0.476194,0.434629,0.488112,0.753451,0.469071,0.378146
4.45532,0.664648,0.408628,0.487175,0.323831,0.370382,0.305936,0.419878,0.588469,0.398635,0.479441,0.485396,0.46928,0.551171,0.811709,0.494618,0.388787
4.95532,0.677347,0.411241,0.490242,0.348218,0.3798,0.316832,0.427896,0.598768,0.395146,0.479987,0.492443,0.490784,0.587223,0.819573,0.518202,0.400028
5.45532,0.680873,0.403908,0.483621,0.368448,0.397602,0.332652,0.429433,0.609106,0.396789,0.474458,0.50831,0.493678,0.592014,0.796111,0.541718,0.415329
5.95532,0.686355,0.395985,0.480484,0.3808,0.418864,0.355016,0.438264,0.62537,0.403937,0.477507,0.531479,0.481794,0.578434,0.776569,0.560469,0.433413
6.45532,0.69315,0.393419,0.479984,0.386916,0.433747,0.376841,0.456459,0.645614,0.411519,0.490391,0.5499,0.465652,0.564382,0.778172,0.566087,0.444763
6.95532,0.69576,0.395794,0.474832,0.390539,0.434846,0.388201,0.467919,0.659768,0.411151,0.502255,0.552863,0.452416,0.561385,0.791478,0.554035,0.440939
7.45532,0.69036,0.397271,0.457487,0.391735,0.421012,0.381089,0.458196,0.653721,0.396998,0.498241,0.532499,0.442587,0.561692,0.791575,0.525497,0.41371
7.95532,0.673677,0.392008,0.422869,0.383508,0.396324,0.35418,0.427307,0.625368,0.369722,0.471154,0.488646,0.428241,0.545756,0.764695,0.4869,0.366281
8.45532,0.645634,0.378811,0.37801,0.357435,0.363421,0.314542,0.388167,0.58461,0.331458,0.428314,0.431244,0.408275,0.509677,0.710061,0.44431,0.319296
8.95532,0.614325,0.365297,0.333187,0.316814,0.328728,0.276319,0.359295,0.548665,0.294697,0.390169,0.370476,0.387149,0.468731,0.641896,0.405219,0.293247
9.45532,0.591973,0.362456,0.300614,0.277983,0.303919,0.253496,0.350494,0.530952,0.27342,0.372556,0.322861,0.378322,0.445634,0.583147,0.383531,0.301514
9.95532,0.584595,0.372026,0.29284,0.261298,0.296194,0.257383,0.35893,0.529959,0.27542,0.380799,0.305463,0.39092,0.45595,0.553387,0.381888,0.341666
10.4553,0.593889,0.394067,0.3096,0.276451,0.30863,0.285671,0.380561,0.540911,0.299971,0.413059,0.32287,0.417412,0.489668,0.563073,0.398063,0.392162
10.9553,0.615955,0.423071,0.341708,0.317081,0.341744,0.323515,0.408691,0.557372,0.335254,0.457048,0.368018,0.449263,0.525619,0.604066,0.424585,0.433882
11.4553,0.652175,0.44761,0.376696,0.369411,0.38505,0.356872,0.437475,0.57305,0.372592,0.497829,0.425012,0.478735,0.552906,0.652198,0.449643,0.456747
