Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-25.5673,0.333195,0.15126,0.180452,0.111165,0.181504,0.201671,0.190665,0.214259,0.166039,0.172007,0.179461,0.200516,0.320132,0.398761,0.184906,0.207116
-25.0673,0.354804,0.168077,0.193463,0.129419,0.194442,0.212969,0.209844,0.233838,0.175347,0.191416,0.193873,0.224559,0.311295,0.424978,0.190372,0.217946
-24.5673,0.450566,0.230651,0.253137,0.192936,0.248151,0.285734,0.2849,0.330307,0.232626,0.251116,0.271463,0.294945,0.308756,0.56009,0.229953,0.281163
-24.0673,0.558139,0.300847,0.31881,0.258096,0.313774,0.363852,0.370025,0.431547,0.300459,0.315587,0.352579,0.370494,0.313071,0.719831,0.274405,0.352831
-23.5673,0.615239,0.344331,0.34286,0.29127,0.355832,0.40165,0.429677,0.48155,0.342005,0.363767,0.401348,0.42026,0.332859,0.830399,0.30482,0.39628
-23.0673,0.649213,0.37266,0.348098,0.306309,0.390239,0.416909,0.474309,0.508958,0.362351,0.406214,0.432454,0.456235,0.358066,0.915508,0.332576,0.427714
-22.5673,0.673614,0.391757,0.352345,0.310712,0.412525,0.419708,0.505782,0.530123,0.373282,0.439705,0.452395,0.48341,0.379645,0.970872,0.356484,0.45427
-22.0673,0.687692,0.403352,0.35848,0.304587,0.423485,0.418212,0.524364,0.549792,0.378447,0.462652,0.463126,0.502862,0.399673,0.993374,0.377155,0.477886
-21.5673,0.688622,0.403435,0.370907,0.291467,0.420696,0.415672,0.521214,0.567788,0.374957,0.464923,0.461728,0.508298,0.40843,0.967756,0.390239,0.490487
-21.0673,0.67634,0.393591,0.385246,0.281492,0.408383,0.41729,0.502291,0.580796,0.367337,0.445786,0.451974,0.499422,0.40105,0.906399,0.392738,0.488155
-20.5673,0.655939,0.380364,0.390347,0.281328,0.403538,0.421612,0.483524,0.585698,0.356324,0.42357,0.442971,0.484662,0.387541,0.850071,0.390699,0.474187
