Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
2.42546,0.42525,0.181922,0.239367,0.20994,0.282936,0.20782,0.289485,0.29504,0.263577,0.242791,0.272269,0.240268,0.333621,0.441727,0.269843
2.92546,0.446651,0.187259,0.249255,0.213022,0.291537,0.224576,0.29886,0.289114,0.28299,0.238679,0.279805,0.238397,0.332114,0.437009,0.284149
3.42546,0.480523,0.193378,0.260581,0.21333,0.29364,0.24122,0.297734,0.295956,0.301236,0.235108,0.28957,0.237565,0.32539,0.434918,0.302766
3.92546,0.526327,0.201255,0.271638,0.209425,0.291485,0.254218,0.288184,0.318033,0.317275,0.234204,0.301434,0.238685,0.321974,0.439847,0.319965
4.42546,0.570174,0.2132,0.280797,0.203638,0.28679,0.262244,0.274427,0.349061,0.332022,0.237125,0.312872,0.241812,0.330561,0.456623,0.330073
4.92546,0.59612,0.232952,0.287325,0.201364,0.28011,0.265393,0.262346,0.379967,0.347172,0.245783,0.320857,0.247942,0.358218,0.495861,0.334994
5.42546,0.599245,0.26127,0.290551,0.210265,0.269474,0.264944,0.25903,0.398635,0.360221,0.257774,0.323863,0.258576,0.400686,0.55882,0.339184
5.92546,0.585751,0.298062,0.289627,0.241717,0.257238,0.262543,0.27182,0.401489,0.366855,0.268372,0.323492,0.271595,0.44098,0.632008,0.346884
6.42546,0.568491,0.336186,0.287418,0.297022,0.249813,0.25797,0.30099,0.392702,0.366737,0.275133,0.324542,0.290306,0.458635,0.691396,0.359774
6.92546,0.554835,0.363235,0.286831,0.360792,0.254176,0.252488,0.334021,0.377803,0.363676,0.279554,0.330617,0.317139,0.448093,0.715826,0.37413
7.42546,0.545471,0.370314,0.28893,0.413628,0.271058,0.246771,0.353289,0.363495,0.365024,0.284275,0.337567,0.343407,0.417901,0.703836,0.386912
