Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-12.5745,0.194173,0.131876,0.138139,0.145691,0.144716,0.125953,0.146399,0.262374,0.131812,0.176251,0.171964,0.143566,0.173341,0.288264,0.151116
-12.0745,0.171236,0.126328,0.128845,0.148437,0.126466,0.123453,0.136696,0.229002,0.121678,0.153746,0.144628,0.128068,0.161074,0.278435,0.140764
-11.5745,0.163012,0.12961,0.133146,0.150492,0.123715,0.124703,0.138394,0.233398,0.125425,0.150648,0.134538,0.122746,0.16714,0.298464,0.141794
-11.0745,0.159248,0.136172,0.14024,0.153129,0.129037,0.131116,0.147226,0.23971,0.132963,0.152249,0.130235,0.123364,0.177886,0.331246,0.147107
-10.5745,0.160132,0.143969,0.146007,0.156519,0.136258,0.136874,0.156494,0.238576,0.140453,0.154102,0.128793,0.125811,0.184643,0.365211,0.15272
-10.0745,0.169044,0.153992,0.150959,0.164104,0.144762,0.142511,0.165986,0.235073,0.148032,0.156296,0.133062,0.130661,0.190279,0.397487,0.161106
-9.57454,0.18901,0.166205,0.153874,0.177944,0.152457,0.148435,0.174898,0.228894,0.154624,0.158046,0.14375,0.138292,0.196148,0.421951,0.172465
-9.07454,0.221599,0.180932,0.156522,0.197701,0.158351,0.155209,0.184179,0.225143,0.160355,0.161248,0.16072,0.147863,0.204538,0.432794,0.186093
-8.57454,0.262938,0.200054,0.16318,0.22118,0.165497,0.165102,0.19888,0.231326,0.167858,0.169193,0.181196,0.158476,0.218879,0.433744,0.202143
-8.07454,0.299534,0.219986,0.175273,0.238806,0.175553,0.176797,0.217899,0.246566,0.176278,0.181285,0.19808,0.167621,0.233768,0.430486,0.216942
-7.57454,0.321224,0.23354,0.189752,0.242918,0.185808,0.186312,0.235104,0.263479,0.18279,0.193382,0.205596,0.174384,0.241783,0.4256,0.227759
-7.07454,0.324899,0.23375,0.198739,0.231521,0.191009,0.189632,0.24147,0.274484,0.183839,0.200063,0.201784,0.178577,0.240377,0.416078,0.232243
-6.57454,0.316154,0.219305,0.198445,0.208841,0.188603,0.185951,0.234626,0.276564,0.178578,0.19887,0.188755,0.18213,0.230939,0.400158,0.229016
-6.07454,0.30557,0.198432,0.190281,0.186175,0.182796,0.176616,0.21873,0.272224,0.169625,0.192098,0.17139,0.186419,0.218459,0.379532,0.21977
-5.57454,0.300442,0.180889,0.179423,0.172356,0.181352,0.163843,0.199749,0.266932,0.160485,0.183821,0.156512,0.189483,0.205311,0.358755,0.208951
-5.07454,0.302812,0.171773,0.171347,0.168736,0.187821,0.151829,0.181128,0.261066,0.154382,0.178153,0.148484,0.188348,0.192637,0.342924,0.201073
-4.57454,0.310701,0.169455,0.167426,0.171126,0.20026,0.144444,0.166179,0.252853,0.15314,0.176057,0.147662,0.181264,0.182948,0.332291,0.196533
-4.07454,0.321514,0.168547,0.167314,0.1731,0.213233,0.143599,0.158587,0.241819,0.157248,0.176419,0.15182,0.171878,0.177595,0.325387,0.192874
-3.57454,0.333952,0.16651,0.17077,0.172772,0.220467,0.14828,0.158938,0.231339,0.16444,0.177069,0.157664,0.166045,0.176671,0.321845,0.189209
-3.07454,0.347095,0.164636,0.178465,0.173607,0.218872,0.15561,0.165978,0.226549,0.171906,0.179112,0.16372,0.167033,0.179561,0.324277,0.188177
-2.57454,0.360524,0.165516,0.191176,0.180207,0.210306,0.165065,0.175523,0.22912,0.178437,0.186024,0.17076,0.173548,0.184801,0.336151,0.194113
-2.07454,0.37228,0.170368,0.207266,0.193054,0.201625,0.176796,0.184958,0.237571,0.183734,0.199274,0.179765,0.183187,0.191258,0.356835,0.207063
-1.57454,0.379541,0.175654,0.221844,0.206428,0.198747,0.189368,0.193587,0.249055,0.188408,0.212825,0.190325,0.194246,0.197709,0.380513,0.221382
-1.07454,0.381017,0.178306,0.22992,0.21312,0.202206,0.199577,0.20027,0.25975,0.192533,0.220693,0.200716,0.204247,0.203397,0.399797,0.232217
-0.574536,0.378957,0.177466,0.231513,0.211841,0.208766,0.205537,0.204891,0.269502,0.196272,0.223208,0.211149,0.213209,0.210337,0.413402,0.238936
-0.0745358,0.375711,0.173425,0.227676,0.202907,0.214852,0.204873,0.208903,0.281983,0.201492,0.224822,0.224613,0.221103,0.226614,0.425149,0.244435
0.425464,0.377045,0.170231,0.224299,0.195909,0.222272,0.198569,0.215693,0.296076,0.208945,0.231996,0.238776,0.228168,0.252173,0.435696,0.250062
0.925464,0.384963,0.17027,0.224628,0.196367,0.233839,0.192651,0.228861,0.30631,0.218122,0.240504,0.249633,0.234656,0.279324,0.443379,0.254508
1.42546,0.395533,0.17247,0.226824,0.199465,0.24907,0.190961,0.247253,0.309289,0.229315,0.245233,0.257813,0.239194,0.303469,0.446894,0.257406
1.92546,0.409218,0.176603,0.231583,0.204742,0.267658,0.195566,0.270285,0.304852,0.244932,0.245621,0.26561,0.241568,0.323927,0.446168,0.261544
