Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-11.0665,0.205147,0.126008,0.163513,0.14495,0.167109,0.111477,0.140762,0.220926,0.135037,0.139943,0.15238,0.16437,0.173193,0.339213,0.201755,0.123413
-10.5665,0.229485,0.137858,0.17062,0.15691,0.175278,0.117309,0.139654,0.221538,0.143921,0.148029,0.171854,0.168566,0.183707,0.345621,0.209187,0.127834
-10.0665,0.252478,0.149696,0.175038,0.164161,0.18151,0.122674,0.138967,0.222108,0.150206,0.15394,0.18217,0.167212,0.193437,0.347266,0.211524,0.133148
-9.56653,0.275166,0.161697,0.178548,0.167668,0.186532,0.127836,0.14034,0.22449,0.154728,0.15786,0.183748,0.162808,0.203594,0.346729,0.210355,0.140295
-9.06653,0.29846,0.173751,0.182145,0.16949,0.190897,0.133984,0.144713,0.228589,0.158505,0.160527,0.178515,0.157272,0.214975,0.345082,0.206985,0.150175
-8.56653,0.318427,0.18285,0.185272,0.169265,0.19261,0.140744,0.151622,0.234038,0.16067,0.161121,0.167338,0.15168,0.226235,0.342189,0.202265,0.162529
-8.06653,0.334517,0.186776,0.188706,0.168884,0.190935,0.14816,0.160644,0.239917,0.162778,0.161053,0.155009,0.148209,0.236932,0.339095,0.199068,0.177036
-7.56653,0.347532,0.185914,0.194152,0.171589,0.187867,0.157338,0.171447,0.247763,0.167257,0.164112,0.147892,0.149273,0.246565,0.338463,0.20125,0.193524
-7.06653,0.358974,0.183055,0.203218,0.180357,0.187465,0.169606,0.183778,0.261204,0.176405,0.174674,0.151885,0.1575,0.255266,0.344521,0.212731,0.211266
-6.56653,0.372267,0.183065,0.217499,0.196875,0.195523,0.185007,0.197687,0.28249,0.190816,0.194217,0.168846,0.172802,0.263838,0.360808,0.232281,0.228648
-6.06653,0.392382,0.190409,0.236077,0.219961,0.21493,0.201038,0.213704,0.311197,0.208768,0.219517,0.196816,0.194147,0.274379,0.389846,0.254785,0.244471
-5.56653,0.421327,0.205486,0.255485,0.245003,0.242201,0.21443,0.231578,0.344349,0.228766,0.244849,0.231808,0.219471,0.288493,0.429482,0.27567,0.258172
-5.06653,0.457225,0.225886,0.274094,0.267029,0.272443,0.224443,0.249492,0.378567,0.250458,0.266627,0.270442,0.246755,0.307811,0.474827,0.2954,0.269209
-4.56653,0.495476,0.250057,0.294464,0.285142,0.302772,0.235862,0.266196,0.413292,0.276207,0.286125,0.311061,0.275364,0.335677,0.520443,0.320641,0.277679
-4.06653,0.532129,0.279071,0.322899,0.303339,0.33597,0.255679,0.283994,0.451337,0.310061,0.308478,0.352634,0.306191,0.375262,0.564212,0.358689,0.284102
-3.56653,0.564093,0.315006,0.361189,0.328318,0.374737,0.286287,0.306773,0.493792,0.348471,0.338497,0.391708,0.339901,0.42479,0.608915,0.407667,0.288568
-3.06653,0.591759,0.356206,0.401098,0.362653,0.419809,0.324086,0.339386,0.542709,0.386607,0.375401,0.424456,0.376821,0.475854,0.657516,0.457873,0.292571
-2.56653,0.61908,0.394887,0.434834,0.39858,0.466211,0.361651,0.376218,0.593279,0.416324,0.411078,0.445827,0.410559,0.515606,0.706453,0.496454,0.299016
-2.06653,0.646889,0.424525,0.463746,0.428328,0.501619,0.39183,0.403952,0.639983,0.442736,0.440421,0.46168,0.43504,0.544169,0.753726,0.524152,0.309466
-1.56653,0.673126,0.439218,0.487973,0.447579,0.517013,0.412617,0.419057,0.674443,0.459943,0.459965,0.474402,0.452317,0.566276,0.789773,0.5496,0.322348
-1.06653,0.688355,0.436776,0.50443,0.455002,0.51266,0.422313,0.419581,0.688787,0.464235,0.464841,0.478704,0.459643,0.583902,0.806749,0.578695,0.332439
-0.566528,0.686249,0.422128,0.504068,0.452348,0.494102,0.415241,0.411073,0.676127,0.455217,0.456514,0.473859,0.459874,0.58807,0.801223,0.592188,0.335484
-0.0665279,0.680478,0.400743,0.48404,0.437739,0.475715,0.39636,0.401535,0.645029,0.428406,0.436891,0.457343,0.453609,0.566893,0.775543,0.571155,0.333122
0.433472,0.6706,0.382508,0.455163,0.413947,0.461903,0.370596,0.388301,0.608226,0.404987,0.414415,0.436539,0.438288,0.52812,0.740592,0.524751,0.328394
0.933472,0.658173,0.374742,0.435022,0.395723,0.453586,0.352324,0.377311,0.582862,0.396527,0.398052,0.423098,0.422308,0.496993,0.712268,0.483321,0.323297
1.43347,0.642534,0.381588,0.4291,0.387098,0.445027,0.349298,0.373498,0.578919,0.4068,0.393538,0.417052,0.409919,0.493803,0.697752,0.479998,0.316866
1.93347,0.619375,0.39486,0.433298,0.39112,0.434194,0.355114,0.375564,0.58255,0.422406,0.399137,0.416669,0.400069,0.508312,0.69754,0.498155,0.305538
2.43347,0.602002,0.404341,0.440513,0.398749,0.420727,0.35864,0.377517,0.588677,0.428895,0.405748,0.416992,0.389401,0.521418,0.707809,0.511551,0.29185
2.93347,0.589743,0.402665,0.441079,0.399487,0.402095,0.348443,0.369959,0.586865,0.415522,0.406027,0.408749,0.373436,0.514869,0.714809,0.500958,0.279532
3.43347,0.575994,0.386115,0.431163,0.392089,0.376964,0.32427,0.348977,0.572273,0.384562,0.390466,0.386672,0.350216,0.487318,0.707342,0.467741,0.270376
3.93347,0.554123,0.362304,0.406775,0.372911,0.342048,0.290541,0.318038,0.546129,0.349565,0.360035,0.350325,0.321794,0.448998,0.674678,0.430254,0.264517
4.43347,0.521098,0.334129,0.369087,0.344507,0.30219,0.256708,0.285856,0.505594,0.31615,0.322784,0.307761,0.291056,0.405476,0.617545,0.392053,0.259475
4.93347,0.482017,0.303761,0.32295,0.309516,0.263984,0.227693,0.257545,0.453177,0.28633,0.286285,0.269458,0.260044,0.359819,0.545512,0.35306,0.253556
5.43347,0.438169,0.271409,0.274602,0.269762,0.231807,0.202691,0.232658,0.392976,0.257663,0.252537,0.238197,0.228979,0.313859,0.469212,0.310102,0.246302
5.93347,0.392264,0.24024,0.231615,0.229584,0.206132,0.180793,0.211844,0.335673,0.229297,0.22254,0.214111,0.200035,0.27216,0.402662,0.2652,0.237266
