Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-15.2645,0.254554,-nan,0.18473,0.260834,0.201066,0.167243,0.188484,0.220979,0.134607,0.135556,0.161564,0.126124,0.180934,0.226322,0.223266,0.172708
-14.7645,0.286245,-nan,0.216901,0.260082,0.216876,0.185943,0.203927,0.245095,0.149183,0.158125,0.170279,0.159475,0.202413,0.246685,0.235327,0.191369
-14.2645,0.360355,-nan,0.284958,0.258642,0.248614,0.224817,0.227521,0.298666,0.177988,0.20538,0.193696,0.242338,0.246306,0.323855,0.269146,0.209561
-13.7645,0.479021,-nan,0.356409,0.281285,0.300571,0.2844,0.275753,0.394964,0.22026,0.266829,0.233417,0.344578,0.318572,0.477357,0.333316,0.212571
-13.2645,0.600423,-nan,0.431984,0.426683,0.360208,0.342952,0.375599,0.500219,0.254576,0.350546,0.271088,0.4133,0.43179,0.661176,0.434883,0.199688
-12.7645,0.746839,0.616523,0.628994,0.590199,0.442772,0.411133,0.517963,0.613066,0.28828,0.529408,0.30943,0.480256,0.617591,0.819124,0.597222,0.191079
-12.2645,0.887381,0.736366,0.841439,0.746078,0.542322,0.493157,0.669958,0.747119,0.326083,0.71188,0.351543,0.58174,0.801219,0.916726,0.799065,0.187559
-11.7645,1.01234,0.861594,1.03329,0.870058,0.635733,0.575443,0.806592,0.886404,0.367324,0.865408,0.397605,0.704371,0.956169,1.01126,0.975825,0.190133
-11.2645,1.06931,0.925157,1.1125,0.886299,0.677253,0.619057,0.866858,0.987629,0.400514,0.913561,0.430206,0.780516,1.00794,1.07068,1.04026,0.200443
-10.7645,1.02435,0.880396,1.02829,0.808012,0.650008,0.607462,0.832039,0.98074,0.415932,0.821634,0.439966,0.771012,0.928178,1.05299,0.96438,0.213435
-10.2645,0.923832,0.77164,0.874747,0.689052,0.588067,0.562175,0.746289,0.880298,0.415802,0.683772,0.434067,0.696532,0.796111,0.977845,0.815454,0.228297
-9.76446,0.800628,0.630882,0.704514,0.570108,0.520195,0.502979,0.64481,0.731828,0.403687,0.545528,0.419316,0.593116,0.656852,0.847451,0.660257,0.243685
-9.26446,0.680281,0.497891,0.555761,0.473382,0.463551,0.445112,0.550003,0.57489,0.382412,0.438912,0.40156,0.497401,0.540371,0.696338,0.532189,0.258854
-8.76446,0.588484,0.400942,0.447469,0.407536,0.425143,0.399625,0.477285,0.463634,0.361276,0.372041,0.386548,0.427603,0.461487,0.57887,0.444272,0.275359
-8.26446,0.528118,0.33983,0.376568,0.364785,0.398901,0.367744,0.426521,0.405104,0.347469,0.331293,0.374073,0.380053,0.413525,0.509075,0.388763,0.293079
-7.76446,0.50001,0.310352,0.343369,0.340723,0.383585,0.353428,0.395592,0.390704,0.346308,0.311969,0.366143,0.353023,0.392757,0.48351,0.361568,0.31402
-7.26446,0.504346,0.307066,0.344049,0.331898,0.378033,0.356623,0.381329,0.413062,0.35566,0.313706,0.36607,0.34338,0.397677,0.490692,0.361254,0.340773
-6.76446,0.531897,0.321934,0.365692,0.333827,0.378584,0.369955,0.379173,0.455041,0.365826,0.33398,0.37381,0.345211,0.42209,0.517724,0.382107,0.373264
-6.26446,0.563024,0.342024,0.389758,0.340644,0.380166,0.383176,0.382317,0.492416,0.369139,0.361286,0.383715,0.350082,0.449845,0.546286,0.407471,0.410248
-5.76446,0.574494,0.352571,0.398796,0.344817,0.377324,0.387409,0.381808,0.506428,0.364216,0.379103,0.386943,0.348285,0.461185,0.558993,0.419658,0.449052
-5.26446,0.554962,0.344828,0.38641,0.339755,0.366719,0.380307,0.37022,0.493416,0.352806,0.377602,0.377491,0.334873,0.449961,0.551662,0.409105,0.487029
-4.76446,0.511062,0.321166,0.357448,0.323117,0.346775,0.365192,0.345359,0.465588,0.334085,0.35718,0.353967,0.310718,0.425423,0.533507,0.379185,0.521532
-4.26446,0.462932,0.29111,0.323583,0.300822,0.320226,0.346582,0.312877,0.437494,0.306587,0.328742,0.322238,0.283139,0.403686,0.515675,0.347108,0.550378
-3.76446,0.428553,0.264665,0.292911,0.281019,0.291638,0.324791,0.281586,0.413456,0.273352,0.302351,0.290973,0.261166,0.38923,0.498681,0.323066,0.571571
-3.26446,0.411276,0.245222,0.268786,0.268104,0.265527,0.30012,0.258857,0.393333,0.242468,0.281193,0.266718,0.247637,0.372685,0.475238,0.30775,0.58339
