Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-16.083,0.30847,0.152306,0.108507,0.123209,0.0869808,0.116239,0.125008,0.154768,0.0904652,0.120278,0.0909599,0.147869,0.126923,0.252335,0.131848,0.305782
-15.583,0.328232,0.164507,0.118548,0.131438,0.0964259,0.120545,0.135959,0.166855,0.0960257,0.13049,0.0966319,0.157228,0.131849,0.271293,0.141737,0.309176
-15.083,0.346085,0.176551,0.129952,0.142278,0.106777,0.12514,0.145901,0.180921,0.102774,0.141161,0.104596,0.167608,0.143518,0.289923,0.150604,0.30936
-14.583,0.362715,0.188226,0.143231,0.154647,0.119321,0.131649,0.155542,0.198641,0.111144,0.154483,0.116314,0.178546,0.159499,0.308179,0.161437,0.304649
-14.083,0.378419,0.199915,0.161489,0.170554,0.137092,0.142701,0.166114,0.223147,0.122173,0.173175,0.135402,0.191148,0.180612,0.329459,0.178413,0.29116
-13.583,0.388153,0.208814,0.183895,0.18833,0.158896,0.159674,0.175532,0.252652,0.135608,0.19608,0.162316,0.203042,0.204474,0.353098,0.200581,0.269301
-13.083,0.393711,0.216132,0.205947,0.204761,0.182393,0.179979,0.184951,0.282274,0.1512,0.217646,0.194396,0.21416,0.229549,0.382519,0.223444,0.251783
-12.583,0.401169,0.224733,0.223539,0.218769,0.206314,0.198815,0.197301,0.308934,0.168516,0.232487,0.228167,0.227215,0.257151,0.418395,0.242488,0.249712
-12.083,0.411786,0.234027,0.234526,0.227094,0.227906,0.210988,0.211745,0.330122,0.184563,0.238543,0.257038,0.240882,0.284184,0.45087,0.254376,0.261419
-11.583,0.421708,0.240198,0.239216,0.226865,0.244049,0.214207,0.22447,0.342244,0.193915,0.236265,0.273137,0.249723,0.30341,0.469417,0.260229,0.273726
-11.083,0.424222,0.240014,0.241788,0.221695,0.253169,0.210775,0.231978,0.34502,0.194386,0.227853,0.273484,0.249184,0.311202,0.473025,0.26507,0.27048
-10.583,0.41528,0.232521,0.244955,0.220579,0.253311,0.203463,0.23264,0.341356,0.192957,0.214481,0.263537,0.239077,0.314849,0.471073,0.272616,0.248898
-10.083,0.394143,0.217583,0.245915,0.229116,0.24426,0.193524,0.227609,0.33309,0.198718,0.195808,0.252276,0.221825,0.320538,0.47212,0.282931,0.219197
-9.58302,0.363149,0.198875,0.242727,0.245275,0.229446,0.182135,0.218454,0.320141,0.213691,0.17435,0.246041,0.200697,0.324067,0.474123,0.294157,0.192452
-9.08302,0.326285,0.181737,0.236432,0.259279,0.213662,0.171954,0.207535,0.306371,0.230558,0.156301,0.244693,0.179986,0.318758,0.471803,0.304788,0.172878
-8.58302,0.288666,0.168858,0.230216,0.262539,0.201616,0.165489,0.197962,0.297968,0.2382,0.147832,0.244329,0.165274,0.303487,0.459563,0.309872,0.158466
-8.08302,0.260397,0.161099,0.228811,0.255495,0.19399,0.164435,0.19145,0.296776,0.234422,0.149801,0.241294,0.161813,0.28687,0.437033,0.305216,0.146456
-7.58302,0.247634,0.156127,0.231942,0.243722,0.188684,0.167575,0.188643,0.302655,0.224771,0.158348,0.234574,0.170304,0.275592,0.410992,0.290819,0.136398
-7.08302,0.249752,0.153398,0.238402,0.234498,0.185882,0.17088,0.189225,0.310794,0.216702,0.16895,0.226032,0.186445,0.271628,0.390797,0.26949,0.129947
-6.58302,0.260759,0.156743,0.244733,0.231178,0.187995,0.172964,0.193413,0.317051,0.214129,0.177479,0.219534,0.203601,0.273671,0.388154,0.250103,0.128422
-6.08302,0.27298,0.167818,0.247531,0.233397,0.195339,0.174083,0.201545,0.32292,0.215256,0.182634,0.218596,0.217467,0.280462,0.405125,0.239958,0.130615
-5.58302,0.285769,0.186348,0.249635,0.23929,0.204931,0.175711,0.212605,0.328953,0.217806,0.185872,0.224113,0.227349,0.292837,0.433882,0.241547,0.134974
-5.08302,0.304224,0.209644,0.25652,0.246348,0.213078,0.179072,0.224307,0.333864,0.220008,0.187688,0.234585,0.233246,0.308498,0.462389,0.254569,0.140759
-4.58302,0.3314,0.232736,0.271443,0.252432,0.218086,0.182918,0.233653,0.33742,0.220517,0.188635,0.246488,0.234747,0.323433,0.480953,0.274632,0.147603
-4.08302,0.36841,0.252935,0.294196,0.25773,0.222713,0.18544,0.239707,0.342426,0.218711,0.190806,0.257079,0.232675,0.336394,0.491912,0.294725,0.155349
-3.58302,0.409558,0.26957,0.3208,0.263767,0.229701,0.187122,0.242903,0.352303,0.215009,0.196364,0.265522,0.228986,0.347355,0.503219,0.308174,0.163628
-3.08302,0.445039,0.283782,0.346831,0.272478,0.240012,0.189622,0.24416,0.369708,0.212488,0.20654,0.273036,0.226732,0.3571,0.52656,0.314909,0.172077
-2.58302,0.468298,0.297609,0.372376,0.285059,0.252853,0.193893,0.244796,0.394146,0.215211,0.221948,0.28146,0.228757,0.367198,0.567236,0.32172,0.180625
-2.08302,0.478596,0.311143,0.39723,0.300846,0.265729,0.199249,0.245721,0.420463,0.225228,0.24061,0.290839,0.235128,0.378784,0.619723,0.335489,0.189343
-1.58302,0.480847,0.322505,0.419586,0.317686,0.276567,0.203511,0.246676,0.442727,0.240445,0.259173,0.299926,0.243013,0.391425,0.671115,0.359323,0.198304
-1.08302,0.480288,0.328929,0.434794,0.33055,0.283338,0.205817,0.24739,0.456418,0.253916,0.272731,0.306554,0.249301,0.401723,0.704989,0.382998,0.205603
-0.583018,0.479431,0.331037,0.444801,0.340403,0.287125,0.205848,0.247774,0.463542,0.265087,0.282819,0.311354,0.253594,0.409873,0.723067,0.406514,0.212256
-0.0830181,0.478328,0.326614,0.448762,0.35048,0.288968,0.200008,0.247136,0.46398,0.278347,0.293208,0.315597,0.255354,0.415833,0.720813,0.437012,0.222627
0.416982,0.481887,0.318743,0.440903,0.358624,0.287798,0.190144,0.245131,0.455893,0.289428,0.302667,0.31788,0.251869,0.417152,0.701201,0.457042,0.23638
0.916982,0.488829,0.31379,0.429678,0.361675,0.284739,0.187983,0.242925,0.447672,0.290858,0.308882,0.318871,0.24752,0.416365,0.68339,0.448692,0.247215
1.41698,0.497957,0.310346,0.420102,0.361784,0.281513,0.192586,0.241701,0.442721,0.287304,0.313619,0.321331,0.244117,0.415791,0.665727,0.429459,0.257884
1.91698,0.511609,0.30606,0.409631,0.35834,0.276697,0.203369,0.242696,0.43955,0.281205,0.318977,0.326288,0.241304,0.414762,0.644448,0.40678,0.271359
2.41698,0.52692,0.301387,0.401126,0.349189,0.268388,0.221247,0.248291,0.440257,0.274451,0.324083,0.332053,0.240201,0.413345,0.624882,0.388257,0.286638
2.91698,0.53487,0.297072,0.397157,0.335452,0.256804,0.24125,0.259236,0.444975,0.271224,0.325915,0.33563,0.24103,0.412319,0.61514,0.384118,0.300599
3.41698,0.529112,0.291513,0.392333,0.319779,0.243446,0.256735,0.27348,0.448935,0.273164,0.323146,0.336209,0.242919,0.411909,0.612515,0.384455,0.313901
3.91698,0.508048,0.284219,0.380514,0.304831,0.231487,0.259961,0.286536,0.447264,0.277856,0.314911,0.334257,0.245256,0.410743,0.610345,0.373749,0.327206
4.41698,0.475965,0.275319,0.36069,0.29149,0.223751,0.247436,0.292355,0.437765,0.280864,0.302317,0.329555,0.249111,0.406226,0.604198,0.346257,0.338132
4.91698,0.439547,0.265482,0.337232,0.277726,0.219038,0.225097,0.287498,0.424699,0.277587,0.2869,0.319058,0.256744,0.394359,0.593484,0.308228,0.347078
5.41698,0.405439,0.256213,0.315507,0.262275,0.213527,0.20422,0.27332,0.415769,0.264284,0.269512,0.301355,0.268751,0.374267,0.580474,0.271222,0.355173
5.91698,0.377833,0.249176,0.296734,0.246111,0.206121,0.194425,0.254906,0.412857,0.241355,0.250679,0.279497,0.281904,0.350376,0.567183,0.243293,0.363679
6.41698,0.360314,0.246432,0.277901,0.23264,0.198417,0.197574,0.239345,0.410951,0.21417,0.231187,0.258765,0.291007,0.330164,0.55432,0.225712,0.372741
6.91698,0.356144,0.249439,0.259281,0.225774,0.192407,0.207797,0.232179,0.403213,0.189637,0.214116,0.244151,0.291619,0.321156,0.542511,0.218364,0.37947
7.41698,0.366822,0.256849,0.246019,0.225846,0.189788,0.217225,0.235676,0.388259,0.174724,0.203422,0.238075,0.282381,0.324702,0.533511,0.221071,0.383737
7.91698,0.392757,0.264775,0.242931,0.228904,0.190603,0.221063,0.24941,0.371613,0.171813,0.199357,0.240538,0.266525,0.333851,0.531045,0.234537,0.38648
8.41698,0.429398,0.269533,0.250587,0.230555,0.194923,0.218938,0.270436,0.360945,0.180603,0.199318,0.249868,0.24949,0.338318,0.539876,0.256505,0.388879
8.91698,0.470996,0.271422,0.265551,0.22997,0.20367,0.214399,0.292945,0.361262,0.199286,0.199595,0.260799,0.235578,0.33248,0.561342,0.279836,0.389392
9.41698,0.510118,0.273672,0.283862,0.230725,0.215314,0.211825,0.307145,0.374204,0.223373,0.198364,0.267706,0.226366,0.31809,0.588176,0.297582,0.383152
9.91698,0.536907,0.27668,0.301565,0.23495,0.224051,0.213612,0.306841,0.393862,0.248145,0.196472,0.267045,0.21941,0.300638,0.603963,0.306189,0.368666
10.417,0.542965,0.276823,0.313882,0.239415,0.224584,0.218919,0.292745,0.410462,0.267866,0.1955,0.260054,0.211965,0.285299,0.593133,0.305331,0.347589
10.917,0.520977,0.269952,0.312571,0.236923,0.216109,0.221834,0.269907,0.41535,0.274899,0.195265,0.250518,0.202245,0.273523,0.551716,0.297936,0.322921
11.417,0.471393,0.252888,0.289849,0.221294,0.201669,0.21638,0.244236,0.403296,0.261239,0.193471,0.240231,0.190293,0.263111,0.488439,0.283997,0.297049
11.917,0.402101,0.227282,0.247053,0.193266,0.185736,0.201227,0.21811,0.375159,0.227376,0.189118,0.228384,0.177604,0.251754,0.419721,0.263034,0.270457
12.417,0.329206,0.199404,0.19353,0.162108,0.170766,0.180199,0.192265,0.334436,0.18357,0.183356,0.213736,0.167585,0.240406,0.360305,0.238441,0.244852
12.917,0.276157,0.177153,0.146736,0.141006,0.158873,0.161542,0.169832,0.288969,0.145446,0.178827,0.197923,0.164955,0.233839,0.320079,0.216177,0.222725
13.417,0.263867,0.168732,0.122571,0.139121,0.15445,0.151259,0.156381,0.256462,0.127953,0.17827,0.185708,0.172024,0.236177,0.304969,0.204716,0.209623
13.917,0.291661,0.174367,0.121021,0.154442,0.157316,0.148329,0.15311,0.246943,0.130765,0.182118,0.180356,0.186526,0.248191,0.309583,0.206659,0.208366
14.417,0.333957,0.183297,0.133768,0.174614,0.161844,0.149254,0.154832,0.255048,0.142986,0.185629,0.18018,0.199436,0.263086,0.318604,0.215323,0.217238
