Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-19.5525,0.288169,0.116871,0.113534,0.154414,0.162335,0.150986,0.0986641,0.183866,0.0990107,0.118202,0.130186,0.0999236,0.176111,0.254722,0.175483,0.137199
-19.0525,0.295973,0.117895,0.116872,0.158823,0.162849,0.152513,0.103048,0.185757,0.103184,0.125388,0.133803,0.103513,0.17865,0.256169,0.179303,0.139155
-18.5525,0.302618,0.119691,0.120794,0.160648,0.16091,0.151623,0.10649,0.187557,0.106752,0.132039,0.137274,0.10829,0.180513,0.262525,0.183144,0.141515
-18.0525,0.310131,0.122829,0.125603,0.16106,0.157757,0.150467,0.111657,0.191952,0.11122,0.138337,0.142612,0.114253,0.184229,0.273817,0.188135,0.145007
-17.5525,0.3162,0.127839,0.131152,0.160766,0.154575,0.149121,0.118695,0.19793,0.115883,0.143294,0.149152,0.121009,0.187854,0.288304,0.19361,0.149327
-17.0525,0.320612,0.134381,0.137932,0.160945,0.152857,0.147472,0.126782,0.20453,0.120003,0.146813,0.156682,0.128374,0.190457,0.304111,0.198577,0.154318
-16.5525,0.324075,0.141859,0.146475,0.163357,0.153904,0.145595,0.134812,0.210833,0.122867,0.149518,0.164984,0.136328,0.191896,0.319596,0.202602,0.15977
-16.0525,0.327012,0.148462,0.155661,0.168173,0.157558,0.143049,0.139308,0.21394,0.123396,0.15141,0.172485,0.143842,0.190936,0.332111,0.204705,0.164632
-15.5525,0.331177,0.152253,0.163912,0.173678,0.161717,0.139712,0.13841,0.212955,0.122124,0.152746,0.178814,0.150069,0.188349,0.340207,0.205488,0.168845
-15.0525,0.337251,0.152794,0.170333,0.177093,0.164696,0.136036,0.133203,0.208652,0.120167,0.153564,0.184458,0.154728,0.184629,0.344133,0.207036,0.173186
-14.5525,0.343901,0.150539,0.175255,0.17644,0.166554,0.132268,0.126215,0.202392,0.118339,0.154215,0.189587,0.157823,0.180211,0.343707,0.211672,0.178572
-14.0525,0.348678,0.146449,0.17982,0.172216,0.168413,0.128486,0.120156,0.196171,0.117887,0.155415,0.19401,0.159833,0.17704,0.341232,0.220388,0.185546
-13.5525,0.349832,0.141686,0.184885,0.167642,0.171517,0.125373,0.1173,0.191706,0.122108,0.158184,0.197593,0.161211,0.178182,0.342175,0.231429,0.193799
-13.0525,0.346915,0.136727,0.190624,0.166691,0.176501,0.124006,0.118702,0.189944,0.134519,0.163335,0.199945,0.162513,0.185769,0.352174,0.241087,0.202599
-12.5525,0.341462,0.131884,0.197691,0.171092,0.184017,0.125997,0.124846,0.19195,0.15569,0.171096,0.201028,0.164804,0.199499,0.373482,0.24659,0.211537
-12.0525,0.337045,0.1284,0.207936,0.179344,0.195985,0.132435,0.136154,0.199272,0.180226,0.181665,0.201049,0.16976,0.217138,0.402972,0.248754,0.220505
-11.5525,0.337759,0.12865,0.222301,0.188647,0.214038,0.142884,0.152128,0.213023,0.200109,0.194614,0.200899,0.178575,0.235964,0.434085,0.251378,0.229292
-11.0525,0.34691,0.134733,0.239699,0.197989,0.238345,0.155781,0.171645,0.232841,0.21148,0.208899,0.202629,0.191191,0.254764,0.461661,0.258422,0.237833
-10.5525,0.365813,0.147347,0.256486,0.20838,0.265261,0.168634,0.192584,0.256195,0.216377,0.222315,0.20714,0.205483,0.273246,0.483337,0.271721,0.245865
-10.0525,0.392506,0.164306,0.268983,0.221865,0.288104,0.179391,0.212497,0.279359,0.221945,0.232326,0.213493,0.218378,0.291025,0.498462,0.290271,0.253619
-9.55246,0.422566,0.180476,0.27509,0.238436,0.299036,0.186007,0.22824,0.297991,0.232134,0.236915,0.218948,0.227636,0.305132,0.504347,0.308862,0.261418
-9.05246,0.449103,0.18963,0.273832,0.254055,0.294287,0.186511,0.23676,0.308407,0.244031,0.234988,0.220157,0.232116,0.310805,0.497563,0.31882,0.268893
-8.55246,0.466133,0.188613,0.265194,0.263114,0.276617,0.180584,0.236771,0.309846,0.251261,0.226796,0.21584,0.231596,0.304637,0.477027,0.31311,0.275116
-8.05246,0.468049,0.179287,0.250355,0.259751,0.252168,0.170693,0.228998,0.303526,0.247681,0.21419,0.206806,0.225867,0.287476,0.445465,0.290331,0.277687
-7.55246,0.452821,0.167361,0.232112,0.242731,0.2267,0.160927,0.216318,0.292158,0.232744,0.200046,0.196049,0.214342,0.264623,0.409179,0.256146,0.273698
-7.05246,0.423543,0.158485,0.214326,0.217074,0.204482,0.154952,0.20214,0.278416,0.211007,0.1878,0.18661,0.198771,0.243078,0.376032,0.220878,0.261119
-6.55246,0.386189,0.154408,0.199297,0.189035,0.187347,0.153539,0.188392,0.264053,0.189087,0.179866,0.179502,0.182341,0.227137,0.350895,0.192623,0.240278
-6.05246,0.347766,0.152478,0.187225,0.164032,0.176761,0.154503,0.176234,0.249722,0.17287,0.176557,0.174198,0.168143,0.217304,0.335477,0.175287,0.214828
-5.55246,0.31373,0.14947,0.176616,0.144678,0.17363,0.154758,0.166302,0.23574,0.165307,0.175613,0.169331,0.158121,0.210776,0.326998,0.167873,0.191628
-5.05246,0.288022,0.144336,0.167519,0.130942,0.176675,0.152284,0.158296,0.224459,0.164892,0.172787,0.163868,0.15106,0.20524,0.320417,0.165927,0.177113
