Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-20.3931,0.132029,0.130793,0.144937,0.100668,0.0938719,0.070474,0.11694,0.157779,0.0821417,0.131359,0.110488,0.0928644,0.160031,0.261315,0.131564,0.124122
-19.8931,0.142414,0.126716,0.147078,0.103757,0.0986877,0.0771797,0.118338,0.165081,0.0864025,0.131177,0.115737,0.0941593,0.16658,0.263508,0.143871,0.127868
-19.3931,0.157188,0.123185,0.148257,0.111457,0.118239,0.0879548,0.126416,0.182625,0.0919454,0.126954,0.126741,0.0979223,0.186059,0.266205,0.155552,0.129987
-18.8931,0.166706,0.119039,0.144548,0.117935,0.138938,0.0965253,0.133927,0.208403,0.0975457,0.120983,0.139449,0.101091,0.201809,0.260693,0.162075,0.130441
-18.3931,0.179103,0.116945,0.140181,0.121188,0.152409,0.101688,0.138053,0.22656,0.103217,0.117108,0.149561,0.104201,0.208582,0.256283,0.163725,0.131245
-17.8931,0.193404,0.115695,0.136793,0.120945,0.15913,0.103933,0.138516,0.232092,0.108595,0.116201,0.155769,0.107291,0.207458,0.252721,0.162799,0.132625
-17.3931,0.208162,0.113553,0.133535,0.119831,0.159839,0.105073,0.136153,0.224105,0.114322,0.11817,0.158095,0.110142,0.204396,0.246211,0.161754,0.134819
-16.8931,0.223746,0.110168,0.1301,0.120402,0.156328,0.106407,0.131369,0.20738,0.121155,0.121673,0.154617,0.112307,0.202123,0.239611,0.162315,0.137652
-16.3931,0.23727,0.105921,0.125024,0.123553,0.15259,0.108853,0.125297,0.192937,0.12795,0.122907,0.148963,0.11468,0.201045,0.237656,0.162999,0.140352
-15.8931,0.247923,0.10481,0.118912,0.129026,0.15077,0.113972,0.121803,0.191061,0.134115,0.120146,0.146627,0.1189,0.200873,0.251562,0.162681,0.142166
