Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-28.7101,0.323207,0.177433,0.160509,0.173876,0.180471,0.170366,0.1957,0.206605,0.171622,0.166175,0.172751,0.157013,0.207066,0.362332,0.201589,0.220147
-28.2101,0.348335,0.188954,0.170374,0.188812,0.19156,0.179814,0.205564,0.220935,0.185957,0.175742,0.186352,0.172781,0.219151,0.38808,0.216768,0.246431
-27.7101,0.369777,0.197545,0.17688,0.19986,0.199297,0.187955,0.211474,0.231269,0.196953,0.182062,0.196028,0.184175,0.228556,0.41214,0.230967,0.269686
-27.2101,0.393248,0.206813,0.183486,0.211858,0.20661,0.199003,0.217916,0.242596,0.208852,0.188572,0.206795,0.196396,0.241252,0.441586,0.246938,0.298441
-26.7101,0.408054,0.212776,0.187413,0.219823,0.211112,0.210149,0.222558,0.250797,0.218267,0.192579,0.213808,0.204748,0.253078,0.467585,0.259053,0.324418
-26.2101,0.407453,0.213647,0.189171,0.221826,0.21243,0.217301,0.224875,0.254401,0.222109,0.19404,0.214758,0.206792,0.259568,0.478601,0.262371,0.341265
-25.7101,0.398035,0.211569,0.1904,0.220623,0.212741,0.218468,0.224675,0.255926,0.222199,0.193603,0.211229,0.205163,0.259306,0.473599,0.259221,0.348414
-25.2101,0.38688,0.208321,0.191401,0.218476,0.212567,0.214356,0.221044,0.256307,0.218961,0.192096,0.205823,0.201555,0.253447,0.456599,0.254707,0.347238
-24.7101,0.378198,0.204437,0.191296,0.215695,0.210513,0.207717,0.21459,0.25456,0.212785,0.190829,0.201484,0.196699,0.247048,0.433742,0.252175,0.339591
-24.2101,0.371896,0.200764,0.189485,0.211996,0.206657,0.202646,0.207479,0.250091,0.20618,0.18938,0.199765,0.191827,0.245412,0.411907,0.252797,0.327903
