Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-26.1593,0.218104,0.163075,0.123427,0.163227,0.189614,0.173618,0.174291,0.242598,0.210186,0.140964,0.246394,0.183023,0.194428,0.234198,0.199377,0.155211
-25.6593,0.217531,0.165563,0.131212,0.16463,0.191097,0.177404,0.180051,0.247497,0.208062,0.142459,0.24918,0.184186,0.196751,0.243122,0.20092,0.157384
-25.1593,0.214977,0.168241,0.136831,0.16501,0.192638,0.180979,0.185899,0.254597,0.205596,0.143771,0.251878,0.185638,0.199227,0.25275,0.200908,0.163777
-24.6593,0.211688,0.170839,0.141805,0.165032,0.194421,0.184231,0.19216,0.262533,0.202504,0.145161,0.253551,0.187675,0.202077,0.263432,0.199637,0.172853
-24.1593,0.207033,0.174701,0.146574,0.16492,0.197332,0.188026,0.200219,0.274169,0.199564,0.147315,0.255684,0.191669,0.206059,0.277925,0.197332,0.18639
-23.6593,0.202069,0.179846,0.150604,0.164619,0.201274,0.191202,0.208954,0.288196,0.19682,0.15035,0.256949,0.198073,0.211098,0.296116,0.193654,0.204137
-23.1593,0.197965,0.186235,0.15343,0.16453,0.205478,0.193277,0.217329,0.303,0.193904,0.154105,0.256572,0.20662,0.216447,0.317737,0.188282,0.224751
-22.6593,0.195768,0.193652,0.15453,0.164819,0.209087,0.193827,0.224366,0.317752,0.189981,0.158035,0.254166,0.216424,0.221201,0.343508,0.181426,0.247389
-22.1593,0.197429,0.199864,0.152378,0.16535,0.210336,0.19129,0.22751,0.327897,0.18417,0.160766,0.248471,0.224154,0.22335,0.369293,0.173984,0.267878
-21.6593,0.204073,0.203429,0.147056,0.166088,0.208534,0.185354,0.226241,0.332356,0.177149,0.162499,0.2398,0.226743,0.221784,0.391091,0.16759,0.28283
-21.1593,0.216559,0.203897,0.140035,0.166522,0.204291,0.176032,0.220921,0.331158,0.170553,0.164208,0.228505,0.222278,0.217334,0.404793,0.163773,0.290544
-20.6593,0.239302,0.201133,0.13285,0.16615,0.198328,0.163239,0.21156,0.323619,0.165975,0.167705,0.213386,0.209512,0.211995,0.407172,0.164212,0.289394
-20.1593,0.266635,0.197075,0.128884,0.165474,0.193395,0.151946,0.20192,0.313287,0.164455,0.172321,0.199011,0.195625,0.208999,0.401082,0.16888,0.282
-19.6593,0.299715,0.192772,0.128505,0.164963,0.189731,0.142694,0.192278,0.300362,0.164574,0.177702,0.185467,0.182998,0.208624,0.389527,0.177899,0.270244
-19.1593,0.335228,0.188869,0.131731,0.165136,0.18722,0.13716,0.183633,0.286116,0.164732,0.182577,0.173906,0.173497,0.210607,0.37518,0.190401,0.25699
-18.6593,0.372592,0.185116,0.139351,0.166309,0.185066,0.136544,0.176451,0.27033,0.163327,0.185983,0.163872,0.16694,0.214681,0.357438,0.205163,0.244199
-18.1593,0.399632,0.18127,0.150846,0.168801,0.182926,0.141321,0.173394,0.257414,0.158956,0.185456,0.156912,0.164035,0.219271,0.339555,0.215944,0.237814
-17.6593,0.418035,0.176084,0.166229,0.173238,0.180413,0.149255,0.17291,0.246827,0.152065,0.181163,0.15027,0.162781,0.222864,0.320815,0.222134,0.237201
-17.1593,0.426682,0.170155,0.182746,0.178876,0.177405,0.157634,0.173143,0.238486,0.14414,0.174121,0.142878,0.162958,0.22479,0.30272,0.223017,0.242038
-16.6593,0.425936,0.164401,0.196833,0.183122,0.174233,0.16359,0.171806,0.23169,0.137482,0.165662,0.134737,0.16409,0.225704,0.287647,0.21964,0.250902
-16.1593,0.41779,0.159577,0.205719,0.183898,0.171621,0.165717,0.1678,0.226432,0.133958,0.1579,0.127406,0.165756,0.226456,0.278205,0.214034,0.261047
-15.6593,0.405209,0.155779,0.209282,0.181102,0.170627,0.163744,0.162075,0.223271,0.133961,0.152559,0.123225,0.167743,0.228558,0.275771,0.208264,0.269174
-15.1593,0.391364,0.153414,0.20934,0.176979,0.172319,0.158977,0.156775,0.223297,0.136869,0.150676,0.123902,0.169551,0.23156,0.280247,0.204092,0.272485
-14.6593,0.378295,0.153191,0.206967,0.173722,0.176681,0.153891,0.153587,0.226351,0.141766,0.152306,0.129267,0.17051,0.234947,0.289467,0.202635,0.269847
-14.1593,0.367166,0.156388,0.202471,0.171832,0.183841,0.151414,0.153926,0.231409,0.149088,0.156698,0.138611,0.170675,0.239011,0.302372,0.205188,0.262305
