ArcLength, AverageFA, Beta, RelBeta, HighExposureBeta
-27.3023,0.165557775,-0.0268122961757447,-0.20408993199313022,-0.31167088018993944
-26.8023,0.16574092499999996,-0.0262128825345891,-0.1984715994914615,-0.30309098299023934
-26.3023,0.16433362499999998,-0.0252423228366169,-0.19055032096882327,-0.2909941988653692
-25.8023,0.16249668750000001,-0.0242756602641517,-0.1828744940105469,-0.2792722500121931
-25.3023,0.16169306249999998,-0.0239773688702887,-0.1803691783461603,-0.27544631930288554
-24.8023,0.161226125,-0.024794827268113,-0.18699109356629956,-0.2855588129719678
-24.3023,0.15955206250000004,-0.0263271067530395,-0.20092707113772265,-0.3068407956429155
-23.8023,0.15333349999999998,-0.0276024503052062,-0.2148615950329559,-0.32812055836830695
-23.3023,0.14764381250000003,-0.0279680618570391,-0.22001649466865728,-0.33599273555539094
-22.8023,0.14830331249999998,-0.0274699791022261,-0.21108594072868359,-0.32235466149719083
-22.3023,0.156084125,-0.0266434212677025,-0.19085449438000968,-0.2914587097497084
-21.8023,0.1717360625,-0.0261519531422546,-0.16825628241666224,-0.2569484105666385
-21.3023,0.19297350000000002,-0.0264825559116681,-0.15112747106148586,-0.23079057093418195
-20.8023,0.214491125,-0.0277618331120942,-0.14226329697244025,-0.2172538672197494
-20.3023,0.23321012500000002,-0.0296937913134469,-0.14045752458200028,-0.21449622667935245
-19.8023,0.24712131249999997,-0.0316681444436696,-0.14306942343956397,-0.2184849232698896
-19.3023,0.25392525000000005,-0.0330263823855825,-0.14776941191704618,-0.2256623941590894
-18.8023,0.2515080625,-0.0333475026055451,-0.1530186890908292,-0.23367869766380606
-18.3023,0.24130474999999998,-0.0326724000902818,-0.1580775035811112,-0.24140414080304373
-17.8023,0.22704856249999997,-0.0316189213281529,-0.16346510703242867,-0.24963168585334536
-17.3023,0.21460756250000004,-0.0312940362618901,-0.17181469769145621,-0.26238255623931034
-16.8023,0.20874143750000004,-0.0328893609936932,-0.18743198129700206,-0.2862321037401651
-16.3023,0.2109145625,-0.036992789096915,-0.21269812413250386,-0.3248166674158032
-15.8023,0.21884474999999998,-0.0430122865961366,-0.24388365348052038,-0.3724408754605815
-15.3023,0.22852612500000002,-0.0493091060388887,-0.27187495247153,-0.41518709380162827
-14.8023,0.237579,-0.0541626940256744,-0.28827570566987015,-0.4402330974686622
-14.3023,0.2454444375,-0.056813608962948,-0.29137118428838266,-0.4449602809030386
-13.8023,0.25263525000000003,-0.0577025794079454,-0.2863388624403292,-0.4372752953456193
-13.3023,0.2588920625,-0.0578121099847445,-0.27990029360859087,-0.42744279456836914
-12.8023,0.26325056249999995,-0.0578197665208642,-0.2750992285845016,-0.4201109671367376
-12.3023,0.26559575,-0.0578647826666274,-0.2707573789795273,-0.4134804191483134
-11.8023,0.2674654375,-0.0579865057782579,-0.2649198976590637,-0.40456585426275865
-11.3023,0.27219525,-0.0585735073552546,-0.25786206098943704,-0.3937876539587211
-10.8023,0.28419125,-0.060271806785167,-0.2514533990575254,-0.3840008247621398
-10.3023,0.30548775,-0.0635049695004744,-0.24672928642028089,-0.37678651326040447
-9.80233,0.334854125,-0.0681060377519201,-0.24306794840943016,-0.3711951916828504
-9.30233,0.36777556249999993,-0.0733441688898642,-0.23926717638033082,-0.365390936900941
-8.80233,0.3990095000000001,-0.0782969891611327,-0.23468436086234265,-0.3583924037920782
-8.30233,0.42606200000000005,-0.0822482983502957,-0.22934884024212035,-0.35024439574613386
-7.80233,0.4477986249999999,-0.0848367772471383,-0.22355559444946926,-0.3413973840502654
-7.30233,0.4637438749999999,-0.0859415088148432,-0.21743707050584388,-0.3320536318898838
-6.80233,0.4738530625000001,-0.0854970815799419,-0.21066816047915213,-0.3217166587460222
-6.30233,0.4787545625000001,-0.0835309992301307,-0.20273426373771017,-0.3096006050211155
-5.80233,0.4802754375,-0.0804524505231503,-0.19381470280812643,-0.2959793186662123
-5.30233,0.4810110624999999,-0.0772216121574756,-0.18546221120935383,-0.28322401818203086
-4.80233,0.482550125,-0.0749958441154951,-0.17990618068172676,-0.274739263897503
-4.30233,0.4860073124999999,-0.0744021548353407,-0.178170652153063,-0.2720888945292502
-3.80233,0.4921396249999999,-0.075098393139456,-0.17894029997718325,-0.27326424312404474
-3.30233,0.5007445,-0.0760510417404312,-0.17950109195862934,-0.2741206426963012
-2.80233,0.5091494999999999,-0.0762586643341577,-0.17779834362478206,-0.2715203327899311
-2.30233,0.5148193125,-0.0752727323566685,-0.17350527610667324,-0.2649642811561403
-1.80233,0.5168601875000001,-0.0731955770468651,-0.16751230720391422,-0.25581226726386896
-1.30233,0.5158195625,-0.0703705357241092,-0.16098081070442447,-0.24583785430251817
-0.802329,0.5105275,-0.0671614032946304,-0.154907537408175,-0.236563205546499
-0.302329,0.5009397500000001,-0.0639383575215801,-0.15011234546231517,-0.22924034704069016
0.197671,0.48818918750000007,-0.0611193645635489,-0.14738333559378847,-0.22507280727297946
0.697671,0.47343599999999997,-0.059053273098423,-0.14752464847501864,-0.22528860973635947
1.19767,0.45741337499999996,-0.0576926523302419,-0.15089490795592173,-0.23043541795283196
1.69767,0.4326958125,-0.0565354607192755,-0.15688868106638176,-0.23958865997095735
2.19767,0.4011806249999999,-0.0550513771410972,-0.16385895761020128,-0.25023314499951155
2.69767,0.3711030625,-0.0530994032338168,-0.16945264039912825,-0.2587753990014721
3.19767,0.3508578125,-0.0511436763218913,-0.1721566871841038,-0.26290481701498036
3.69767,0.34509525,-0.0502000872723134,-0.17336680268551138,-0.2647528149038125
4.19767,0.35210406250000004,-0.0513200373404498,-0.17666637910032837,-0.26979168122816694
4.69767,0.36672837500000005,-0.0548674124758183,-0.1842110108554775,-0.2813132785792575
5.19767,0.38344856250000003,-0.0601192928364955,-0.19436751068125271,-0.29682352550537666
5.69767,0.39953837499999995,-0.0655215469553002,-0.202885176927886,-0.3098310683583073
6.19767,0.4136635,-0.0695339478321749,-0.2062055906866517,-0.31490175591590874
6.69767,0.4253968749999999,-0.0715536945630569,-0.20407055038948552,-0.31164128205440944
7.19767,0.435094375,-0.0721440236673825,-0.19927069615147108,-0.30431130364471637
7.69767,0.44253499999999996,-0.0724113382002756,-0.19526200017341244,-0.2981895229586536
8.19767,0.44782668750000004,-0.0732549087011364,-0.19426213178146537,-0.2966625987309424
8.69767,0.45179368749999993,-0.0749902724728883,-0.1968051019414893,-0.30054603256979584
9.19767,0.4543104375,-0.0773166773083808,-0.2021202346103224,-0.3086629056611998
9.69767,0.45405968750000003,-0.0794953715171375,-0.20869767527067715,-0.3187074811088454
10.1977,0.449536875,-0.0806028028313757,-0.21468052633159054,-0.32784404378976667
10.6977,0.43975431249999997,-0.0798407408801235,-0.21823907669067832,-0.33327839575306906
11.1977,0.42458074999999995,-0.0769069753281088,-0.2182326313150073,-0.3332685528573959
11.6977,0.4055540624999999,-0.0721815444232397,-0.21471951308981008,-0.32790358145108767
12.1977,0.38432987499999993,-0.0665767627548977,-0.20886531700359615,-0.3189634910253816
12.6977,0.364224625,-0.0612044615371308,-0.2024703815645528,-0.30919762390210004
13.1977,0.3483095625,-0.0570316414476056,-0.1974217633144912,-0.30148775169834696
13.6977,0.3387155,-0.0546277372249275,-0.1951329006228954,-0.2979923717804998
14.1977,0.33687018750000003,-0.0539752108600688,-0.19579049303489574,-0.2989965977305642
14.6977,0.3402333125,-0.0544117813095826,-0.19787379504680067,-0.30217806075233505
15.1977,0.34459887499999986,-0.054958182611198,-0.1990039298924229,-0.3039039181654301
15.6977,0.3459593125,-0.0549278860691389,-0.19771388298470519,-0.3019338550109761
16.1977,0.34491018749999997,-0.0542634301525318,-0.1944768215674702,-0.2969904569154126
16.6977,0.34234368750000005,-0.0533386200719187,-0.1913079888755812,-0.2921512526263498
17.1977,0.33594175,-0.0526217089828834,-0.1906972356591621,-0.29121855599265895
17.6977,0.3249620625000001,-0.0525068259906264,-0.19461883825511994,-0.2972073341793187
18.1977,0.3092494375,-0.0532403732345187,-0.20368564705484551,-0.3110534864687882
18.6977,0.2941896875,-0.0547879108108684,-0.2162247328716306,-0.33020224052602487
19.1977,0.28581806249999997,-0.0566356700020424,-0.2279537631276113,-0.34811393831511017
19.6977,0.284914875,-0.057960086701096,-0.23435157615744562,-0.3578841998798318
20.1977,0.2877873125,-0.0582689647319941,-0.23457557683649535,-0.35822627696379555
20.6977,0.29090800000000006,-0.0577256910670041,-0.23186143512698132,-0.35408144273653475
21.1977,0.2908832499999999,-0.0567489965222076,-0.23005826044057792,-0.35132776921545933
21.6977,0.285081125,-0.0554944740612935,-0.2306212976557895,-0.3521875975408007
22.1977,0.27476893750000003,-0.0538390870771791,-0.2325169245940273,-0.35508245722634474
22.6977,0.261540125,-0.0517989274337042,-0.23451068835471828,-0.35812718412745553
23.1977,0.24741593750000002,-0.0497931325112351,-0.23732909834127938,-0.3624312490691656
23.6977,0.234067125,-0.048361927506697,-0.24319871641783783,-0.3713948908051103
24.1977,0.222116625,-0.0477523582877996,-0.25382658461925206,-0.38762497626071685
24.6977,0.2116741875,-0.0478899496654578,-0.2697202887102499,-0.41189665245337925
