Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_14months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM
9.28989,0.278582,0.294134,0.24692,0.248169,0.274802,0.216603,0.267125,0.233692,0.212171,0.268774,0.23513,0.196441,0.200881,0.261416,0.23864,0.233025,0.257535,0.244214,0.247627,0.251877,0.261527,0.253305,0.218251,0.235627,0.256394,0.258299,0.268612,0.287408,0.198299
9.78989,0.278992,0.301198,0.2514,0.260237,0.271898,0.219092,0.260356,0.24103,0.205143,0.265063,0.247534,0.198154,0.203891,0.259521,0.248026,0.240114,0.254455,0.248651,0.246609,0.250185,0.258626,0.246337,0.220695,0.23701,0.253958,0.254861,0.262056,0.284748,0.197683
10.2899,0.279216,0.30749,0.257613,0.271224,0.272059,0.225382,0.254426,0.248997,0.204964,0.258106,0.257252,0.199958,0.206684,0.25656,0.256099,0.249387,0.253562,0.251089,0.246168,0.252519,0.255731,0.242637,0.222011,0.239956,0.254858,0.249671,0.256868,0.281353,0.19973
10.7899,0.281831,0.313316,0.26455,0.279534,0.27489,0.237599,0.251682,0.256706,0.212224,0.251001,0.264202,0.202921,0.210431,0.253752,0.262986,0.259733,0.25651,0.252828,0.2464,0.259249,0.254718,0.243451,0.223955,0.245333,0.261157,0.244359,0.254456,0.277515,0.204558
11.2899,0.289052,0.319434,0.271533,0.286526,0.279443,0.25524,0.253422,0.264592,0.224176,0.246646,0.269411,0.208796,0.216955,0.253217,0.270088,0.270351,0.262662,0.255169,0.24801,0.268426,0.256403,0.24821,0.228868,0.253862,0.272017,0.240712,0.255663,0.275247,0.211203
11.7899,0.301066,0.327321,0.277645,0.294401,0.284057,0.275335,0.259518,0.272847,0.237279,0.245557,0.273345,0.218008,0.22677,0.255681,0.277604,0.280061,0.269644,0.258014,0.250855,0.276995,0.261022,0.255659,0.236357,0.263621,0.284569,0.239062,0.259804,0.275424,0.218616
12.2899,0.315545,0.336492,0.283332,0.303774,0.289958,0.292937,0.26905,0.282297,0.248568,0.247259,0.276128,0.229747,0.238941,0.262001,0.284519,0.288588,0.274979,0.261216,0.254741,0.282944,0.267458,0.264915,0.243994,0.273613,0.29689,0.239951,0.26478,0.277328,0.226641
12.7899,0.328001,0.344186,0.287964,0.312368,0.296556,0.304988,0.281023,0.291281,0.256856,0.249876,0.277014,0.241316,0.250618,0.270148,0.288455,0.294824,0.277775,0.264656,0.258631,0.286192,0.274071,0.27499,0.249802,0.281998,0.308004,0.243391,0.268906,0.279571,0.234348
13.2899,0.334132,0.348103,0.289388,0.317345,0.301316,0.310377,0.291829,0.296812,0.263773,0.251518,0.275397,0.249027,0.258165,0.275884,0.287993,0.296658,0.279058,0.268105,0.261205,0.286956,0.279286,0.284702,0.252213,0.288325,0.316637,0.247175,0.270614,0.280271,0.240752
13.7899,0.332371,0.345804,0.285628,0.316439,0.303271,0.31063,0.297907,0.296281,0.269416,0.251556,0.270768,0.250905,0.260218,0.27677,0.283147,0.291435,0.280604,0.270595,0.261603,0.28602,0.282388,0.290684,0.251797,0.292472,0.320757,0.249305,0.2694,0.279041,0.244066
14.2899,0.323841,0.338016,0.276333,0.308522,0.300593,0.307269,0.296306,0.288789,0.272187,0.249421,0.262291,0.247417,0.25519,0.270739,0.273661,0.278438,0.281958,0.270175,0.258304,0.282685,0.284191,0.290344,0.248024,0.293139,0.317864,0.247257,0.264944,0.275663,0.242982
14.7899,0.311716,0.326724,0.263794,0.29443,0.293932,0.299979,0.286318,0.276512,0.269939,0.245153,0.249903,0.239854,0.244369,0.2582,0.259832,0.259733,0.281098,0.265705,0.250882,0.276399,0.28347,0.283522,0.24036,0.290386,0.309328,0.24062,0.25717,0.270494,0.238346
15.2899,0.298409,0.313877,0.251124,0.275996,0.285011,0.288676,0.27181,0.262067,0.261466,0.240115,0.235174,0.230921,0.231275,0.241696,0.241926,0.238889,0.274687,0.257167,0.24078,0.267801,0.278428,0.272265,0.229411,0.284446,0.298974,0.231229,0.24664,0.263079,0.232164
15.7899,0.284259,0.299744,0.239969,0.255299,0.272641,0.271928,0.25663,0.246794,0.247791,0.23283,0.219495,0.220888,0.218939,0.221836,0.221678,0.218693,0.262878,0.245492,0.229042,0.256718,0.267712,0.259879,0.216294,0.275889,0.289353,0.220433,0.23377,0.252338,0.225589
16.2899,0.269238,0.284736,0.23182,0.235674,0.257026,0.251972,0.243903,0.2311,0.231878,0.223442,0.20502,0.210215,0.210336,0.201629,0.203781,0.201069,0.249347,0.23211,0.217777,0.245296,0.252804,0.249062,0.203306,0.266217,0.281732,0.210048,0.220029,0.239498,0.218478
16.7899,0.254664,0.269758,0.227542,0.219785,0.239929,0.232728,0.235342,0.217077,0.216634,0.213159,0.193595,0.201114,0.205409,0.184348,0.191987,0.187136,0.238147,0.218712,0.20885,0.236651,0.237488,0.241089,0.190892,0.255951,0.274155,0.201931,0.207149,0.22626,0.211072
17.2899,0.241529,0.255081,0.225353,0.208537,0.223865,0.216959,0.229606,0.206022,0.203267,0.202137,0.185605,0.19427,0.202647,0.171805,0.186613,0.177241,0.231727,0.206008,0.201607,0.231939,0.224655,0.235358,0.180021,0.244805,0.264834,0.196011,0.19674,0.215664,0.202765
17.7899,0.230925,0.242527,0.223795,0.201807,0.212897,0.20754,0.226379,0.198707,0.192925,0.192571,0.180845,0.190495,0.200883,0.164888,0.185316,0.171208,0.229224,0.195326,0.196096,0.231332,0.215254,0.230761,0.171326,0.234367,0.254405,0.191707,0.190487,0.210785,0.194421
18.2899,0.224412,0.231753,0.221135,0.198036,0.20921,0.204082,0.225428,0.194621,0.186324,0.185418,0.178489,0.188868,0.199726,0.161844,0.185134,0.169103,0.228748,0.187911,0.192555,0.233265,0.208926,0.225629,0.165382,0.225291,0.243287,0.188275,0.188889,0.210281,0.187195
18.7899,0.223162,0.222534,0.216882,0.196139,0.212762,0.205273,0.226062,0.191663,0.182866,0.181198,0.177738,0.188637,0.199335,0.161001,0.185494,0.170928,0.22938,0.184561,0.191051,0.235995,0.205278,0.219953,0.163964,0.218462,0.23352,0.185436,0.191306,0.212373,0.182415
19.2899,0.227514,0.21679,0.212623,0.196075,0.222681,0.210237,0.227987,0.190389,0.182822,0.181341,0.179482,0.190061,0.200228,0.162207,0.187939,0.177048,0.231319,0.185651,0.192461,0.239924,0.205086,0.215094,0.167847,0.215386,0.227308,0.184626,0.196771,0.217141,0.182114
19.7899,0.235248,0.217038,0.209782,0.198388,0.23712,0.218169,0.230203,0.192707,0.185839,0.186205,0.184689,0.193851,0.202777,0.166655,0.194877,0.187223,0.234495,0.189718,0.196927,0.246102,0.208469,0.212925,0.176796,0.216597,0.226457,0.187591,0.204057,0.22483,0.18678
20.2899,0.243625,0.225868,0.20994,0.203883,0.25294,0.228525,0.232234,0.200075,0.191321,0.194705,0.19347,0.199925,0.207801,0.174802,0.207906,0.201157,0.240247,0.195448,0.203592,0.254989,0.214893,0.215505,0.189062,0.222573,0.231839,0.194686,0.212297,0.235285,0.195243
20.7899,0.250951,0.243736,0.214146,0.21286,0.267556,0.240899,0.234861,0.211519,0.199415,0.204941,0.204989,0.207455,0.215401,0.185563,0.22706,0.218401,0.249313,0.201641,0.211575,0.265426,0.223518,0.223418,0.201508,0.23161,0.2417,0.205308,0.221274,0.245964,0.205544
21.2899,0.258008,0.267812,0.222333,0.225302,0.279342,0.254851,0.240254,0.225036,0.210416,0.216152,0.2181,0.216886,0.225972,0.198306,0.250788,0.237845,0.261453,0.209182,0.220964,0.275727,0.233665,0.236305,0.213048,0.240511,0.253919,0.218938,0.231565,0.25423,0.217379
21.7899,0.265414,0.291332,0.232185,0.239806,0.28806,0.268825,0.24841,0.237765,0.223149,0.2266,0.23074,0.227727,0.23869,0.211507,0.274608,0.257275,0.274664,0.218201,0.230543,0.283808,0.244277,0.251645,0.22263,0.246662,0.265443,0.233165,0.242705,0.259575,0.229696
22.2899,0.273179,0.309742,0.243106,0.254695,0.296701,0.282191,0.259067,0.24955,0.237777,0.236197,0.24303,0.241148,0.252952,0.22506,0.296112,0.274799,0.287508,0.229451,0.240561,0.290753,0.255958,0.267994,0.230997,0.251741,0.276567,0.24695,0.255123,0.264889,0.242557
22.7899,0.280052,0.321488,0.254754,0.267444,0.306451,0.294161,0.271314,0.261495,0.253852,0.244774,0.255127,0.25775,0.267186,0.237909,0.313575,0.28889,0.298838,0.242766,0.250922,0.297564,0.269094,0.284761,0.239197,0.258613,0.288232,0.25882,0.268174,0.271818,0.254907
23.2899,0.285913,0.328991,0.266404,0.276058,0.316525,0.304478,0.283733,0.273555,0.27026,0.25162,0.266891,0.276147,0.279348,0.248578,0.325695,0.298508,0.30728,0.255825,0.260743,0.304768,0.283349,0.300559,0.247714,0.269336,0.300403,0.267517,0.279673,0.279505,0.265014
23.7899,0.292762,0.336328,0.276855,0.280492,0.324825,0.314259,0.295699,0.284847,0.286253,0.257243,0.278371,0.294267,0.28908,0.256532,0.33305,0.304011,0.312424,0.266508,0.26963,0.312739,0.29766,0.31367,0.257281,0.283205,0.311958,0.274177,0.287614,0.28597,0.272182
24.2899,0.303049,0.345002,0.284424,0.282818,0.33066,0.324651,0.306878,0.294964,0.301402,0.262505,0.28871,0.309176,0.297877,0.262213,0.33676,0.306975,0.314877,0.273965,0.27754,0.320804,0.310399,0.322264,0.267344,0.297997,0.320818,0.280724,0.291881,0.290381,0.277142
24.7899,0.315115,0.350609,0.287014,0.283434,0.332993,0.332904,0.315315,0.302046,0.313509,0.266911,0.295115,0.316852,0.30473,0.264923,0.336631,0.306926,0.31434,0.27796,0.283133,0.326608,0.318492,0.32402,0.274331,0.309722,0.324294,0.286594,0.292258,0.291514,0.279609
25.2899,0.324963,0.35011,0.286208,0.283606,0.332778,0.337047,0.320411,0.305686,0.321004,0.271636,0.297096,0.317379,0.309317,0.264657,0.334166,0.305173,0.312253,0.28032,0.286736,0.32909,0.321645,0.320877,0.276227,0.316474,0.323312,0.290159,0.291109,0.290757,0.280367
25.7899,0.326462,0.343377,0.283203,0.283154,0.3289,0.334666,0.321196,0.304337,0.322415,0.276272,0.294416,0.311291,0.308891,0.261479,0.328457,0.300382,0.307526,0.28141,0.287553,0.326283,0.319978,0.314174,0.271814,0.316539,0.317789,0.287498,0.288349,0.287937,0.277645
26.2899,0.316457,0.331981,0.27747,0.280817,0.318183,0.325154,0.315082,0.29576,0.315649,0.278064,0.286141,0.299519,0.300926,0.25372,0.316558,0.290107,0.297716,0.279483,0.283655,0.316706,0.31283,0.303478,0.260311,0.30868,0.306338,0.275317,0.281852,0.280743,0.268016
26.7899,0.296017,0.316779,0.267256,0.274213,0.297976,0.309923,0.300828,0.279073,0.300611,0.274306,0.271445,0.282747,0.285867,0.238338,0.295475,0.273443,0.281212,0.272457,0.273698,0.300412,0.298727,0.287213,0.241535,0.293335,0.288405,0.254,0.269201,0.266644,0.250001
27.2899,0.266987,0.293487,0.248911,0.258415,0.266479,0.287687,0.27646,0.252009,0.276291,0.261009,0.24794,0.259657,0.263625,0.212589,0.263115,0.248484,0.255846,0.257207,0.254337,0.276232,0.274494,0.262587,0.214957,0.268093,0.262211,0.225623,0.247311,0.242657,0.223403
27.7899,0.239483,0.26868,0.228717,0.238918,0.233747,0.26563,0.249765,0.223039,0.250364,0.244013,0.223503,0.237302,0.241999,0.184766,0.229895,0.223097,0.229841,0.239245,0.232728,0.251858,0.247824,0.237028,0.188901,0.241513,0.23601,0.198932,0.224009,0.216986,0.196851
28.2899,0.212361,0.241086,0.206204,0.215575,0.199404,0.242524,0.221879,0.192688,0.223256,0.22428,0.197776,0.214715,0.22082,0.154539,0.195673,0.197415,0.20237,0.219028,0.208881,0.22678,0.218296,0.210391,0.162887,0.213222,0.210079,0.173523,0.198795,0.189733,0.170785
28.7899,0.188141,0.208064,0.182105,0.186139,0.164286,0.216747,0.191471,0.158028,0.194007,0.20139,0.171672,0.193047,0.201506,0.124144,0.161738,0.170357,0.173189,0.195234,0.18123,0.201452,0.185416,0.182767,0.137638,0.180315,0.182973,0.150414,0.17165,0.16117,0.145725
