Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-20.1154,0.24833,0.167543,0.171869,0.168322,0.149192,0.166007,0.172235,0.228738,0.150859,0.163994,0.173679,0.200868,0.204816,0.306822,0.188533
-19.6154,0.233353,0.163566,0.169539,0.17125,0.15168,0.165841,0.16568,0.224579,0.15334,0.165563,0.165001,0.163546,0.201182,0.300774,0.183893
-19.1154,0.234522,0.167162,0.176585,0.176993,0.162127,0.172734,0.164459,0.227671,0.15909,0.173452,0.165011,0.14565,0.206467,0.313347,0.184824
-18.6154,0.253166,0.178993,0.1896,0.184623,0.17687,0.185244,0.170612,0.238136,0.168562,0.184352,0.175385,0.14486,0.21905,0.340677,0.191132
-18.1154,0.285782,0.199576,0.203959,0.19405,0.191574,0.200385,0.184416,0.256712,0.181077,0.197278,0.19463,0.154345,0.234846,0.374655,0.2014
-17.6154,0.323032,0.225162,0.21695,0.203003,0.201734,0.215399,0.201624,0.279614,0.193361,0.213613,0.216573,0.166246,0.248933,0.407205,0.212008
-17.1154,0.355869,0.250146,0.230968,0.211418,0.207186,0.229234,0.217121,0.304649,0.203191,0.239942,0.236874,0.177577,0.260591,0.438751,0.223175
-16.6154,0.379503,0.269897,0.250621,0.218263,0.210144,0.241127,0.227778,0.33056,0.210683,0.280072,0.252341,0.188858,0.271359,0.471916,0.235488
-16.1154,0.392913,0.28201,0.277361,0.224276,0.212724,0.250997,0.233571,0.356369,0.215886,0.33016,0.262469,0.200014,0.282438,0.501685,0.249674
-15.6154,0.400668,0.289568,0.307919,0.230017,0.215231,0.260292,0.237495,0.381442,0.21979,0.381696,0.269326,0.210866,0.29323,0.523447,0.263676
-15.1154,0.405655,0.295669,0.334978,0.234882,0.216274,0.267939,0.240911,0.401976,0.221322,0.423228,0.274298,0.220609,0.30089,0.533843,0.272644
-14.6154,0.409045,0.301432,0.352136,0.238952,0.216096,0.272535,0.243514,0.414811,0.219485,0.447543,0.279148,0.227256,0.304378,0.534292,0.276271
-14.1154,0.408882,0.303757,0.355134,0.240507,0.214983,0.272407,0.243601,0.414785,0.214896,0.450047,0.282331,0.228649,0.304063,0.526555,0.275707
-13.6154,0.401375,0.298935,0.34356,0.23733,0.212351,0.265366,0.239213,0.399078,0.209148,0.42965,0.281385,0.223834,0.299493,0.507421,0.272067
-13.1154,0.385386,0.286264,0.319937,0.228197,0.206775,0.251648,0.230136,0.369438,0.203609,0.389131,0.275576,0.21336,0.289898,0.475879,0.265545
-12.6154,0.364122,0.268401,0.289114,0.214634,0.197651,0.234323,0.21824,0.333266,0.198813,0.337083,0.265848,0.199802,0.276574,0.435767,0.256784
-12.1154,0.342165,0.248904,0.257454,0.199463,0.185698,0.216957,0.205027,0.299433,0.194386,0.284959,0.254078,0.185681,0.261719,0.393919,0.247392
-11.6154,0.326565,0.232341,0.232157,0.187945,0.174575,0.204406,0.193967,0.274974,0.190579,0.243604,0.242824,0.17465,0.249812,0.360019,0.241442
-11.1154,0.321131,0.221795,0.216989,0.183797,0.168369,0.198936,0.188116,0.262127,0.188924,0.218055,0.234252,0.169266,0.243808,0.33918,0.242103
-10.6154,0.324919,0.217977,0.211754,0.18747,0.169304,0.198745,0.188344,0.259468,0.190379,0.207374,0.22959,0.170495,0.243629,0.333584,0.249129
-10.1154,0.332841,0.21871,0.211644,0.195911,0.176572,0.20013,0.193295,0.262669,0.194528,0.205524,0.227759,0.176099,0.247203,0.340414,0.259382
-9.61538,0.342554,0.222689,0.214274,0.206872,0.188281,0.201893,0.200771,0.269826,0.200503,0.208278,0.227688,0.184059,0.253648,0.356142,0.270382
-9.11538,0.353898,0.229053,0.218672,0.218538,0.201242,0.204497,0.208326,0.279151,0.206395,0.213186,0.227422,0.1925,0.262341,0.376164,0.28102
-8.61538,0.366969,0.23718,0.225037,0.229968,0.211961,0.208864,0.214771,0.288802,0.210282,0.219996,0.225894,0.199373,0.272547,0.394681,0.290387
-8.11538,0.385894,0.247818,0.235743,0.243318,0.220629,0.216609,0.222062,0.300893,0.213651,0.23188,0.226228,0.20529,0.286057,0.411884,0.301274
-7.61538,0.412208,0.259423,0.251041,0.258952,0.228761,0.226986,0.232069,0.315341,0.218808,0.250182,0.231277,0.210387,0.303606,0.429755,0.315443
-7.11538,0.445552,0.2716,0.27111,0.277125,0.238368,0.23877,0.246233,0.330556,0.229,0.275262,0.242892,0.216261,0.324392,0.452344,0.333466
-6.61538,0.485759,0.28551,0.296291,0.297716,0.251264,0.25193,0.265181,0.346517,0.24735,0.306878,0.26103,0.225358,0.348164,0.484732,0.355703
-6.11538,0.530783,0.301913,0.325377,0.319413,0.268214,0.266285,0.287868,0.364447,0.273367,0.343279,0.282526,0.23842,0.373305,0.527347,0.380168
-5.61538,0.577967,0.320831,0.356173,0.341833,0.28989,0.282373,0.312939,0.387154,0.305902,0.383212,0.304783,0.254933,0.398306,0.578163,0.40473
-5.11538,0.619244,0.33873,0.384632,0.363228,0.314327,0.299153,0.337315,0.415217,0.338455,0.421628,0.324069,0.271123,0.421942,0.628286,0.425494
