Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-4.61538,0.648666,0.352777,0.409532,0.383768,0.339554,0.314616,0.359861,0.446994,0.366477,0.454683,0.338772,0.283754,0.444646,0.670814,0.441561
-4.11538,0.662776,0.362723,0.431659,0.401568,0.361888,0.325894,0.379606,0.478651,0.383107,0.477406,0.349194,0.291068,0.467855,0.699729,0.454169
-3.61538,0.665733,0.37221,0.451202,0.414348,0.377514,0.331598,0.396214,0.507691,0.387267,0.488635,0.357266,0.295024,0.490369,0.712429,0.466793
-3.11538,0.673847,0.386444,0.468609,0.422805,0.386342,0.334337,0.411859,0.536153,0.392548,0.492794,0.366424,0.304571,0.509365,0.715882,0.484294
-2.61538,0.701393,0.410893,0.483839,0.430305,0.390775,0.337834,0.43066,0.570035,0.406915,0.497047,0.378603,0.329741,0.524623,0.72085,0.507777
-2.11538,0.751836,0.445697,0.496706,0.444527,0.395725,0.345563,0.457967,0.617566,0.427559,0.509746,0.395209,0.375502,0.538955,0.741247,0.53462
-1.61538,0.813565,0.482769,0.508213,0.473234,0.40637,0.358335,0.493279,0.671932,0.444687,0.532207,0.413486,0.434526,0.554726,0.777489,0.559348
-1.11538,0.86984,0.513677,0.519436,0.515491,0.42481,0.37392,0.526424,0.715775,0.449834,0.557325,0.429677,0.491708,0.570817,0.816316,0.578897
-0.615376,0.905619,0.531495,0.528863,0.557179,0.445511,0.38737,0.542528,0.74443,0.447767,0.572303,0.441147,0.531148,0.582079,0.840209,0.591685
-0.115376,0.923086,0.543157,0.540595,0.593,0.470023,0.398246,0.540137,0.750672,0.451969,0.563178,0.449835,0.555236,0.587667,0.846343,0.604015
0.384624,0.918793,0.545033,0.549749,0.60455,0.484129,0.402304,0.520071,0.727837,0.458289,0.538348,0.454243,0.559726,0.583974,0.83611,0.613515
0.884624,0.895199,0.533586,0.54789,0.590824,0.48091,0.399936,0.49405,0.68965,0.459058,0.512437,0.452411,0.549512,0.571039,0.821927,0.614578
1.38462,0.861445,0.508577,0.531119,0.561563,0.463509,0.394562,0.46934,0.645119,0.44821,0.486365,0.441973,0.5294,0.550463,0.806962,0.602926
1.88462,0.820439,0.468356,0.499462,0.519105,0.433394,0.386675,0.441832,0.607015,0.425384,0.459157,0.421363,0.497619,0.522057,0.77912,0.577553
2.38462,0.780858,0.424392,0.462001,0.474201,0.400552,0.378666,0.416117,0.586379,0.396324,0.424131,0.395656,0.461952,0.492882,0.74158,0.546622
2.88462,0.746682,0.384746,0.428134,0.432793,0.369439,0.371834,0.392348,0.57202,0.366418,0.38802,0.372032,0.425516,0.466814,0.698509,0.519304
3.38462,0.720867,0.354164,0.403001,0.39929,0.342889,0.367228,0.372038,0.557019,0.341671,0.363474,0.357181,0.393865,0.446022,0.663526,0.499564
3.88462,0.707589,0.337057,0.386253,0.376252,0.322981,0.366448,0.35698,0.540905,0.325857,0.353187,0.352806,0.371475,0.432706,0.650027,0.485655
4.38462,0.706021,0.333241,0.376719,0.363376,0.311912,0.369575,0.350078,0.524691,0.318102,0.354221,0.353934,0.360721,0.428229,0.658766,0.474627
4.88462,0.709705,0.33879,0.374218,0.359811,0.309704,0.375716,0.352541,0.509445,0.315388,0.363921,0.354372,0.361189,0.432355,0.683554,0.465178
5.38462,0.71225,0.347486,0.377066,0.362947,0.31455,0.383519,0.362037,0.494822,0.316335,0.377661,0.352509,0.370044,0.442729,0.714553,0.457144
5.88462,0.708973,0.353814,0.382308,0.368677,0.323282,0.390747,0.373497,0.482121,0.319808,0.391369,0.351158,0.382646,0.455528,0.740936,0.45022
6.38462,0.701633,0.356054,0.386548,0.37226,0.331242,0.39521,0.382075,0.474313,0.324358,0.401464,0.353999,0.39371,0.465203,0.756502,0.444005
6.88462,0.693278,0.354324,0.386667,0.37002,0.334262,0.39402,0.384102,0.470927,0.327992,0.403024,0.359266,0.400055,0.467104,0.75884,0.437527
7.38462,0.682295,0.350645,0.381537,0.361765,0.329427,0.385751,0.379357,0.469544,0.328461,0.395391,0.363026,0.399912,0.45901,0.74959,0.429496
7.88462,0.667077,0.344782,0.372078,0.349364,0.317752,0.371442,0.369835,0.465896,0.325094,0.380198,0.361649,0.393353,0.441016,0.730354,0.41848
8.38462,0.643976,0.335929,0.360041,0.333826,0.302125,0.353274,0.357696,0.456696,0.317737,0.361088,0.353082,0.380334,0.41568,0.704494,0.403856
8.88462,0.612115,0.324595,0.346307,0.315888,0.285649,0.333636,0.345518,0.440286,0.304966,0.343177,0.337614,0.360307,0.387113,0.676246,0.386493
9.38462,0.573471,0.312391,0.3312,0.295706,0.270791,0.313482,0.334355,0.415965,0.286548,0.328029,0.315761,0.334077,0.359815,0.6463,0.368265
9.88462,0.532693,0.302774,0.31475,0.274293,0.258996,0.294855,0.325183,0.387262,0.265304,0.316438,0.292287,0.306031,0.338088,0.614975,0.351117
10.3846,0.49807,0.298282,0.298416,0.256385,0.251149,0.281918,0.319516,0.361766,0.245736,0.309525,0.271692,0.282047,0.326059,0.585978,0.337482
10.8846,0.478137,0.298476,0.286597,0.24662,0.248019,0.278797,0.31781,0.347944,0.232954,0.30737,0.256814,0.266913,0.325468,0.566342,0.330223
11.3846,0.479587,0.301946,0.282523,0.246966,0.250548,0.286368,0.320093,0.351196,0.230565,0.309522,0.248723,0.261839,0.333402,0.564493,0.33163
11.8846,0.501363,0.306976,0.288627,0.256758,0.257545,0.301466,0.324423,0.369373,0.239206,0.314746,0.247515,0.265247,0.343876,0.579416,0.339953
12.3846,0.534248,0.312373,0.304922,0.27333,0.266319,0.320015,0.328142,0.393766,0.256242,0.322983,0.254433,0.275231,0.352176,0.601641,0.350164
12.8846,0.564791,0.317246,0.329542,0.292577,0.2742,0.338668,0.33003,0.414386,0.275844,0.335438,0.268624,0.28793,0.357071,0.624742,0.355892
13.3846,0.583456,0.321669,0.356779,0.310215,0.278863,0.353912,0.329503,0.42588,0.291372,0.350927,0.287482,0.299057,0.360365,0.64764,0.354141
13.8846,0.588577,0.325939,0.377014,0.322628,0.280964,0.362217,0.326475,0.431858,0.298911,0.36416,0.307246,0.305764,0.363841,0.670186,0.347497
14.3846,0.583528,0.328726,0.383688,0.326738,0.283277,0.362006,0.321097,0.438321,0.29785,0.369387,0.322069,0.306835,0.365365,0.685845,0.339857
14.8846,0.572245,0.327707,0.37685,0.323167,0.287988,0.353189,0.313204,0.447393,0.289427,0.364291,0.328721,0.302296,0.362511,0.686662,0.332282
15.3846,0.558155,0.320381,0.360911,0.314311,0.293459,0.338027,0.302534,0.453559,0.276802,0.350473,0.326274,0.293203,0.354535,0.668228,0.323008
15.8846,0.541251,0.305126,0.343047,0.30315,0.294471,0.319536,0.288632,0.448024,0.26316,0.33161,0.314758,0.280985,0.341838,0.633059,0.311112
16.3846,0.517201,0.282086,0.326637,0.291806,0.286228,0.299816,0.271757,0.426422,0.2501,0.309174,0.295096,0.267116,0.325756,0.586557,0.297825
16.8846,0.482499,0.253394,0.310532,0.280279,0.267889,0.281065,0.252665,0.395383,0.238159,0.28446,0.268913,0.252324,0.307458,0.533996,0.285945
17.3846,0.439394,0.222568,0.294474,0.267055,0.24365,0.262991,0.232783,0.3654,0.226845,0.259198,0.241416,0.236349,0.287574,0.481858,0.275969
17.8846,0.39721,0.195602,0.278286,0.252058,0.221554,0.245601,0.215399,0.344455,0.216153,0.237308,0.220171,0.220733,0.268365,0.43849,0.266384
18.3846,0.367273,0.177604,0.266348,0.24008,0.206778,0.232672,0.203577,0.334034,0.208813,0.223105,0.208192,0.209399,0.254615,0.411066,0.259411
18.8846,0.345013,0.164957,0.256297,0.229104,0.195641,0.22085,0.19444,0.329234,0.203016,0.212572,0.203717,0.200407,0.243025,0.392518,0.252509
19.3846,0.324307,0.154991,0.245877,0.216329,0.187978,0.207681,0.186841,0.327745,0.196592,0.203607,0.203741,0.19311,0.23169,0.375914,0.244444
