Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-23.6997,0.240642,0.115264,0.129756,0.105177,0.109377,0.12735,0.140697,0.159785,0.113234,0.0929037,0.126218,0.125508,0.142258,0.260538,0.115976
-23.1997,0.260496,0.11464,0.134301,0.118234,0.123868,0.129543,0.151444,0.168758,0.114729,0.10442,0.132359,0.13182,0.152407,0.269547,0.129367
-22.6997,0.244869,0.10708,0.129012,0.111745,0.11451,0.116704,0.151623,0.165473,0.106672,0.10385,0.123293,0.130024,0.1461,0.251055,0.130609
-22.1997,0.247141,0.114742,0.139622,0.115001,0.114077,0.121348,0.155814,0.178095,0.112206,0.113739,0.12812,0.135295,0.154428,0.258153,0.144447
-21.6997,0.250952,0.120484,0.147304,0.117859,0.114535,0.125476,0.158067,0.184721,0.116316,0.118373,0.132778,0.138391,0.159068,0.260105,0.152388
-21.1997,0.256059,0.124641,0.151392,0.121204,0.117853,0.130221,0.16183,0.189706,0.11964,0.122478,0.137746,0.140793,0.161663,0.265129,0.158009
-20.6997,0.265128,0.129669,0.155425,0.126709,0.123982,0.137276,0.167054,0.197472,0.124859,0.127677,0.143944,0.144128,0.166368,0.275494,0.1658
-20.1997,0.280649,0.137117,0.161756,0.136748,0.133571,0.147525,0.175381,0.210492,0.133649,0.135914,0.152789,0.150492,0.176207,0.292538,0.178708
-19.6997,0.303444,0.148475,0.172844,0.152321,0.14701,0.161389,0.187654,0.230265,0.147313,0.149753,0.164817,0.161408,0.192299,0.31879,0.196283
-19.1997,0.331029,0.163809,0.188159,0.171167,0.163407,0.178156,0.202524,0.255714,0.164852,0.168788,0.179039,0.176783,0.21233,0.353391,0.216288
-18.6997,0.362012,0.182405,0.206855,0.190871,0.182187,0.197317,0.21996,0.285229,0.18451,0.191481,0.194865,0.195391,0.233738,0.395497,0.238056
-18.1997,0.392826,0.201505,0.226276,0.208045,0.200402,0.215766,0.237351,0.313302,0.203376,0.213681,0.210645,0.214408,0.252456,0.4377,0.258117
-17.6997,0.422428,0.220049,0.244658,0.222711,0.216696,0.231558,0.252418,0.338131,0.220315,0.233718,0.226618,0.232546,0.267459,0.473479,0.276216
-17.1997,0.447111,0.237424,0.260747,0.236166,0.230661,0.243596,0.264138,0.358168,0.234563,0.249722,0.241906,0.248913,0.279887,0.498948,0.292594
-16.6997,0.466124,0.253246,0.274009,0.249796,0.243696,0.25341,0.273132,0.373541,0.246395,0.261283,0.255967,0.263085,0.291462,0.51474,0.307288
-16.1997,0.480059,0.266698,0.28456,0.263161,0.256832,0.263137,0.280692,0.385991,0.256514,0.270169,0.267468,0.27489,0.30325,0.525376,0.321034
-15.6997,0.491565,0.276908,0.29356,0.275267,0.270011,0.274057,0.288889,0.398107,0.266045,0.278494,0.276122,0.285248,0.316397,0.534643,0.335615
-15.1997,0.50507,0.285048,0.303422,0.286891,0.282895,0.285951,0.299149,0.412879,0.276071,0.289401,0.283577,0.295677,0.33111,0.544047,0.353157
-14.6997,0.519277,0.293194,0.315034,0.298885,0.294411,0.297301,0.31037,0.430382,0.286379,0.303251,0.290379,0.306899,0.346644,0.553439,0.373036
-14.1997,0.531585,0.302541,0.327954,0.311563,0.303791,0.308024,0.321095,0.448729,0.296147,0.317617,0.296838,0.318344,0.361994,0.563325,0.392508
-13.6997,0.540617,0.312763,0.340588,0.323584,0.310064,0.318168,0.329116,0.46494,0.304018,0.330403,0.302195,0.328809,0.374632,0.573883,0.40657
-13.1997,0.546025,0.321749,0.350178,0.331491,0.312151,0.325977,0.331954,0.476205,0.307847,0.339498,0.304945,0.336134,0.382344,0.582484,0.411363
-12.6997,0.547611,0.327681,0.354558,0.332672,0.310106,0.329549,0.329135,0.481333,0.306665,0.343076,0.304576,0.338642,0.384927,0.585545,0.407806
-12.1997,0.543866,0.329503,0.35187,0.326658,0.304101,0.326735,0.321133,0.479034,0.300137,0.33891,0.300506,0.335685,0.382539,0.580037,0.397818
-11.6997,0.533179,0.326752,0.342236,0.314787,0.294808,0.317165,0.309105,0.469809,0.288922,0.326755,0.29351,0.328249,0.375264,0.566702,0.38304
-11.1997,0.51509,0.319763,0.327201,0.298295,0.281756,0.301458,0.293657,0.455896,0.273438,0.308016,0.283921,0.317942,0.362246,0.546961,0.363998
-10.6997,0.491037,0.30957,0.30919,0.277458,0.263365,0.279386,0.274107,0.440496,0.253235,0.286048,0.270691,0.304912,0.344003,0.521173,0.340322
-10.1997,0.462279,0.297414,0.290183,0.251837,0.238983,0.252247,0.24967,0.427771,0.229201,0.264788,0.25262,0.288594,0.322515,0.491477,0.312569
-9.69968,0.431315,0.284326,0.270913,0.223758,0.211958,0.22545,0.223396,0.419397,0.20469,0.24506,0.230839,0.270666,0.301201,0.462127,0.284448
-9.19968,0.408409,0.274035,0.252506,0.199212,0.189977,0.20632,0.204433,0.417485,0.184667,0.227969,0.213455,0.257454,0.285379,0.441361,0.261294
-8.69968,0.410462,0.273391,0.241769,0.186735,0.183722,0.201795,0.202954,0.427829,0.176256,0.217941,0.213621,0.25868,0.281537,0.437947,0.251262
-8.19968,0.438901,0.286198,0.24382,0.191559,0.198174,0.212412,0.219505,0.453332,0.184227,0.219403,0.23689,0.278997,0.290974,0.45554,0.256911
-7.69968,0.479529,0.307462,0.256842,0.211226,0.227752,0.230626,0.246372,0.488258,0.206056,0.232215,0.274959,0.312291,0.31011,0.488229,0.273147
-7.19968,0.51125,0.326463,0.272729,0.235696,0.260368,0.248016,0.271007,0.517705,0.232571,0.250666,0.312346,0.343738,0.331883,0.52172,0.291546
-6.69968,0.520765,0.335883,0.280343,0.254343,0.2843,0.257407,0.286481,0.529039,0.252594,0.266408,0.336705,0.363288,0.350481,0.54695,0.304149
-6.19968,0.514804,0.335148,0.277175,0.26201,0.293041,0.258712,0.294467,0.521084,0.259299,0.27473,0.347276,0.369417,0.360439,0.559715,0.307981
-5.69968,0.502451,0.327391,0.26773,0.261298,0.288398,0.25571,0.297032,0.503647,0.254882,0.274631,0.350179,0.367744,0.356916,0.560022,0.302388
-5.19968,0.487415,0.316557,0.258221,0.257369,0.276913,0.251371,0.295815,0.488841,0.245609,0.267524,0.350251,0.365346,0.34165,0.550216,0.289573
-4.69968,0.471655,0.305701,0.251033,0.25459,0.266137,0.248176,0.291488,0.480714,0.236835,0.258399,0.351271,0.362601,0.321698,0.53367,0.27561
-4.19968,0.46045,0.297733,0.24646,0.255419,0.26379,0.246291,0.285532,0.479764,0.231928,0.253045,0.356437,0.359253,0.307538,0.519049,0.265782
-3.69968,0.464194,0.295712,0.24436,0.259373,0.272208,0.245447,0.281789,0.485176,0.230917,0.254867,0.368283,0.356167,0.306058,0.519841,0.26195
-3.19968,0.486945,0.298286,0.243863,0.264441,0.285401,0.245205,0.283294,0.493499,0.232514,0.263117,0.385573,0.357002,0.313766,0.542846,0.262232
-2.69968,0.518809,0.305096,0.245685,0.267322,0.293102,0.245217,0.288078,0.500963,0.234827,0.274069,0.402303,0.365445,0.322955,0.577487,0.263293
-2.19968,0.542986,0.314731,0.248834,0.264859,0.28947,0.24495,0.291293,0.499978,0.234876,0.283837,0.410146,0.379025,0.324595,0.600641,0.263185
-1.69968,0.545509,0.323783,0.250519,0.258268,0.274798,0.24304,0.289577,0.486373,0.232253,0.287404,0.402915,0.388691,0.313246,0.596295,0.26024
-1.19968,0.522945,0.327107,0.248934,0.251197,0.256308,0.23659,0.281881,0.462247,0.228422,0.28132,0.379886,0.386207,0.292133,0.561093,0.253484
-0.69968,0.487411,0.323209,0.245431,0.247376,0.241295,0.22549,0.27005,0.437423,0.227062,0.267102,0.350976,0.372781,0.273042,0.508098,0.24696
-0.19968,0.460557,0.320366,0.246326,0.249395,0.23205,0.216526,0.262479,0.422058,0.231509,0.254837,0.32946,0.360011,0.266831,0.476689,0.246819
0.30032,0.455853,0.324417,0.252945,0.255336,0.22867,0.214664,0.265342,0.421238,0.241149,0.250837,0.323514,0.355068,0.275746,0.480992,0.253785
0.80032,0.474362,0.337148,0.264542,0.262403,0.232228,0.22013,0.277124,0.436741,0.25413,0.254429,0.335523,0.360966,0.29599,0.515434,0.264443
1.30032,0.502125,0.351099,0.275959,0.268602,0.242629,0.227924,0.292789,0.463392,0.266202,0.260331,0.357419,0.37348,0.320392,0.560218,0.271697
1.80032,0.52123,0.35434,0.279217,0.273293,0.257078,0.233392,0.303979,0.492638,0.273795,0.26237,0.376693,0.382259,0.341184,0.583657,0.273868
2.30032,0.524985,0.345382,0.2766,0.277178,0.27084,0.237847,0.306377,0.513406,0.277356,0.260859,0.384421,0.381915,0.352082,0.581562,0.276196
2.80032,0.516468,0.328444,0.269727,0.279281,0.279417,0.244314,0.302704,0.517043,0.278627,0.257462,0.378142,0.36965,0.350159,0.559218,0.280435
3.30032,0.499174,0.311561,0.261095,0.276955,0.281511,0.251522,0.294472,0.501678,0.280219,0.254091,0.362081,0.348824,0.339822,0.524367,0.284336
3.80032,0.476584,0.300569,0.254847,0.269572,0.278765,0.255809,0.283652,0.474775,0.283201,0.251339,0.344706,0.327639,0.329718,0.488434,0.284392
4.30032,0.454643,0.2981,0.252634,0.260222,0.276081,0.255344,0.275695,0.448212,0.287704,0.247357,0.333147,0.31394,0.326236,0.463958,0.279653
4.80032,0.44191,0.302326,0.253999,0.25267,0.27847,0.250267,0.275156,0.430651,0.292962,0.24209,0.329894,0.311289,0.330026,0.458652,0.273373
5.30032,0.445791,0.310743,0.258637,0.249479,0.290258,0.243764,0.283123,0.426742,0.299221,0.238192,0.334621,0.320524,0.3372,0.46872,0.269976
5.80032,0.467815,0.320091,0.266508,0.250537,0.310103,0.238365,0.296934,0.43482,0.307252,0.238061,0.345844,0.338515,0.345694,0.484953,0.269583
6.30032,0.498253,0.326007,0.274369,0.252618,0.328467,0.234771,0.310257,0.446016,0.314696,0.241171,0.357656,0.357033,0.352252,0.496685,0.270081
6.80032,0.519312,0.323467,0.276221,0.251023,0.332913,0.230499,0.314343,0.447534,0.314069,0.242138,0.36022,0.364313,0.350978,0.499753,0.267308
7.30032,0.517009,0.305282,0.268452,0.240548,0.3142,0.22146,0.302085,0.426991,0.296637,0.237772,0.342938,0.348504,0.335828,0.492642,0.257868
7.80032,0.489224,0.274844,0.253112,0.220032,0.275286,0.204986,0.273718,0.383754,0.261657,0.228414,0.307455,0.311203,0.305981,0.473297,0.241485
8.30032,0.457247,0.243008,0.238416,0.198131,0.235689,0.187435,0.243408,0.336003,0.223057,0.218379,0.269474,0.270763,0.271386,0.448586,0.226379
8.80032,0.448061,0.224548,0.23487,0.18817,0.217898,0.18378,0.227942,0.312714,0.202383,0.214475,0.248576,0.249055,0.250354,0.437389,0.226377
9.30032,0.472697,0.231244,0.247092,0.199227,0.232459,0.203856,0.238466,0.328335,0.212122,0.223687,0.256649,0.258885,0.256126,0.457351,0.250612
9.80032,0.523832,0.259765,0.272997,0.230546,0.274703,0.246651,0.273976,0.378274,0.248241,0.247735,0.288481,0.295106,0.289566,0.512526,0.297414
10.3003,0.577487,0.29927,0.306138,0.272064,0.325637,0.297995,0.319698,0.439707,0.293752,0.281137,0.328319,0.339661,0.337489,0.586683,0.352991
10.8003,0.616292,0.337524,0.338077,0.311773,0.368699,0.340655,0.361935,0.489274,0.330681,0.313824,0.36142,0.377125,0.381206,0.65399,0.401623
11.3003,0.639433,0.367118,0.363709,0.343652,0.399099,0.368511,0.393348,0.522217,0.353791,0.338002,0.382881,0.401984,0.411585,0.702468,0.436649
11.8003,0.652794,0.386773,0.381893,0.366351,0.4186,0.384405,0.413758,0.543431,0.366154,0.353508,0.394751,0.415481,0.428539,0.733404,0.45988
12.3003,0.660253,0.398277,0.393299,0.379795,0.429923,0.393565,0.426051,0.558183,0.372255,0.36289,0.401599,0.420591,0.436564,0.751847,0.476297
12.8003,0.66356,0.403517,0.398753,0.385925,0.435111,0.399599,0.432182,0.568637,0.375969,0.367993,0.406813,0.421086,0.439602,0.761233,0.488905
13.3003,0.664309,0.404554,0.400013,0.387399,0.435278,0.40352,0.433982,0.575551,0.377655,0.370198,0.410344,0.420223,0.440048,0.762119,0.497859
13.8003,0.662557,0.401801,0.398491,0.386407,0.430958,0.404717,0.43199,0.577465,0.376038,0.36966,0.410204,0.418616,0.438527,0.756419,0.501255
14.3003,0.656877,0.394132,0.394149,0.384289,0.422593,0.401965,0.426345,0.573085,0.369898,0.365668,0.404266,0.414899,0.434528,0.747228,0.497107
14.8003,0.645577,0.381049,0.386442,0.380872,0.410436,0.394806,0.415911,0.56154,0.359421,0.358017,0.392141,0.406514,0.427441,0.736894,0.484841
15.3003,0.626114,0.362714,0.37391,0.373723,0.393676,0.382719,0.399356,0.542159,0.345285,0.346243,0.375138,0.391458,0.415664,0.724689,0.464034
15.8003,0.599164,0.341107,0.355817,0.361616,0.373002,0.366237,0.376903,0.51772,0.329173,0.331092,0.355386,0.370507,0.399276,0.707776,0.436923
16.3003,0.566893,0.318034,0.33219,0.344477,0.349486,0.346497,0.350311,0.491329,0.312172,0.312642,0.334246,0.345273,0.379481,0.683477,0.406629
16.8003,0.532594,0.294186,0.304415,0.324107,0.324246,0.324451,0.322061,0.464699,0.294636,0.291398,0.312724,0.317979,0.35816,0.650528,0.375745
17.3003,0.500864,0.269885,0.276506,0.303057,0.299301,0.301558,0.294577,0.438974,0.276932,0.268896,0.291586,0.290792,0.337721,0.611826,0.345855
17.8003,0.474456,0.246353,0.252687,0.282368,0.276157,0.278458,0.270323,0.412615,0.258622,0.247301,0.270812,0.265368,0.317775,0.571365,0.317555
18.3003,0.452448,0.225007,0.23493,0.261791,0.255823,0.255724,0.250513,0.38397,0.239447,0.228756,0.250013,0.243002,0.297901,0.532231,0.291768
18.8003,0.429715,0.206189,0.221022,0.239588,0.236802,0.233484,0.234388,0.352245,0.219117,0.213076,0.228188,0.223379,0.276561,0.4941,0.268112
19.3003,0.400789,0.188365,0.206552,0.215447,0.216874,0.211177,0.219598,0.316669,0.197361,0.198035,0.204945,0.204629,0.252761,0.453367,0.245581
19.8003,0.363751,0.170193,0.188478,0.190684,0.194766,0.189316,0.204645,0.279194,0.174819,0.181994,0.18163,0.185812,0.227561,0.408643,0.222818
20.3003,0.321087,0.151987,0.166996,0.166616,0.171743,0.167973,0.189457,0.242525,0.152635,0.16427,0.15953,0.167,0.202003,0.360979,0.199586
20.8003,0.278935,0.135288,0.145363,0.145475,0.150792,0.148193,0.175433,0.20939,0.132202,0.146379,0.140093,0.149523,0.178378,0.31522,0.177471
21.3003,0.24048,0.120785,0.124898,0.126465,0.132483,0.129751,0.163213,0.179272,0.113855,0.128791,0.122879,0.134193,0.156935,0.272681,0.156401
21.8003,0.210102,0.110069,0.109228,0.110193,0.118538,0.113859,0.153269,0.155158,0.0993719,0.11349,0.108669,0.122579,0.139769,0.23898,0.139114
22.3003,0.191092,0.102791,0.0998475,0.0980265,0.108661,0.102145,0.144522,0.138026,0.0886626,0.10114,0.0979741,0.114996,0.127305,0.216403,0.125189
22.8003,0.184547,0.0967448,0.0939852,0.0886318,0.100631,0.0953821,0.135165,0.125758,0.0804465,0.0906865,0.0905349,0.109793,0.117547,0.200926,0.112617
