Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-30.7621,0.428528,0.183516,0.190594,0.210713,0.246172,0.247955,0.200364,0.270045,0.181049,0.180618,0.23756,0.212102,0.255938,0.490757,0.241813
-30.2621,0.428944,0.182375,0.191764,0.209288,0.234519,0.232886,0.204923,0.269097,0.17569,0.181962,0.227433,0.202175,0.250113,0.478184,0.236881
-29.7621,0.414092,0.177537,0.191435,0.205933,0.221098,0.22219,0.210851,0.270541,0.171028,0.185893,0.217824,0.194684,0.241787,0.471165,0.231253
-29.2621,0.394101,0.173655,0.195025,0.200352,0.208858,0.21597,0.219349,0.2759,0.166913,0.193864,0.212006,0.190123,0.23766,0.455657,0.225943
-28.7621,0.396043,0.177226,0.211282,0.202362,0.202106,0.218533,0.232026,0.298781,0.176473,0.206361,0.220154,0.195469,0.244584,0.453776,0.234155
-28.2621,0.415073,0.184182,0.233392,0.211113,0.201442,0.225332,0.241858,0.32506,0.190774,0.217468,0.234056,0.205514,0.264119,0.46073,0.252853
-27.7621,0.437781,0.191925,0.253454,0.220843,0.205086,0.231687,0.248521,0.34688,0.201384,0.228793,0.242179,0.214534,0.283775,0.474231,0.274323
-27.2621,0.457684,0.200499,0.270283,0.228543,0.212544,0.239688,0.253621,0.365646,0.21254,0.242456,0.246267,0.223479,0.297326,0.496999,0.295998
-26.7621,0.47738,0.212169,0.284276,0.236799,0.225064,0.252091,0.261835,0.385319,0.226734,0.259371,0.251986,0.235132,0.308114,0.52842,0.315299
-26.2621,0.504156,0.228104,0.299093,0.248038,0.242098,0.269941,0.275164,0.409201,0.24679,0.280841,0.263521,0.251442,0.319228,0.566859,0.33461
-25.7621,0.539933,0.248096,0.317747,0.262331,0.260689,0.292689,0.293738,0.437002,0.27244,0.306923,0.2823,0.270684,0.334152,0.606304,0.355307
-25.2621,0.586672,0.272437,0.343556,0.28091,0.281285,0.321133,0.316936,0.46913,0.301849,0.337841,0.307804,0.292115,0.354405,0.6448,0.378868
-24.7621,0.638451,0.299509,0.374865,0.30076,0.300601,0.351546,0.338274,0.499638,0.328943,0.370304,0.334754,0.312763,0.374976,0.678296,0.401803
-24.2621,0.686676,0.32895,0.404632,0.32061,0.316701,0.379205,0.352729,0.524069,0.350869,0.403993,0.359908,0.333361,0.390335,0.707658,0.418058
-23.7621,0.723217,0.358885,0.423465,0.341104,0.330041,0.398608,0.358702,0.539112,0.366227,0.434595,0.383027,0.356046,0.399272,0.731732,0.425877
-23.2621,0.746048,0.387957,0.429417,0.363059,0.342986,0.410311,0.361327,0.548058,0.376111,0.457277,0.406348,0.380594,0.408466,0.749987,0.431256
-22.7621,0.760796,0.414019,0.427343,0.387559,0.360633,0.421253,0.368012,0.55929,0.386341,0.469956,0.431538,0.404235,0.425462,0.765176,0.444837
-22.2621,0.774171,0.435891,0.423411,0.414156,0.385538,0.43885,0.383219,0.58179,0.400436,0.473004,0.457128,0.423966,0.452585,0.781709,0.47256
-21.7621,0.787242,0.451658,0.421681,0.439317,0.413299,0.462992,0.405251,0.6171,0.419014,0.471436,0.478533,0.438847,0.483399,0.799585,0.509414
-21.2621,0.797009,0.459899,0.42343,0.459878,0.436863,0.487056,0.42836,0.656533,0.438427,0.472012,0.491669,0.451033,0.50942,0.812528,0.546018
-20.7621,0.801102,0.462711,0.428595,0.474583,0.452159,0.504397,0.447396,0.689752,0.453463,0.477865,0.496911,0.463395,0.526685,0.817052,0.574934
-20.2621,0.803081,0.465434,0.435929,0.485135,0.46092,0.514694,0.461118,0.711092,0.463624,0.489538,0.499062,0.477727,0.536993,0.8175,0.594594
-19.7621,0.806625,0.471705,0.441044,0.493479,0.466492,0.520157,0.470699,0.721327,0.471161,0.504646,0.501948,0.493386,0.543006,0.821251,0.606439
-19.2621,0.810813,0.481251,0.441934,0.499296,0.470779,0.520063,0.476885,0.724186,0.477318,0.518498,0.505969,0.507641,0.54407,0.830014,0.612097
-18.7621,0.811003,0.489785,0.442245,0.499554,0.472383,0.512393,0.479459,0.722417,0.479339,0.526602,0.50716,0.516513,0.538441,0.83744,0.612958
-18.2621,0.801211,0.491775,0.445356,0.490423,0.468031,0.49593,0.475642,0.716391,0.473061,0.524643,0.49995,0.515637,0.5248,0.834347,0.606722
-17.7621,0.777957,0.483353,0.447808,0.470052,0.454488,0.471732,0.462676,0.702938,0.455702,0.509842,0.480669,0.50225,0.50139,0.815671,0.589127
-17.2621,0.740822,0.462646,0.440188,0.438916,0.430201,0.442011,0.43906,0.677784,0.427287,0.481339,0.449362,0.47645,0.467461,0.781974,0.55697
-16.7621,0.691111,0.430219,0.416317,0.398973,0.395609,0.406756,0.404835,0.637969,0.389092,0.441687,0.409084,0.440525,0.425396,0.734301,0.509654
-16.2621,0.632037,0.388559,0.377571,0.352968,0.351274,0.364432,0.361405,0.584774,0.342325,0.396329,0.363743,0.397314,0.380684,0.669975,0.451055
-15.7621,0.564373,0.340425,0.329934,0.30269,0.297323,0.31411,0.311247,0.521702,0.288529,0.348664,0.315541,0.348987,0.339044,0.586169,0.384813
-15.2621,0.488421,0.288996,0.279185,0.25096,0.23717,0.258428,0.258492,0.454306,0.231519,0.299556,0.266145,0.2996,0.303094,0.486166,0.316356
-14.7621,0.414373,0.238982,0.23266,0.203861,0.183855,0.205128,0.210423,0.392681,0.179829,0.251544,0.22109,0.257087,0.272198,0.387977,0.256464
-14.2621,0.362918,0.196794,0.198933,0.171577,0.154075,0.167778,0.176379,0.348141,0.143988,0.215177,0.190666,0.230125,0.247348,0.317533,0.218397
-13.7621,0.351387,0.168329,0.182093,0.161751,0.155425,0.156479,0.162208,0.328462,0.129365,0.203686,0.18255,0.222896,0.232571,0.288085,0.208969
-13.2621,0.379103,0.156884,0.181349,0.173974,0.180487,0.170578,0.168366,0.333131,0.135406,0.220401,0.195605,0.231266,0.231466,0.299322,0.222965
-12.7621,0.426123,0.163674,0.191422,0.200455,0.212414,0.201212,0.188457,0.351955,0.155373,0.25641,0.219404,0.247084,0.24392,0.333219,0.247371
-12.2621,0.469931,0.188337,0.209868,0.230053,0.239432,0.234259,0.214742,0.375315,0.181949,0.297563,0.242986,0.264457,0.266699,0.374903,0.270867
-11.7621,0.503856,0.227902,0.238554,0.257502,0.260835,0.26311,0.243169,0.398241,0.211268,0.333385,0.261639,0.281725,0.295954,0.419623,0.294086
-11.2621,0.53665,0.276703,0.27854,0.284711,0.2818,0.290965,0.274288,0.421075,0.241391,0.36431,0.278313,0.302393,0.330108,0.467998,0.324793
-10.7621,0.576397,0.327367,0.327038,0.315063,0.306198,0.322922,0.310978,0.4465,0.272266,0.39363,0.298493,0.329862,0.369138,0.524057,0.366739
-10.2621,0.624583,0.375535,0.377437,0.350026,0.335691,0.361771,0.35315,0.473019,0.304273,0.422363,0.324642,0.364358,0.412761,0.583597,0.415844
-9.76212,0.675665,0.420345,0.423226,0.388309,0.368422,0.402703,0.397463,0.497137,0.335956,0.449831,0.356066,0.402332,0.458683,0.640622,0.462799
-9.26212,0.721691,0.459756,0.460269,0.426424,0.399334,0.438429,0.438387,0.514683,0.362747,0.472955,0.387663,0.436929,0.502023,0.68914,0.50179
-8.76212,0.755344,0.488749,0.486595,0.460191,0.421528,0.463307,0.46896,0.524788,0.380561,0.48842,0.412131,0.462383,0.537829,0.72653,0.532915
-8.26212,0.771957,0.500968,0.499012,0.483872,0.427299,0.473084,0.482488,0.53059,0.386452,0.493599,0.4228,0.476879,0.562057,0.753603,0.557031
-7.76212,0.772647,0.496375,0.494505,0.494943,0.415847,0.466975,0.477216,0.537016,0.381233,0.488245,0.418354,0.483157,0.573317,0.772689,0.572741
-7.26212,0.765863,0.484923,0.47531,0.497246,0.394726,0.448509,0.459211,0.548507,0.370419,0.478241,0.405924,0.486863,0.573857,0.788324,0.579877
-6.76212,0.762242,0.478745,0.450889,0.496929,0.375702,0.427227,0.442911,0.56688,0.360778,0.472208,0.396535,0.493133,0.569835,0.805502,0.58368
-6.26212,0.766898,0.482181,0.433624,0.497797,0.368264,0.415218,0.441493,0.591447,0.359745,0.475558,0.397866,0.505196,0.569361,0.825397,0.591569
-5.76212,0.778462,0.489873,0.430141,0.496903,0.374126,0.418675,0.457492,0.619743,0.36947,0.485253,0.410373,0.523329,0.576485,0.8433,0.607019
-5.26212,0.790832,0.492911,0.437193,0.490088,0.389425,0.434719,0.481945,0.647706,0.384991,0.490947,0.428961,0.54455,0.587073,0.852887,0.624145
-4.76212,0.799233,0.487337,0.446452,0.477702,0.409299,0.454968,0.500631,0.67082,0.397188,0.485015,0.448961,0.564343,0.591502,0.854522,0.630385
-4.26212,0.802504,0.475835,0.4517,0.463741,0.430488,0.47084,0.504637,0.685107,0.400286,0.469196,0.468705,0.577451,0.583423,0.857031,0.617622
-3.76212,0.801802,0.463016,0.451641,0.452224,0.45013,0.477478,0.49423,0.690927,0.398312,0.451401,0.488993,0.581321,0.565219,0.867629,0.589659
-3.26212,0.796755,0.45146,0.448334,0.444125,0.464173,0.473667,0.476281,0.692987,0.400651,0.43852,0.507815,0.577646,0.544819,0.884116,0.558587
-2.76212,0.784396,0.440777,0.44355,0.439061,0.468707,0.460188,0.458094,0.694717,0.412493,0.431024,0.519761,0.569846,0.527613,0.896922,0.534307
-2.26212,0.762995,0.429567,0.438964,0.43659,0.462317,0.44202,0.444435,0.695177,0.429731,0.425248,0.517371,0.559167,0.513991,0.898063,0.518276
-1.76212,0.735674,0.416869,0.436179,0.436984,0.448082,0.426383,0.435476,0.690485,0.441609,0.416979,0.50013,0.544511,0.501606,0.888025,0.505896
-1.26212,0.709599,0.404171,0.436056,0.440812,0.431775,0.41737,0.429166,0.678523,0.441205,0.406389,0.475918,0.527155,0.489636,0.873302,0.492603
-0.762117,0.691933,0.394013,0.437043,0.446605,0.418582,0.414878,0.424644,0.663284,0.431323,0.397037,0.455314,0.510681,0.480246,0.859669,0.47985
-0.262117,0.684925,0.389718,0.4405,0.455742,0.410551,0.418175,0.424,0.646449,0.415059,0.392834,0.443622,0.499503,0.477576,0.851079,0.469262
0.237883,0.686245,0.394274,0.442776,0.462243,0.407846,0.422318,0.429121,0.631803,0.400379,0.398123,0.44119,0.497163,0.486855,0.848553,0.463667
0.737883,0.685366,0.403949,0.440298,0.459299,0.408246,0.423552,0.437319,0.620614,0.390268,0.408879,0.440414,0.497678,0.507447,0.845743,0.462452
1.23788,0.67375,0.412018,0.433223,0.447832,0.407593,0.421195,0.442474,0.611975,0.382296,0.416891,0.435004,0.494212,0.529171,0.837745,0.460444
1.73788,0.649168,0.413002,0.420363,0.431425,0.402923,0.413872,0.442543,0.60171,0.368848,0.418807,0.422201,0.481376,0.545556,0.818194,0.453011
2.23788,0.616864,0.402694,0.404977,0.415351,0.392402,0.402392,0.436179,0.590476,0.34847,0.41253,0.404709,0.459627,0.545643,0.790952,0.439672
2.73788,0.584489,0.382965,0.389985,0.400673,0.373126,0.388802,0.424391,0.574334,0.322379,0.398644,0.387765,0.432702,0.524938,0.76223,0.421607
3.23788,0.555712,0.357695,0.374671,0.384289,0.346892,0.375301,0.409286,0.550117,0.296341,0.379943,0.372186,0.404546,0.490449,0.735732,0.401271
3.73788,0.531119,0.332321,0.3582,0.364056,0.31615,0.364018,0.392059,0.515553,0.275495,0.361361,0.358339,0.377739,0.452668,0.710563,0.380515
