Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
4.23788,0.509381,0.310326,0.339636,0.340853,0.286807,0.353975,0.373433,0.476271,0.262596,0.344997,0.344172,0.353038,0.420388,0.682951,0.361068
4.73788,0.488736,0.290955,0.318691,0.319172,0.262754,0.342136,0.352951,0.437953,0.253689,0.329689,0.327604,0.328951,0.394217,0.652036,0.345215
5.23788,0.466169,0.272427,0.300153,0.301634,0.243865,0.323316,0.330438,0.400114,0.243094,0.310844,0.309386,0.305452,0.369791,0.619819,0.333735
5.73788,0.437085,0.252419,0.287551,0.288736,0.229872,0.297425,0.307565,0.363391,0.227585,0.287495,0.291952,0.282266,0.343152,0.591292,0.324072
6.23788,0.401418,0.232438,0.281712,0.281082,0.219231,0.268542,0.287315,0.332808,0.210818,0.266791,0.278929,0.258902,0.31351,0.565312,0.311458
6.73788,0.365259,0.215766,0.273906,0.276989,0.209449,0.24422,0.272205,0.315283,0.199631,0.255868,0.271835,0.238688,0.284602,0.535652,0.295166
7.23788,0.341118,0.204965,0.26291,0.275883,0.201346,0.231655,0.264302,0.310986,0.196652,0.252057,0.269886,0.225987,0.26407,0.500587,0.281373
7.73788,0.337986,0.201167,0.253694,0.277583,0.200609,0.231495,0.266007,0.314742,0.201567,0.247994,0.271274,0.226581,0.258656,0.465121,0.275249
8.23788,0.357609,0.202994,0.254512,0.286845,0.211456,0.240797,0.280758,0.321024,0.210105,0.245093,0.280412,0.238691,0.26798,0.445474,0.281879
8.73788,0.394631,0.214431,0.273354,0.308186,0.23917,0.253512,0.306732,0.335467,0.223571,0.250867,0.300616,0.257794,0.287195,0.457136,0.300839
9.23788,0.440115,0.238132,0.303777,0.344281,0.279315,0.273186,0.339975,0.368449,0.246035,0.276885,0.334916,0.286577,0.306928,0.506978,0.330519
9.73788,0.49273,0.27876,0.344038,0.388033,0.320162,0.305782,0.372875,0.420721,0.277733,0.321548,0.372386,0.32594,0.3285,0.586433,0.371312
10.2379,0.551293,0.336836,0.393512,0.430937,0.354566,0.352653,0.402221,0.482346,0.316646,0.371199,0.402585,0.370045,0.357545,0.674006,0.417921
10.7379,0.612421,0.400039,0.452912,0.470438,0.379653,0.409516,0.430742,0.538003,0.353877,0.414896,0.426808,0.408371,0.395596,0.747069,0.4645
11.2379,0.668472,0.454686,0.516681,0.504247,0.396773,0.461845,0.458687,0.577708,0.380389,0.445644,0.445784,0.433861,0.438253,0.794893,0.50146
11.7379,0.710134,0.489113,0.564383,0.534402,0.409387,0.494877,0.483952,0.598664,0.393781,0.464477,0.464796,0.447865,0.473991,0.816243,0.520477
12.2379,0.732079,0.499908,0.581039,0.55461,0.420357,0.505199,0.50105,0.602895,0.395046,0.473889,0.478284,0.458551,0.498109,0.815131,0.519838
12.7379,0.73514,0.493762,0.565165,0.558328,0.431138,0.498079,0.507304,0.594651,0.389919,0.473816,0.481683,0.464999,0.51134,0.796346,0.502686
13.2379,0.726485,0.476352,0.530235,0.54523,0.441977,0.484238,0.502969,0.577852,0.384267,0.466239,0.475596,0.463288,0.517394,0.764029,0.477208
13.7379,0.714098,0.451129,0.495754,0.520812,0.449648,0.472905,0.493362,0.557678,0.381542,0.453885,0.465037,0.455378,0.518194,0.726735,0.451037
14.2379,0.704291,0.423655,0.471098,0.493777,0.450658,0.464823,0.483697,0.538539,0.383869,0.440732,0.454544,0.445511,0.514077,0.69515,0.430246
14.7379,0.701769,0.39999,0.456004,0.471175,0.446508,0.460082,0.478552,0.520942,0.391773,0.429866,0.446452,0.440355,0.507451,0.678002,0.419026
15.2379,0.708863,0.383908,0.448526,0.454572,0.441294,0.459679,0.480247,0.503472,0.402454,0.419056,0.442824,0.443048,0.499794,0.676867,0.419157
15.7379,0.727021,0.375797,0.446329,0.442333,0.436565,0.464539,0.484745,0.485803,0.411295,0.405993,0.441988,0.449208,0.491647,0.68616,0.427868
16.2379,0.752163,0.373465,0.444249,0.431299,0.429202,0.469464,0.483935,0.471429,0.413557,0.389628,0.43845,0.451815,0.482047,0.694111,0.43799
16.7379,0.769381,0.372275,0.43553,0.418482,0.4143,0.464208,0.470008,0.461962,0.403774,0.368679,0.427546,0.443454,0.467807,0.688721,0.44079
17.2379,0.757219,0.36451,0.414018,0.39895,0.38818,0.440912,0.440002,0.4495,0.379311,0.341809,0.406676,0.419199,0.445739,0.662352,0.430824
17.7379,0.69874,0.340884,0.376631,0.364535,0.350693,0.397708,0.396626,0.424375,0.343524,0.30857,0.373899,0.379543,0.412942,0.61213,0.404983
18.2379,0.603449,0.301309,0.325829,0.311913,0.305116,0.340921,0.346215,0.383341,0.303546,0.270421,0.330421,0.32911,0.370061,0.547092,0.362558
18.7379,0.499948,0.254898,0.268282,0.247284,0.255106,0.279171,0.292388,0.331103,0.262949,0.231642,0.279685,0.274721,0.321429,0.479954,0.307285
19.2379,0.417992,0.213347,0.214146,0.187079,0.204502,0.222291,0.237789,0.279151,0.225418,0.19701,0.229281,0.222345,0.274364,0.42249,0.24748
19.7379,0.372881,0.185388,0.171554,0.147295,0.157995,0.181409,0.188212,0.234666,0.198127,0.169405,0.187854,0.177828,0.235191,0.379352,0.194475
20.2379,0.356565,0.172119,0.144382,0.131392,0.122299,0.164891,0.15225,0.200667,0.188089,0.14965,0.159178,0.147996,0.206549,0.346977,0.156469
