Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-27.3023,0.270543,0.157376,0.20639,0.134135,0.137767,0.140968,0.132679,0.161374,0.131169,0.138286,0.0975614,0.145977,0.176975,0.274283,0.177975
-26.8023,0.276303,0.153388,0.2017,0.141315,0.138171,0.141854,0.131487,0.160942,0.129629,0.141422,0.0999628,0.145887,0.174472,0.275377,0.179642
-26.3023,0.281334,0.15004,0.198108,0.150827,0.136647,0.140209,0.129994,0.153747,0.124499,0.143138,0.101877,0.141254,0.172153,0.270205,0.179838
-25.8023,0.288252,0.14758,0.195029,0.161155,0.13169,0.136941,0.129275,0.147672,0.118447,0.143453,0.105356,0.134978,0.169758,0.262886,0.176813
-25.3023,0.294726,0.150089,0.194752,0.167226,0.124504,0.132213,0.130824,0.145654,0.113795,0.143397,0.112469,0.127306,0.173586,0.256913,0.172805
-24.8023,0.293267,0.152192,0.188292,0.159815,0.120696,0.130723,0.131037,0.15049,0.113422,0.140942,0.124838,0.120468,0.17375,0.268282,0.168562
-24.3023,0.278835,0.145055,0.175481,0.14471,0.122291,0.133861,0.129563,0.155895,0.114911,0.13615,0.135498,0.118164,0.16614,0.290961,0.164095
-23.8023,0.250596,0.128313,0.15988,0.126422,0.122896,0.135332,0.125061,0.153887,0.11212,0.128398,0.137939,0.116552,0.153048,0.304216,0.155017
-23.3023,0.224578,0.112246,0.150443,0.114345,0.120587,0.134856,0.124259,0.148872,0.106972,0.122208,0.136373,0.117877,0.146138,0.304945,0.144861
-22.8023,0.207923,0.10723,0.15062,0.111696,0.119958,0.137932,0.131188,0.149344,0.10846,0.124024,0.138765,0.125807,0.152281,0.301643,0.139073
-22.3023,0.199658,0.11386,0.158761,0.11572,0.123381,0.14667,0.144286,0.160076,0.118464,0.135148,0.146997,0.139776,0.168517,0.301468,0.139845
