Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM
11.8041,0.397456,0.390836,0.401178,0.413966,0.419186,0.429954,0.404872,0.415214,0.375181,0.356762,0.364085,0.390013,0.361036,0.344426,0.339468,0.340985,0.318373,0.324682,0.371772,0.376079,0.345619,0.367316,0.322015,0.36041,0.386245,0.342988,0.398398,0.384268,0.321834,0.402526,0.406554,0.35193,0.338909,0.346242,0.350173,0.323381
12.3041,0.393703,0.387745,0.396784,0.408361,0.419029,0.432552,0.402752,0.415225,0.373364,0.356624,0.363623,0.385492,0.356143,0.342994,0.343205,0.34482,0.323531,0.322347,0.380774,0.382605,0.350031,0.376164,0.323316,0.358312,0.393398,0.337856,0.387525,0.37751,0.329204,0.399472,0.404947,0.350051,0.346186,0.347448,0.346428,0.326753
12.8041,0.394597,0.391336,0.397649,0.403906,0.418652,0.434531,0.403574,0.419993,0.374281,0.360843,0.370733,0.38346,0.357227,0.34544,0.351658,0.352525,0.334283,0.327262,0.393623,0.388819,0.356191,0.384753,0.328385,0.362214,0.399109,0.334163,0.382925,0.375595,0.337079,0.399836,0.405194,0.354652,0.352772,0.353915,0.348663,0.334174
13.3041,0.399497,0.401186,0.403555,0.399787,0.420129,0.436645,0.409354,0.426902,0.377446,0.370826,0.382586,0.385285,0.364139,0.349795,0.362728,0.362463,0.3469,0.337138,0.408019,0.396197,0.365461,0.391309,0.334071,0.370934,0.403491,0.332946,0.383837,0.379151,0.346995,0.402281,0.406495,0.363618,0.357934,0.364776,0.356455,0.344182
13.8041,0.407713,0.415189,0.412261,0.396963,0.427244,0.442867,0.418841,0.433431,0.383764,0.3879,0.396459,0.390913,0.375391,0.356101,0.37362,0.373187,0.359909,0.349014,0.421559,0.407825,0.377867,0.397851,0.340788,0.38056,0.407802,0.33591,0.386897,0.386886,0.359042,0.406925,0.410506,0.372809,0.363538,0.377838,0.368268,0.355448
14.3041,0.417729,0.429632,0.421583,0.398127,0.438286,0.456237,0.428917,0.439865,0.391867,0.408153,0.40932,0.398151,0.388234,0.364012,0.382932,0.382725,0.370528,0.360347,0.43235,0.421531,0.390263,0.405585,0.349688,0.387952,0.412362,0.343684,0.389386,0.394908,0.373035,0.413454,0.418048,0.380382,0.372317,0.390015,0.38156,0.367428
14.8041,0.427417,0.442583,0.430411,0.404452,0.451897,0.473375,0.437917,0.447643,0.400791,0.425089,0.420885,0.40484,0.399646,0.373394,0.389979,0.39147,0.378765,0.371777,0.44026,0.432862,0.402137,0.414236,0.360174,0.394425,0.418175,0.355413,0.392402,0.401047,0.388708,0.420503,0.427358,0.386375,0.383927,0.400645,0.392939,0.378372
15.3041,0.434725,0.45214,0.438159,0.412391,0.464871,0.485705,0.44481,0.456298,0.408993,0.433784,0.429277,0.411045,0.406639,0.383343,0.395483,0.397876,0.384119,0.380866,0.443372,0.438036,0.412348,0.422758,0.370123,0.401065,0.42436,0.368069,0.396555,0.404387,0.402418,0.426564,0.433103,0.39163,0.394646,0.409897,0.401021,0.385615
15.8041,0.437229,0.458299,0.443304,0.416781,0.472577,0.487461,0.449882,0.46286,0.415233,0.432881,0.433122,0.415176,0.407286,0.391087,0.39955,0.401547,0.384974,0.385119,0.441923,0.435675,0.41895,0.428873,0.375527,0.406257,0.428702,0.377808,0.400837,0.404797,0.410288,0.428756,0.43139,0.394403,0.400465,0.418716,0.404088,0.387528
16.3041,0.434052,0.461262,0.443711,0.413944,0.472702,0.478864,0.452088,0.46319,0.41641,0.425146,0.432762,0.416038,0.400121,0.394323,0.400324,0.403407,0.380189,0.382332,0.436974,0.427315,0.419205,0.430365,0.374105,0.405777,0.427597,0.381906,0.40293,0.401914,0.409583,0.425494,0.422397,0.392585,0.398718,0.425563,0.40326,0.383608
16.8041,0.425405,0.459452,0.438153,0.403197,0.463804,0.464348,0.447647,0.454632,0.411217,0.413535,0.428386,0.411606,0.385347,0.391355,0.395791,0.401554,0.368462,0.37185,0.428922,0.414779,0.41039,0.42516,0.36643,0.397028,0.417809,0.378879,0.400001,0.393245,0.401002,0.416839,0.408227,0.385764,0.389116,0.425492,0.400189,0.375058
17.3041,0.412247,0.449831,0.42536,0.386934,0.445698,0.446398,0.433462,0.436747,0.400199,0.397647,0.419627,0.400011,0.36373,0.381988,0.38543,0.393447,0.350667,0.355584,0.417075,0.398248,0.393371,0.413571,0.353303,0.38113,0.39964,0.368712,0.39034,0.378989,0.38902,0.40309,0.390055,0.37477,0.37368,0.414995,0.393548,0.362849
17.8041,0.397977,0.433165,0.407853,0.370023,0.423527,0.426814,0.412614,0.414059,0.386416,0.379355,0.408079,0.383976,0.340023,0.369286,0.371541,0.37983,0.331648,0.337978,0.402272,0.380736,0.374124,0.399037,0.337951,0.363596,0.378532,0.354921,0.376124,0.36236,0.378417,0.387539,0.371241,0.361788,0.357523,0.396552,0.382865,0.349622
18.3041,0.385673,0.413147,0.38944,0.355828,0.402427,0.406706,0.390586,0.391624,0.373369,0.36178,0.395455,0.366653,0.318297,0.356039,0.357153,0.363883,0.31519,0.3224,0.38588,0.364191,0.357191,0.384695,0.323142,0.3488,0.359047,0.341119,0.360473,0.346899,0.371002,0.373232,0.354706,0.3488,0.344159,0.375757,0.369952,0.338006
18.8041,0.37665,0.394366,0.373446,0.345467,0.385593,0.388494,0.371732,0.373103,0.362962,0.347099,0.383543,0.351671,0.301733,0.344825,0.345066,0.349462,0.303136,0.310888,0.371276,0.350161,0.344658,0.373165,0.311165,0.337871,0.344058,0.330089,0.346209,0.335181,0.366192,0.361645,0.342293,0.337785,0.334958,0.357878,0.357801,0.329659
19.3041,0.369973,0.377091,0.358391,0.338037,0.371582,0.370759,0.35506,0.356646,0.352838,0.334527,0.371765,0.337553,0.287626,0.334378,0.334028,0.335897,0.293428,0.30202,0.358102,0.337086,0.334674,0.363049,0.301092,0.329087,0.331293,0.321615,0.332835,0.324941,0.362685,0.351775,0.33261,0.327541,0.328478,0.342453,0.346363,0.323792
