Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
9.53935,0.325596,0.339035,0.319494,0.294299,0.349386,0.374201,0.312418,0.318996,0.317189,0.302132,0.332916,0.356815,0.309909,0.339459,0.286255,0.285261,0.332371,0.325548,0.350088,0.369411,0.328269,0.351932,0.306984,0.345608,0.320158,0.280922,0.307798,0.305418,0.297975,0.315489,0.346982,0.318755,0.312055,0.337243,0.331468,0.308468,0.377361
10.0394,0.305623,0.323187,0.307086,0.27585,0.328267,0.353961,0.291665,0.298815,0.296993,0.28822,0.320072,0.342264,0.289505,0.320945,0.267455,0.264753,0.312096,0.307315,0.340076,0.359888,0.307923,0.332518,0.294477,0.332498,0.298089,0.264788,0.292632,0.289686,0.279694,0.297058,0.332772,0.304237,0.296873,0.321018,0.315118,0.295815,0.35922
10.5394,0.287054,0.308754,0.293749,0.260469,0.307883,0.333783,0.270646,0.278915,0.279266,0.274704,0.308716,0.331555,0.271367,0.305364,0.250827,0.246364,0.291611,0.287453,0.329602,0.349454,0.288391,0.312677,0.283106,0.320975,0.277168,0.251759,0.277846,0.276417,0.264344,0.281056,0.321575,0.290709,0.28172,0.3067,0.299722,0.282729,0.342118
11.0394,0.272786,0.295958,0.282292,0.249718,0.291257,0.31572,0.251202,0.260831,0.265134,0.263667,0.300813,0.324605,0.257839,0.294321,0.237515,0.231981,0.274519,0.269473,0.318936,0.339387,0.272187,0.295022,0.274033,0.311588,0.260195,0.244321,0.264829,0.266084,0.253345,0.269923,0.315296,0.279166,0.268048,0.295554,0.287031,0.271614,0.327171
11.5394,0.265089,0.285127,0.274751,0.244348,0.280007,0.301896,0.234928,0.245879,0.255204,0.255733,0.297557,0.321644,0.24922,0.287913,0.227956,0.221766,0.264003,0.2568,0.309444,0.33155,0.261682,0.282751,0.267982,0.304917,0.248574,0.243303,0.253893,0.2582,0.246719,0.265368,0.314562,0.270969,0.256408,0.288012,0.277352,0.26446,0.314601
12.0394,0.264748,0.276514,0.271265,0.243741,0.274019,0.293888,0.222718,0.234636,0.248806,0.251028,0.299067,0.323294,0.243959,0.285857,0.221466,0.215127,0.259979,0.251142,0.302584,0.32733,0.257413,0.277555,0.264845,0.301934,0.242431,0.247825,0.246138,0.251481,0.243225,0.267503,0.317466,0.26743,0.247972,0.284193,0.269994,0.261784,0.305033
12.5394,0.2708,0.270813,0.272063,0.246349,0.272723,0.292178,0.215302,0.227916,0.246258,0.249601,0.305595,0.329394,0.240738,0.287156,0.218491,0.21136,0.261334,0.252645,0.299222,0.327241,0.258671,0.280069,0.264917,0.303245,0.241845,0.25662,0.241649,0.24526,0.243398,0.274909,0.323675,0.268829,0.244393,0.284347,0.265933,0.263805,0.298957
13.0394,0.279866,0.268,0.276122,0.249272,0.273329,0.29526,0.211899,0.224704,0.246127,0.249643,0.31583,0.337246,0.238102,0.29045,0.218417,0.210269,0.265822,0.259393,0.298423,0.329064,0.263554,0.288169,0.267163,0.307825,0.245268,0.266486,0.239316,0.238966,0.246713,0.284177,0.330817,0.274515,0.24552,0.286672,0.264018,0.268642,0.296129
13.5394,0.289824,0.266935,0.282063,0.250325,0.274679,0.301659,0.211668,0.223684,0.246847,0.251056,0.327903,0.344645,0.235747,0.294505,0.219991,0.212912,0.272098,0.269056,0.298612,0.33134,0.27005,0.298306,0.27073,0.313897,0.251112,0.274064,0.238942,0.232964,0.252956,0.29236,0.339301,0.282817,0.250163,0.289948,0.264762,0.274677,0.295948
14.0394,0.299399,0.264617,0.287325,0.248344,0.275171,0.307642,0.213577,0.223784,0.245726,0.252769,0.337929,0.348682,0.23279,0.296223,0.221256,0.217896,0.278234,0.278928,0.298428,0.333185,0.275412,0.305598,0.273785,0.318776,0.25665,0.277387,0.239822,0.226938,0.260124,0.296932,0.346609,0.290268,0.253885,0.291144,0.266607,0.27892,0.296393
14.5394,0.307657,0.259304,0.289607,0.244361,0.274452,0.311746,0.217529,0.225068,0.241965,0.254805,0.341704,0.349178,0.23068,0.29442,0.221431,0.223148,0.282328,0.286334,0.297492,0.334501,0.277326,0.306976,0.273414,0.320691,0.260096,0.276391,0.241736,0.221931,0.266145,0.296508,0.349967,0.292597,0.254453,0.288634,0.266686,0.278463,0.294759
15.0394,0.315193,0.25186,0.288754,0.240626,0.273185,0.314439,0.224039,0.227931,0.23703,0.256917,0.338647,0.347933,0.229759,0.289942,0.22017,0.225926,0.282803,0.289888,0.295447,0.335862,0.274991,0.30245,0.269521,0.320029,0.261268,0.273471,0.244005,0.218134,0.269148,0.293451,0.350058,0.288958,0.252502,0.282568,0.265148,0.274136,0.290358
15.5394,0.320602,0.244362,0.285917,0.237638,0.272087,0.315554,0.232337,0.232537,0.231911,0.25889,0.331158,0.344101,0.228413,0.283936,0.21777,0.224561,0.278986,0.289584,0.291891,0.335271,0.268265,0.293021,0.262374,0.316334,0.260103,0.270342,0.245302,0.2155,0.268692,0.289258,0.346639,0.279378,0.248969,0.274176,0.26228,0.266531,0.284365
16.0394,0.321591,0.238716,0.284321,0.234819,0.271794,0.316247,0.24091,0.237814,0.22845,0.259732,0.321937,0.336042,0.225675,0.277915,0.215482,0.221326,0.272446,0.285663,0.286514,0.331461,0.257226,0.280306,0.252619,0.30923,0.256527,0.265939,0.244089,0.215325,0.26644,0.283919,0.339824,0.265793,0.246345,0.266121,0.25935,0.257769,0.278061
16.5394,0.317076,0.235524,0.286246,0.229933,0.270777,0.31535,0.246371,0.241568,0.225905,0.25833,0.312315,0.323576,0.220374,0.272549,0.213122,0.218405,0.265202,0.279836,0.278449,0.323314,0.24308,0.265394,0.241782,0.300071,0.250634,0.259851,0.240253,0.217579,0.263809,0.276132,0.330287,0.251347,0.244729,0.258988,0.258264,0.248372,0.272783
17.0394,0.306455,0.233754,0.29068,0.221489,0.267952,0.310059,0.246065,0.242225,0.223387,0.254447,0.302786,0.307069,0.213423,0.266576,0.211408,0.216073,0.25768,0.272986,0.267525,0.310961,0.22695,0.249265,0.230564,0.28994,0.242188,0.252538,0.234222,0.221467,0.261428,0.264271,0.317743,0.237135,0.243133,0.251682,0.258365,0.237193,0.268132
17.5394,0.292919,0.232058,0.293509,0.210472,0.262211,0.299498,0.240118,0.239228,0.220353,0.24683,0.293084,0.290142,0.20696,0.2583,0.210647,0.213287,0.249099,0.264506,0.25493,0.295611,0.210638,0.233318,0.220309,0.280615,0.231073,0.244899,0.226875,0.224393,0.258736,0.249612,0.303496,0.223968,0.241332,0.243245,0.257728,0.223372,0.262729
18.0394,0.280585,0.228301,0.290012,0.198186,0.25213,0.283807,0.230112,0.232534,0.216807,0.238063,0.282713,0.275805,0.201748,0.247289,0.209171,0.208287,0.238665,0.253926,0.240723,0.278231,0.196065,0.217905,0.211864,0.272326,0.218191,0.236547,0.219302,0.222982,0.254018,0.234661,0.289374,0.211456,0.238417,0.233797,0.254728,0.207643,0.25506
18.5394,0.2707,0.220525,0.280718,0.185874,0.237518,0.264706,0.218274,0.222498,0.212288,0.229424,0.271949,0.263053,0.197034,0.235177,0.205384,0.20118,0.226087,0.241243,0.226065,0.261656,0.184158,0.202603,0.205397,0.263582,0.20483,0.226389,0.211503,0.215703,0.245896,0.22134,0.2761,0.199276,0.23447,0.224853,0.247522,0.192042,0.245004
19.0394,0.261096,0.20846,0.269213,0.173443,0.219157,0.245573,0.205995,0.209864,0.206834,0.220752,0.260458,0.251305,0.191943,0.224817,0.198674,0.193463,0.211829,0.226292,0.211852,0.247919,0.17433,0.186765,0.200151,0.252772,0.192408,0.214388,0.203336,0.204672,0.233682,0.209587,0.263036,0.186864,0.22984,0.218784,0.236625,0.178684,0.233703
19.5394,0.247443,0.194277,0.257874,0.163023,0.19878,0.227323,0.19336,0.194726,0.199775,0.210446,0.248116,0.239505,0.185426,0.217415,0.189752,0.18659,0.196357,0.209545,0.198793,0.236712,0.165407,0.171095,0.193591,0.238326,0.181258,0.201723,0.193229,0.192284,0.21585,0.198631,0.249897,0.172668,0.223199,0.215452,0.224641,0.167881,0.221908
20.0394,0.229485,0.181943,0.246516,0.155559,0.179434,0.209958,0.180954,0.177929,0.19039,0.198908,0.235825,0.227573,0.177806,0.211304,0.181206,0.180975,0.180833,0.193099,0.188353,0.226905,0.15846,0.158317,0.183904,0.220465,0.17117,0.190137,0.182378,0.180833,0.193676,0.189336,0.237862,0.157019,0.214301,0.212314,0.214301,0.159792,0.21072
20.5394,0.211571,0.174092,0.235295,0.150855,0.163708,0.195311,0.172573,0.164882,0.182188,0.190363,0.226847,0.218971,0.171336,0.206418,0.174223,0.175489,0.169334,0.180481,0.181642,0.219206,0.154682,0.151268,0.174148,0.203447,0.161962,0.181265,0.173572,0.173958,0.17354,0.18409,0.227199,0.144598,0.20504,0.208842,0.205936,0.154962,0.202889
21.0394,0.1941,0.170295,0.221202,0.149068,0.148986,0.179671,0.166257,0.153512,0.173915,0.185491,0.218037,0.212516,0.166451,0.200408,0.168312,0.169565,0.160454,0.170222,0.177159,0.210523,0.153721,0.149424,0.162361,0.185933,0.151662,0.17235,0.166245,0.169235,0.155024,0.181367,0.21606,0.134722,0.193484,0.202905,0.198018,0.152765,0.195847
21.5394,0.179457,0.168656,0.205659,0.143718,0.133391,0.161918,0.164112,0.145272,0.168433,0.190421,0.20959,0.207369,0.164105,0.195586,0.159919,0.157536,0.156957,0.164245,0.172188,0.200197,0.157062,0.15285,0.149688,0.168926,0.140759,0.160098,0.162495,0.169168,0.140523,0.18274,0.20338,0.130608,0.180226,0.192622,0.184618,0.155064,0.189896
22.0394,0.163857,0.161976,0.192904,0.132685,0.118955,0.145461,0.169554,0.149437,0.172516,0.206453,0.205942,0.205536,0.165964,0.197314,0.140439,0.128572,0.161907,0.165547,0.164895,0.188433,0.155398,0.152432,0.144637,0.156441,0.125742,0.1441,0.158279,0.175097,0.134982,0.190592,0.18176,0.13531,0.166073,0.176753,0.155872,0.156761,0.186439
22.5394,0.150112,0.141153,0.179642,0.13158,0.121953,0.149092,0.160678,0.143656,0.182076,0.200953,0.195747,0.203972,0.167709,0.198348,0.123876,0.109347,0.155111,0.166705,0.152186,0.173404,0.133362,0.133158,0.142022,0.153054,0.115638,0.132305,0.145529,0.163525,0.130094,0.184769,0.166484,0.114932,0.152337,0.158014,0.141285,0.144591,0.174356
23.0394,0.13545,0.119426,0.164107,0.132725,0.127476,0.166027,0.153879,0.145111,0.200972,0.196455,0.186343,0.205225,0.175631,0.206062,0.09997,0.0933245,0.152026,0.17678,0.137933,0.15889,0.109567,0.106953,0.144387,0.155843,0.105024,0.119984,0.137432,0.152297,0.128576,0.179849,0.154421,0.0922076,0.135444,0.137364,0.127972,0.132365,0.164363
23.5394,0.128749,0.114096,0.16124,0.139255,0.130373,0.180116,0.152745,0.154458,0.216023,0.197326,0.184923,0.206996,0.182824,0.218464,0.0887237,0.0945735,0.154537,0.186816,0.131087,0.155943,0.106152,0.0917475,0.150489,0.164904,0.101481,0.115913,0.142022,0.150338,0.131378,0.17984,0.154683,0.0879158,0.126561,0.130286,0.126162,0.130795,0.159916
24.0394,0.125203,0.116318,0.168143,0.146416,0.133384,0.186934,0.153479,0.164465,0.225835,0.20083,0.187019,0.207555,0.187064,0.231845,0.0879577,0.103253,0.158092,0.191113,0.128031,0.15798,0.110732,0.0858432,0.156499,0.174338,0.101912,0.116733,0.14987,0.153323,0.134974,0.183631,0.161109,0.0935762,0.123986,0.131112,0.126662,0.135232,0.15492
24.5394,0.11972,0.118475,0.173804,0.153503,0.136015,0.188417,0.156832,0.173422,0.233729,0.202951,0.185021,0.20556,0.190288,0.240529,0.0901784,0.109373,0.159254,0.189667,0.124977,0.157676,0.111861,0.0802076,0.161985,0.181731,0.100978,0.116521,0.156053,0.154302,0.136197,0.185545,0.165966,0.0971972,0.12081,0.131513,0.123502,0.138736,0.147005
25.0394,0.115472,0.120472,0.177059,0.161102,0.140483,0.189751,0.162584,0.182267,0.241965,0.203857,0.180466,0.201543,0.192745,0.245626,0.0942478,0.112786,0.159432,0.184716,0.122108,0.155609,0.107488,0.0750815,0.168751,0.189014,0.0977173,0.115491,0.160778,0.154033,0.135206,0.187498,0.168996,0.0985501,0.118569,0.13124,0.117471,0.140907,0.137696
25.5394,0.113108,0.125327,0.177715,0.168636,0.144082,0.190817,0.175022,0.192077,0.255321,0.205926,0.17281,0.195633,0.19849,0.248059,0.0947029,0.112085,0.159751,0.177915,0.121956,0.153378,0.102417,0.0637896,0.179052,0.196808,0.0934439,0.112307,0.165471,0.153207,0.135039,0.190111,0.16966,0.0984886,0.116478,0.133652,0.111138,0.143564,0.126978
