Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-3.41353,0.359705,0.202427,0.241399,0.224446,0.193914,0.165544,0.180383,0.30537,0.211912,0.194815,0.20084,0.182729,0.219361,0.382544,0.266127
-2.91353,0.363999,0.196117,0.245046,0.230975,0.198451,0.176545,0.173403,0.302629,0.218871,0.196727,0.201303,0.171447,0.200033,0.386476,0.235672
-2.41353,0.379312,0.192627,0.252258,0.238227,0.205418,0.195373,0.18192,0.306863,0.229114,0.209359,0.210646,0.173462,0.18786,0.390927,0.21881
-1.91353,0.408032,0.194558,0.261964,0.241422,0.21562,0.216002,0.202105,0.316752,0.237556,0.225542,0.227926,0.192044,0.191538,0.397808,0.225064
-1.41353,0.443094,0.202577,0.271473,0.241352,0.226966,0.235274,0.227383,0.328377,0.241517,0.240582,0.246787,0.220265,0.212896,0.404488,0.244952
-0.913531,0.472305,0.212635,0.27796,0.240524,0.236403,0.250545,0.249537,0.337558,0.241527,0.251308,0.260379,0.245297,0.240582,0.407436,0.263318
-0.413531,0.49266,0.226888,0.281784,0.242367,0.243157,0.265962,0.270479,0.344851,0.238621,0.258226,0.268719,0.26596,0.274385,0.406307,0.27736
0.086469,0.490683,0.242924,0.281799,0.248506,0.245442,0.276195,0.285516,0.346661,0.238845,0.259502,0.270333,0.276861,0.305978,0.40729,0.283401
0.586469,0.473332,0.255147,0.279048,0.255688,0.246463,0.276346,0.295543,0.344531,0.244663,0.2565,0.268266,0.280228,0.32252,0.417891,0.282788
1.08647,0.454021,0.26111,0.275459,0.260952,0.248344,0.271112,0.304831,0.341584,0.251456,0.253101,0.266439,0.281327,0.32445,0.433371,0.277801
1.58647,0.432531,0.262471,0.270073,0.263282,0.249119,0.264039,0.310576,0.337019,0.255253,0.248028,0.263299,0.281319,0.317787,0.44476,0.26752
2.08647,0.412778,0.257614,0.262042,0.260343,0.247017,0.257839,0.306862,0.330519,0.252811,0.241153,0.256969,0.278733,0.303689,0.441637,0.253558
2.58647,0.396031,0.246284,0.250204,0.251577,0.239239,0.252075,0.289877,0.32111,0.242683,0.231914,0.246236,0.271556,0.287067,0.422105,0.241361
3.08647,0.381015,0.231395,0.23524,0.238257,0.226892,0.244657,0.264628,0.310773,0.228548,0.220371,0.231119,0.260003,0.271803,0.393075,0.235767
3.58647,0.363661,0.216144,0.217725,0.224382,0.21425,0.233777,0.241399,0.301298,0.215957,0.20823,0.213099,0.245763,0.259994,0.364122,0.235679
4.08647,0.340227,0.202521,0.199398,0.212266,0.204383,0.217101,0.223915,0.29262,0.208015,0.197493,0.193078,0.230939,0.251958,0.342217,0.233838
4.58647,0.314858,0.190949,0.182022,0.20256,0.196909,0.195071,0.208977,0.282611,0.205535,0.190163,0.172074,0.215587,0.245835,0.329718,0.225386
5.08647,0.298095,0.181761,0.166758,0.194957,0.187127,0.170261,0.191808,0.268652,0.20439,0.186124,0.154466,0.199587,0.238335,0.328205,0.209915
5.58647,0.311826,0.176636,0.156531,0.187862,0.174046,0.149884,0.173121,0.254685,0.200239,0.183485,0.148419,0.183776,0.228621,0.340153,0.190563
6.08647,0.374528,0.176291,0.15215,0.182304,0.161556,0.140998,0.157754,0.247212,0.193259,0.179359,0.159713,0.169267,0.216917,0.369044,0.172707
6.58647,0.479608,0.18102,0.152376,0.181713,0.159071,0.147281,0.150796,0.252212,0.189351,0.172649,0.186673,0.159034,0.205744,0.411668,0.159614
