Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-20.2523,0.261226,0.125078,0.167757,0.122542,0.100418,0.10367,0.102395,0.0886011,0.0809129,0.13807,0.0861233,0.0906239,0.114429,0.185438,0.185703
-19.7523,0.272472,0.12695,0.167444,0.126428,0.0972441,0.102889,0.0984675,0.092227,0.0850696,0.135556,0.0728579,0.0916985,0.116827,0.185357,0.180115
-19.2523,0.272217,0.122586,0.164117,0.126281,0.0860239,0.0980197,0.0900922,0.0894902,0.0818143,0.128808,0.0601117,0.0850989,0.114701,0.174371,0.174596
-18.7523,0.265477,0.115247,0.159525,0.12561,0.073923,0.0934108,0.0812896,0.0865581,0.0784064,0.120849,0.0516248,0.077259,0.111196,0.161462,0.170709
-18.2523,0.25352,0.105916,0.153598,0.124999,0.0618467,0.0899087,0.0725784,0.0843836,0.0756066,0.112186,0.0469297,0.0697416,0.108264,0.148092,0.168381
-17.7523,0.237425,0.0958167,0.147028,0.124912,0.0519576,0.0882615,0.0656906,0.0836303,0.0734215,0.103462,0.0464256,0.0646626,0.108128,0.13733,0.167361
-17.2523,0.224979,0.0900653,0.143317,0.126481,0.0503721,0.090541,0.0649881,0.0848853,0.073662,0.097387,0.0511721,0.0665018,0.114227,0.136873,0.167328
-16.7523,0.221985,0.0920609,0.145341,0.129346,0.0571267,0.0956119,0.0713733,0.087149,0.0751257,0.0944775,0.0583557,0.0749666,0.127684,0.14835,0.167018
-16.2523,0.228772,0.102132,0.153348,0.132714,0.0689203,0.101881,0.082307,0.0925705,0.0782853,0.0951033,0.0667712,0.0872145,0.146255,0.169679,0.167188
-15.7523,0.240521,0.117681,0.163929,0.136171,0.0823971,0.109468,0.0933204,0.103923,0.0851256,0.0992447,0.0767817,0.10058,0.166921,0.196737,0.170211
-15.2523,0.252046,0.134504,0.172851,0.139647,0.0957494,0.119172,0.101644,0.12131,0.0966593,0.106495,0.0881948,0.114258,0.186,0.225134,0.176066
-14.7523,0.260861,0.148252,0.17745,0.142883,0.108772,0.130675,0.107055,0.141156,0.111978,0.115898,0.100582,0.127593,0.198827,0.251634,0.181841
