Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-21.4606,0.228815,0.118096,0.109045,0.131791,0.172853,0.152194,0.124049,0.23307,0.117548,0.119965,0.153073,0.129399,0.16223,0.218289,0.156018
-20.9606,0.298038,0.153901,0.165401,0.180467,0.158177,0.17888,0.147015,0.224143,0.153469,0.157594,0.18133,0.134725,0.182641,0.264671,0.204818
-20.4606,0.342762,0.1743,0.201025,0.210451,0.159379,0.202516,0.164382,0.231872,0.17456,0.185302,0.200168,0.136502,0.196952,0.295786,0.235035
-19.9606,0.370265,0.18647,0.22236,0.230283,0.167344,0.222095,0.178058,0.248953,0.185048,0.204985,0.21036,0.139742,0.205994,0.321114,0.254422
-19.4606,0.392112,0.197599,0.237858,0.24493,0.178512,0.242093,0.193451,0.26864,0.192279,0.220621,0.217588,0.150179,0.2155,0.344342,0.270278
-18.9606,0.414548,0.211166,0.252137,0.257475,0.19442,0.264982,0.212559,0.295224,0.199641,0.236004,0.22627,0.168848,0.228297,0.370823,0.286418
-18.4606,0.440474,0.23096,0.267068,0.270249,0.21463,0.291638,0.236468,0.333211,0.209385,0.253191,0.239188,0.195146,0.245212,0.407454,0.303896
-17.9606,0.468646,0.256993,0.282911,0.283135,0.235117,0.316877,0.262234,0.377846,0.222224,0.270745,0.258982,0.224417,0.26375,0.455596,0.319044
-17.4606,0.494515,0.285084,0.299697,0.296666,0.2501,0.328984,0.28127,0.422378,0.235377,0.286203,0.283005,0.245576,0.277493,0.510251,0.327851
-16.9606,0.515454,0.310339,0.313854,0.311085,0.258172,0.32281,0.293754,0.459314,0.24593,0.297947,0.305606,0.255224,0.284916,0.566347,0.331623
-16.4606,0.533583,0.328704,0.320618,0.324719,0.262776,0.308915,0.307833,0.485417,0.252918,0.304817,0.322278,0.258867,0.290586,0.614836,0.334211
-15.9606,0.550615,0.339718,0.319391,0.335531,0.268599,0.298014,0.327532,0.499247,0.258093,0.308048,0.332089,0.263123,0.301067,0.650866,0.338476
-15.4606,0.5652,0.343298,0.314909,0.341178,0.278169,0.299592,0.35186,0.501582,0.265256,0.309831,0.336867,0.270756,0.318289,0.669879,0.343927
-14.9606,0.575837,0.340331,0.314365,0.33969,0.291971,0.313713,0.372155,0.490663,0.276002,0.311462,0.337885,0.279659,0.338465,0.668017,0.347286
