Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered
-4.02798,0.70865,0.455516,0.479207,0.468276,0.459253,0.407568,0.407269,0.686918,0.468028,0.471852,0.50971,0.440586,0.593603,0.806037,0.571696
-3.52798,0.739131,0.493629,0.529258,0.498587,0.509802,0.436294,0.447736,0.722821,0.506346,0.505797,0.53766,0.477516,0.648441,0.846306,0.627959
-3.02798,0.763937,0.533026,0.571017,0.523275,0.55188,0.464797,0.480697,0.75245,0.542719,0.535912,0.557603,0.510644,0.69474,0.872601,0.68264
-2.52798,0.788134,0.555788,0.601559,0.539097,0.584301,0.491517,0.502537,0.771127,0.570048,0.556007,0.569016,0.53253,0.725233,0.888049,0.721076
-2.02798,0.813986,0.557273,0.619793,0.549268,0.606008,0.512414,0.516421,0.77759,0.586372,0.570661,0.572954,0.543818,0.739378,0.901274,0.730373
-1.52798,0.838225,0.547532,0.629763,0.556202,0.619056,0.527911,0.527625,0.780385,0.596142,0.582675,0.572707,0.552104,0.743759,0.917392,0.718416
-1.02798,0.85511,0.54137,0.635456,0.561834,0.626949,0.536087,0.537171,0.785275,0.592438,0.592684,0.572467,0.563061,0.738752,0.93114,0.697679
-0.527979,0.861603,0.548402,0.635126,0.563214,0.630818,0.540216,0.543347,0.79778,0.581681,0.597396,0.573304,0.576438,0.731732,0.934835,0.688289
-0.0279793,0.862991,0.560118,0.638323,0.561398,0.6393,0.547646,0.548945,0.816231,0.572813,0.597324,0.583074,0.58574,0.730033,0.9291,0.694943
0.472021,0.85904,0.563577,0.640085,0.556639,0.64525,0.54883,0.550731,0.827287,0.571427,0.597455,0.593053,0.582259,0.732884,0.91492,0.70502
0.972021,0.84824,0.55976,0.633751,0.555248,0.647642,0.54182,0.550124,0.825867,0.572349,0.59914,0.596429,0.571826,0.737285,0.903214,0.709843
1.47202,0.824125,0.555111,0.618924,0.557699,0.638424,0.524855,0.545021,0.812282,0.570589,0.603681,0.593534,0.562345,0.740303,0.895124,0.709042
1.97202,0.782054,0.544383,0.603441,0.551478,0.613822,0.497983,0.52699,0.787014,0.560682,0.594889,0.583586,0.546309,0.730186,0.878472,0.694339
2.47202,0.736473,0.522924,0.582284,0.530682,0.573894,0.465966,0.493939,0.751255,0.536489,0.568898,0.570857,0.516714,0.697779,0.84819,0.662628
2.97202,0.702116,0.489061,0.549052,0.493244,0.517588,0.432619,0.448149,0.707237,0.505521,0.528554,0.554961,0.473156,0.642358,0.808981,0.615498
3.47202,0.681836,0.448486,0.504387,0.451231,0.455921,0.403035,0.398906,0.662328,0.470045,0.48255,0.533462,0.426276,0.57528,0.777387,0.56151
3.97202,0.670825,0.413314,0.458343,0.419767,0.402501,0.378458,0.35831,0.625726,0.439334,0.451045,0.507581,0.392419,0.518092,0.765509,0.517167
4.47202,0.6678,0.388482,0.429191,0.400119,0.369592,0.358917,0.332939,0.60099,0.421038,0.432749,0.481167,0.375997,0.483528,0.763267,0.485962
4.97202,0.676108,0.372418,0.418584,0.388237,0.35818,0.343361,0.319614,0.583635,0.411181,0.418371,0.454657,0.368945,0.4689,0.756676,0.466439
5.47202,0.697813,0.361624,0.413916,0.379966,0.361072,0.332143,0.314042,0.566311,0.400678,0.404006,0.430303,0.36297,0.460314,0.739919,0.451673
5.97202,0.722948,0.354023,0.406123,0.374836,0.368517,0.32541,0.31251,0.546467,0.386804,0.392637,0.409773,0.354536,0.451057,0.720131,0.440838
6.47202,0.737751,0.347331,0.394812,0.37314,0.37405,0.321029,0.311865,0.526227,0.372329,0.387094,0.393025,0.343725,0.441419,0.709451,0.435662
6.97202,0.738819,0.340443,0.382793,0.37243,0.375323,0.316007,0.310958,0.509087,0.360384,0.384494,0.37893,0.331779,0.434119,0.708207,0.43655
7.47202,0.731024,0.333052,0.371715,0.370593,0.37111,0.308555,0.309543,0.496385,0.351171,0.379038,0.366325,0.319844,0.429659,0.709292,0.439975
7.97202,0.717101,0.325608,0.360183,0.366614,0.361708,0.298731,0.307425,0.486476,0.342735,0.3684,0.354074,0.308476,0.425364,0.705276,0.439413
8.47202,0.697664,0.318501,0.345334,0.360304,0.348385,0.288134,0.303628,0.477118,0.332984,0.354407,0.341168,0.297965,0.418813,0.691045,0.431997
8.97202,0.674057,0.311703,0.32629,0.351886,0.332541,0.278006,0.297171,0.466472,0.32104,0.338361,0.327489,0.289421,0.409595,0.667808,0.418621
9.47202,0.64816,0.305128,0.30551,0.341621,0.316327,0.268794,0.288103,0.454277,0.307422,0.320747,0.314285,0.284235,0.399334,0.642223,0.40169
9.97202,0.620472,0.297254,0.285393,0.328283,0.300723,0.259519,0.276575,0.43987,0.292393,0.301487,0.302052,0.281542,0.388408,0.620665,0.381954
10.472,0.591814,0.286363,0.26799,0.311715,0.286061,0.249631,0.263449,0.422967,0.277139,0.281835,0.291369,0.27918,0.375992,0.606177,0.360334
10.972,0.562321,0.271291,0.252886,0.292865,0.271272,0.238968,0.249004,0.403053,0.262272,0.263092,0.281315,0.274789,0.359967,0.596536,0.337475
11.472,0.532113,0.252319,0.238932,0.273558,0.25521,0.227528,0.233833,0.380276,0.247415,0.246045,0.271059,0.267734,0.33885,0.586665,0.314837
11.972,0.501625,0.232343,0.226382,0.256057,0.238633,0.215608,0.21934,0.356851,0.2327,0.230918,0.260818,0.259411,0.314939,0.572785,0.294929
12.472,0.471451,0.214336,0.215817,0.240677,0.223564,0.203747,0.206761,0.335446,0.218254,0.217894,0.250741,0.250877,0.292158,0.553421,0.278949
12.972,0.442662,0.199882,0.208027,0.226685,0.212069,0.192993,0.196812,0.318143,0.20476,0.207769,0.241382,0.242279,0.27314,0.530293,0.266925
13.472,0.416566,0.189056,0.202822,0.213798,0.204276,0.184072,0.189409,0.304758,0.193181,0.20065,0.233797,0.233667,0.257862,0.506608,0.257219
13.972,0.392773,0.180198,0.198607,0.20139,0.198094,0.176885,0.183385,0.293345,0.183713,0.194632,0.227452,0.224542,0.244105,0.482459,0.246687
14.472,0.372376,0.172165,0.193524,0.190606,0.191781,0.170831,0.178433,0.282934,0.176628,0.187885,0.222083,0.215326,0.231103,0.457939,0.233296
14.972,0.354666,0.164266,0.186545,0.18322,0.184913,0.165437,0.174977,0.274416,0.172396,0.179024,0.217837,0.207859,0.219708,0.432627,0.215928
15.472,0.338214,0.158895,0.179265,0.182866,0.180643,0.162721,0.175648,0.275047,0.174216,0.168499,0.21432,0.203862,0.215138,0.4098,0.195237
15.972,0.320705,0.162565,0.182705,0.194322,0.186118,0.168837,0.186344,0.298976,0.186733,0.163121,0.216811,0.206316,0.223242,0.405321,0.173716
16.472,0.301684,0.179874,0.206258,0.210722,0.199719,0.186529,0.206185,0.350149,0.207823,0.171226,0.228684,0.214545,0.24018,0.432606,0.157396
16.972,0.289871,0.193402,0.224438,0.212859,0.202912,0.197685,0.216967,0.381815,0.216186,0.185343,0.240257,0.220829,0.239967,0.455255,0.152976
17.472,0.28711,0.196832,0.229891,0.207362,0.199676,0.200409,0.219523,0.390018,0.21622,0.195082,0.245015,0.225439,0.229018,0.456925,0.153078
17.972,0.288438,0.193114,0.227464,0.199972,0.194738,0.19801,0.218419,0.383589,0.213219,0.200972,0.24486,0.230614,0.213196,0.443338,0.15441
18.472,0.292538,0.184254,0.21936,0.193959,0.190788,0.192693,0.213963,0.363796,0.205818,0.202451,0.239988,0.235115,0.192848,0.420226,0.157798
18.972,0.305876,0.172865,0.207183,0.191948,0.19497,0.186865,0.205499,0.335693,0.195117,0.196244,0.22871,0.235294,0.185834,0.392197,0.165059
