ArcLength, Average, RelBeta4Exp, ExpCorreBetas, ExpBetas
-10.9135,0.15756868421052636,-0.20933280990960793,-0.032984295419549156,-0.00970126335869093
-10.4135,0.1679567105263158,-0.21052852782944326,-0.03535967900618122,-0.0103999055900533
-9.91353,0.18007247368421048,-0.21138082266431119,-0.03806386762656594,-0.0111952551842841
-9.41353,0.19313231578947365,-0.21393610706085006,-0.04131797578764674,-0.0121523458198961
-8.91353,0.207833,-0.21767672584232484,-0.045240406961987896,-0.0133060020476435
-8.41353,0.2220406842105263,-0.2239752990494944,-0.049731628647206975,-0.0146269496021197
-7.91353,0.23495194736842095,-0.23245610956642568,-0.05461601562031874,-0.0160635340059761
-7.41353,0.24873365789473684,-0.2402981433594619,-0.05977023618311282,-0.0175794812303273
-6.91353,0.2638304736842106,-0.2453952004151345,-0.06474273196535672,-0.0190419799898108
-6.41353,0.2768328157894737,-0.24710197663232542,-0.06840593597827138,-0.0201193929347857
-5.91353,0.2838508421052632,-0.24541240805122505,-0.0696605186884207,-0.0204883878495355
-5.41353,0.2857428947368422,-0.23881213164573772,-0.06823886979472894,-0.0200702558219791
-4.91353,0.28685039473684215,-0.22537990759337892,-0.06465031545891375,-0.0190147986643864
-4.41353,0.29037657894736846,-0.20543930822130668,-0.059654763502617024,-0.0175455186772403
-3.91353,0.29553144736842113,-0.18198454467599778,-0.05378215588678072,-0.0158182811431708
-3.41353,0.29985081578947365,-0.15871060138716608,-0.04758950330037972,-0.0139969127354058
-2.91353,0.30226981578947365,-0.1399817622139119,-0.042312261478285054,-0.0124447827877309
-2.41353,0.3030237894736842,-0.1306113305153537,-0.03957834032096232,-0.0116406883296948
-1.91353,0.30207155263157903,-0.13340279374685216,-0.040297189032501936,-0.0118521144213241
-1.41353,0.29902668421052636,-0.1461847479975932,-0.04371314047587168,-0.0128568060223152
-0.913531,0.2948561578947368,-0.161553084248767,-0.047634921717636156,-0.0140102710934224
-0.413531,0.2870599210526315,-0.17223698000926185,-0.04944233388380238,-0.0145418629070007
0.086469,0.2744168684210527,-0.17192898966732081,-0.0471802149353017,-0.0138765338045005
0.586469,0.2614212368421052,-0.15915672259593858,-0.0416069472727661,-0.0122373374331665
1.08647,0.2542230263157894,-0.14127448455701086,-0.03591522700528656,-0.0105633020603784
1.58647,0.2541977368421053,-0.12876283543336148,-0.03273122135653293,-0.00962682981074498
2.08647,0.2654421578947369,-0.12353514116612578,-0.032791434446967374,-0.0096445395432257
2.58647,0.28568292105263154,-0.12154494651024146,-0.034723315358231636,-0.0102127398112446
3.08647,0.30746078947368416,-0.11707587158547557,-0.035996239905989984,-0.0105871293841147
3.58647,0.32097131578947363,-0.10936932804538983,-0.03510441712973936,-0.0103248285675704
4.08647,0.32025328947368426,-0.1013550974998116,-0.032459303379240655,-0.00954685393507078
4.58647,0.3053162894736842,-0.09563599572720102,-0.029199227355550136,-0.00858800804575004
5.08647,0.2793414736842106,-0.09347137326316332,-0.026110431154618963,-0.00767953857488793
5.58647,0.2485986052631579,-0.0952301558130193,-0.023674083914109807,-0.00696296585709112
6.08647,0.21912505263157897,-0.10161840704324389,-0.022267138791688033,-0.00654915846814354
6.58647,0.19688034210526317,-0.11163973250452831,-0.021979668728031605,-0.00646460844942106
7.08647,0.18431118421052634,-0.12142012761298285,-0.022379087507342098,-0.00658208456098297
7.58647,0.1805242105263158,-0.12674428583621897,-0.022880412139305136,-0.00672953298214857
