ArcLength, Average, RelBeta4Exp, ExpCorreBetas, ExpBetas
-14.9789,0.31223758333333335,-0.3619997664074787,-0.11302993223030235,-0.0573174098530945
-14.4789,0.3169599166666667,-0.35873588853409955,-0.11370489733511081,-0.0576596842470136
-13.9789,0.3269591666666667,-0.3443146396246512,-0.1125768276428096,-0.0570876407924998
-13.4789,0.33372716666666663,-0.3294142725829246,-0.10993449184866043,-0.055747713919199
-12.9789,0.33305175,-0.3199211475741376,-0.10655029806157477,-0.054031591309115
-12.4789,0.3199298333333333,-0.323424394295276,-0.10347311256282192,-0.0524711524152241
-11.9789,0.29815316666666664,-0.3405994475722569,-0.1015508038585857,-0.0514963508410678
-11.4789,0.2777260833333333,-0.3632651620379433,-0.10088821066424666,-0.0511603502354192
-10.9789,0.26898491666666663,-0.37442565140337963,-0.10071485264060044,-0.0510724404871199
-10.4789,0.27600408333333337,-0.3619746562605541,-0.09990648319109267,-0.0506625168311829
-9.97891,0.29388224999999996,-0.33261283481352827,-0.097749008273878,-0.0495684626135284
-9.47891,0.31743516666666666,-0.29712908757631956,-0.0943192214363036,-0.0478292197952858
-8.97891,0.34189241666666664,-0.26403874869537497,-0.09027284588510442,-0.0457773052155702
-8.47891,0.3608438333333333,-0.23926061301361187,-0.08633571676551492,-0.0437807894348453
-7.97891,0.37085850000000004,-0.22364077130200477,-0.08293908098390454,-0.042058357496909
-7.47891,0.37106124999999995,-0.21613127495649215,-0.08019794104944966,-0.0406683271041834
-6.97891,0.36417575,-0.2144178121241628,-0.07808576754367609,-0.0395972452047039
-6.47891,0.3534940833333333,-0.21648407940620906,-0.07652584120595841,-0.0388062075080925
-5.97891,0.34317116666666664,-0.21942692181672102,-0.0753009927579196,-0.0381850876054359
-5.47891,0.3344634166666667,-0.22113021531019156,-0.07395996734088231,-0.0375050544324961
-4.97891,0.3267505833333333,-0.22020152068498444,-0.07195097533470572,-0.0364862958086743
-4.47891,0.32048525,-0.21520675054941618,-0.06897058925151728,-0.0349749438395118
-3.97891,0.3149254166666667,-0.2071736904079683,-0.06524426077410042,-0.0330853249361564
-3.47891,0.30909925,-0.19886812214192184,-0.061469987402976434,-0.0311713932063775
-2.97891,0.2995636666666666,-0.19513926570525614,-0.05845663394530744,-0.0296433235016772
-2.47891,0.2818196666666667,-0.20134805387323337,-0.05674384142653668,-0.0287747674576758
-1.97891,0.2566965,-0.21987807242536167,-0.05644193161833685,-0.0286216691776556
-1.47891,0.2298940833333333,-0.24920455296626592,-0.05729065226667281,-0.0290520549019639
-0.978906,0.20928683333333334,-0.28098964629642925,-0.058807433272833075,-0.0298212136271973
-0.478906,0.1970005,-0.30691545458427716,-0.060462498010829896,-0.0306604959486967
0.021094,0.19245358333333332,-0.32154341537428577,-0.06188218248601971,-0.0313804170821601
0.521094,0.19569041666666664,-0.32196752236165016,-0.06300595860408563,-0.0319502832677919
1.02109,0.20553691666666665,-0.3116250595943426,-0.06405045390508743,-0.0324799461993344
1.52109,0.22239491666666666,-0.293425956503971,-0.06525644114453759,-0.0330915015945931
2.02109,0.2449169166666667,-0.2720695372247386,-0.06663443217600988,-0.0337902800081186
2.52109,0.26585716666666664,-0.2557521890041382,-0.067993552337438,-0.034479489014928
3.02109,0.27758983333333337,-0.2496577360018073,-0.06930244932711903,-0.0351432298819062
3.52109,0.27827958333333336,-0.255438827156838,-0.07108341038836025,-0.0360463541523125
4.02109,0.27436174999999996,-0.27118946517375636,-0.07440401624663584,-0.0377302313623914
4.52109,0.27619175,-0.29061025051221145,-0.08026415365690608,-0.0407019034771329
5.02109,0.2904001666666666,-0.305283066495136,-0.08865425339069856,-0.0449565179466017
5.52109,0.31196416666666665,-0.3140183511556477,-0.09796247323631233,-0.0496767105660813
6.02109,0.3275118333333334,-0.3217330092998803,-0.10537136771965419,-0.0534337564501289
6.52109,0.3249136666666667,-0.3331208478972035,-0.10823551613338935,-0.0548861643678445
7.02109,0.30179000000000006,-0.34973805679173275,-0.10554744815917705,-0.0535230467338626
7.52109,0.2673871666666667,-0.36778952086680305,-0.09834219791426535,-0.0498692687192015
8.02109,0.23278441666666663,-0.3811266060539416,-0.08872033466641326,-0.0449900277213049
8.52109,0.202963,-0.38621240994556555,-0.07838682935978182,-0.0397499134684492
9.02109,0.17581133333333332,-0.38650756276337156,-0.06795240995284536,-0.034458625736737
9.52109,0.14724299999999999,-0.38952877680935816,-0.057355385683740316,-0.0290848811783673
10.0211,0.119058975,-0.39178762033609155,-0.04664583249490421,-0.023654073273278
10.5211,0.09745011666666666,-0.37222851491103887,-0.03627371220474081,-0.0183943773857712
11.0211,0.08384580833333333,-0.3200441585849273,-0.02683436117891475,-0.0136076882246018
11.5211,0.07657105833333334,-0.24460745350375032,-0.01872985159100379,-0.00949789634432241
12.0211,0.0741439,-0.16216064845697606,-0.012023222903129188,-0.00609696901781399
